"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"2:33:00::"	"japanese"	"at"	"the"	"pearl_harbor"	"the_japanese"	"japanese_at"	"at_pearl_harbor"	"when_the_japanese"	"the_japanese_at"	"japanese_at_pearl_harbor"	"at_pearl_harbor_."	"WRB"	"DT"	"JJ"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"greater"	"reason"	"for"	"fumbling"	"stumbling"	"american"	"leadership"	"due_to"	"the"	"shock"	"her"	"pride"	"suffer"	"when"	"the"	"japanese"	"attack"	"at"	"pearl_harbor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"gray_eyes"	"our"	"∅"	"camp"	"∅_gray_eyes"	"gray_eyes_our"	"our_camp"	"∅_∅_gray_eyes"	"∅_gray_eyes_our"	"gray_eyes_our_camp"	"our_camp_just_as"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attack"	"our"	"camp"	"just_as"	"the"	"first"	"pink"	"threads"	"stitch"	"together"	"the"	"hills"	"and"	"the"	"sky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"n't"	"the"	"did"	"kennedy"	"did_n't"	"n't_the"	"the_kennedy"	"he_did_n't"	"did_n't_the"	"n't_the_kennedy"	"the_kennedy_administration"	"PRP"	"VBD"	"RB"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"republican"	"senator"	"tell"	"this"	"correspondent"	"that"	"was"	"constantly"	"being"	"ask"	"why"	"he"	"did"	"n't"	"attack"	"the"	"kennedy"	"administration"	"on"	"this"	"score"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"could"	"a"	"that"	"warm-blooded"	"that_could"	"could_a"	"a_warm-blooded"	"infection_that_could"	"that_could_a"	"could_a_warm-blooded"	"a_warm-blooded_mammal"	"NN"	"WDT"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"actually"	"the"	"types"	"infection"	"that"	"could"	"attack"	"a"	"warm-blooded"	"mammal"	"be"	"not"	"infinite"	"and"	"over"	"the"	"course"	"of"	"the"	"last"	"few"	"hundred"	"years"	"adequate"	"defenses"	"had"	"been"	"find"	"for"	"all"	"basic"	"categories"	
"2:32:00::"	"to"	"the"	"nigeria"	"entire"	"nigeria_to"	"to_the"	"the_entire"	"in_nigeria_to"	"nigeria_to_the"	"to_the_entire"	"the_entire_corps"	"IN"	"NNP"	"TO"	"VB"	"DT"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._eisenhower"	"seize"	"upon"	"the"	"incident"	"of"	"the"	"by"	"a"	"peace_corps"	"girl"	"in"	"nigeria"	"to"	"attack"	"the"	"entire"	"corps"	"as"	"a"	"juvenile"	"experiment"	"and"	"to"	"suggest"	"send"	"a"	"corps"	"member"	"to"	"the"	"moon"	"0"	"0"	"0"	"0"	
"2:32:00::"	"it"	"traditional"	"does"	"american"	"does_it"	"it_traditional"	"traditional_american"	"∅_does_it"	"does_it_traditional"	"it_traditional_american"	"traditional_american_institutions"	"ε"	"VB"	"VB"	"VB"	"JJ"	"NNP"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"attack"	"traditional"	"american"	"institutions"	"with"	"unsupportable"	"and"	"wild"	"charges"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"he"	"one"	"∅"	"of"	"∅_he"	"he_one"	"one_of"	"∅_∅_he"	"∅_he_one"	"he_one_of"	"one_of_the"	"ε"	"ε"	"PRP"	"VB"	"CD"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attack"	"one"	"of"	"the"	"officers"	"and"	"was"	"restrain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"can"	"tshombe"	"we"	","	"we_can"	"can_tshombe"	"tshombe_,"	"∅_we_can"	"we_can_tshombe"	"can_tshombe_,"	"tshombe_,_but"	"ε"	"PRP"	"MD"	"VB"	"NNP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"can"	"attack"	"tshombe"	"but"	"not"	"gigenza"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:02::"	"to"	"a"	"be"	"person"	"be_to"	"to_a"	"a_person"	"you_be_to"	"be_to_a"	"to_a_person"	"a_person_stroll"	"PRP"	"VB"	"TO"	"VB"	"DT"	"NN"	"VB"	"that"	"the"	"dog"	"may"	"not"	"be"	"really"	"protective"	"base"	"on"	"his"	"training"	"but"	"if"	"you"	"were"	"roam"	"the"	"streets"	"look_for"	"a"	"purse"	"to"	"snatch"	"or"	"a"	"young_lady"	"to"	"molest"	"how"	"quick"	"would"	"be"	"to"	"a"	"person"	"stroll"	"with"	"a"	"dog"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:01::"	"player"	"with"	"∅"	"his"	"∅_player"	"player_with"	"with_his"	"∅_∅_player"	"∅_player_with"	"player_with_his"	"with_his_four-wood"	"ε"	"ε"	"NNP"	"VB"	"IN"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"attack"	"with"	"his"	"four-wood"	"and"	"hit"	"a"	"shot"	"that"	"few"	"who"	"see"	"it"	"will"	"ever"	"forget"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
