"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"2:30:02::"	"barney"	"the"	"∅"	"cigarette"	"∅_barney"	"barney_the"	"the_cigarette"	"∅_∅_barney"	"∅_barney_the"	"barney_the_cigarette"	"the_cigarette_he"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finish"	"the"	"cigarette"	"he"	"had"	"been"	"smoke"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"has"	"a"	"he"	"sentence"	"he_has"	"has_a"	"a_sentence"	"when_he_has"	"he_has_a"	"has_a_sentence"	"a_sentence_of"	"WRB"	"PRP"	"VBZ"	"VB"	"DT"	"NN"	"IN"	"one"	"begin"	"to"	"notice"	"the"	"middle-age"	"spread"	"the"	"gray"	"hairs"	"the"	"eyeglasses"	"bodies"	"that"	"be"	"too"	"thin"	"or"	"too"	"heavy"	"the"	"fading"	"signs"	"of"	"old"	"beauty"	"the"	"athlete"	"of"	"by-gone"	"years"	"who"	"wear"	"a"	"size"	"suit"	"and"	"puff"	"when"	"he"	"has"	"a"	"sentence"	"of"	"any"	"length"	"then"	"it"	"is"	"time"	"to"	"break_up"	"it"	"up"	"and"	"move_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"had"	"eat"	"they"	","	"they_had"	"had_eat"	"eat_,"	"after_they_had"	"they_had_eat"	"had_eat_,"	"eat_,_melissa"	"IN"	"PRP"	"VBD"	"VB"	"VB"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"had"	"finish"	"eat"	"melissa"	"take"	"sprite"	"the"	"kitten"	"under"	"her"	"arm"	"so_that"	"auntie_grace"	"can"	"teach"	"it"	"about"	"the"	"whistle"	"and"	"climb"	"into"	"the"	"station_wagon"	"beside"	"her"	"mother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"had"	"."	"hank"	"∅"	"hank_had"	"had_."	"._∅"	"when_hank_had"	"hank_had_."	"had_._∅"	"._∅_∅"	"WRB"	"NNP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sound"	"like"	"what"	"you"	"be"	"after"	"say"	"when"	"hank"	"had"	"finish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"m."	"before"	"a."	"breakfast"	"a._m."	"m._before"	"before_breakfast"	"1_a._m."	"a._m._before"	"m._before_breakfast"	"before_breakfast_,"	"CD"	"NN"	"NNP"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"driver"	"of"	"a"	"dairy"	"truck"	"begin"	"work"	"at"	"a."	"m."	"finish"	"before"	"breakfast"	"then"	"go_out"	"and"	"grow"	"a"	"garden"	"and"	"who"	"has"	"use"	"the"	"cannery"	"to"	"save"	"and"	"feed"	"a"	"family"	"of"	"five"	"ask"	"what"	"in"	"the"	"world"	"will"	"we"	"do"	
"2:34:00::"	"they"	"their"	"while"	"drinks"	"while_they"	"they_their"	"their_drinks"	"london_while_they"	"while_they_their"	"they_their_drinks"	"their_drinks_."	"NNP"	"IN"	"PRP"	"VB"	"PRP$"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"recent"	"news_story"	"report"	"that"	"frank_sinatra"	"and"	"dean_martin"	"airplane"	"passengers"	"minutes"	"in"	"london"	"while"	"they"	"finish"	"their"	"drinks"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"'d"	","	"we"	"person"	"we_'d"	"'d_,"	",_person"	"when_we_'d"	"we_'d_,"	"'d_,_person"	",_person_-"	"WRB"	"PRP"	"MD"	"VB"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"go_on"	"when"	"finish"	"person"	"person"	"ask"	"me"	"to"	"stay"	"a_little"	"longer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"were"	"."	"animal"	"∅"	"animal_were"	"were_."	"._∅"	"the_animal_were"	"animal_were_."	"were_._∅"	"._∅_∅"	"DT"	"NN"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"examine"	"the"	"watermark"	"on"	"iron"	"tire"	"when"	"the"	"animal"	"were"	"finish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"that"	"the"	"∅"	"job"	"∅_that"	"that_the"	"the_job"	"∅_∅_that"	"∅_that_the"	"that_the_job"	"the_job_that"	"ε"	"ε"	"DT"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finish"	"the"	"job"	"that"	"person"	"and"	"person"	"had"	"begin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"he"	"the"	"∅"	"war"	"∅_he"	"he_the"	"the_war"	"∅_∅_he"	"∅_he_the"	"he_the_war"	"the_war_as"	"ε"	"ε"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finish"	"the"	"war"	"as"	"a"	"major-general"	"command"	"a"	"full"	"division"	"and"	"at"	"be"	"the"	"young"	"major-general"	"in"	"the"	"history"	"of"	"the"	"u.s."	"army"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
