"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"
"1:24:00::"	"match"	","	"a"	"state"	"a_match"	"match_,"	",_state"	"on_a_match"	"a_match_,"	"match_,_state"	",_state_administer"	"IN"	"DT"	"VB"	"NN"	"ε"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"present"	"federal"	"program"	"of"	"vocational"	"education"	"begin"	"in"	"with"	"the"	"passage"	"of"	"the"	"smith-hughes_act"	"which"	"provide"	"a"	"continuing"	"annual"	"appropriation"	"of"	"to"	"support"	"on"	"a"	"match"	"basis"	"state"	"administer"	"program"	"of"	"vocational"	"education"	"in"	"agriculture"	"trade"	"industrial"	"skill"	"and"	"home_economics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"part-time"	"."	"a"	"∅"	"a_part-time"	"part-time_."	"._∅"	"on_a_part-time"	"a_part-time_."	"part-time_._∅"	"._∅_∅"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"high"	"cost"	"of"	"land"	"supplies"	"and"	"labor"	"make"	"difficult"	"to"	"farm"	"profitably"	"on"	"a"	"part-time"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"for"	"as"	"match"	"as_the"	"the_for"	"for_match"	"use_as_the"	"as_the_for"	"the_for_match"	"for_match_text"	"VB"	"IN"	"DT"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dictionary"	"be"	"a"	"form"	"dictionary"	"at_least"	"in"	"sense"	"that"	"complete"	"form"	"are"	"use"	"as"	"the"	"basis"	"for"	"match"	"text"	"occurrence"	"with"	"dictionary_entry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"a"	"for"	"as"	"future"	"as_a"	"a_for"	"for_future"	"forecast_as_a"	"as_a_for"	"a_for_future"	"for_future_planning"	"VB"	"IN"	"DT"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"has"	"the"	"probable"	"price"	"situation"	"your"	"field"	"been"	"forecast"	"as"	"a"	"basis"	"for"	"future"	"planning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"on"	"the"	"on_the"	"the_of"	"of_the"	"make_on_the"	"on_the_of"	"the_of_the"	"of_the_last"	"VB"	"IN"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"obvious"	"we"	"can"	"make"	"on"	"the"	"basis"	"of"	"the"	"last"	"election"	"i"	"suppose"	"be"	"that"	"we"	"the"	"majority"	"be"	"dissatisfied"	"with"	"person"	"conservatism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"case"	"only"	"per"	"?"	"per_case"	"case_only"	"only_?"	"fee_per_case"	"per_case_only"	"case_only_?"	"only_?_∅"	"NN"	"JJ"	"NN"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"have"	"a"	"full-time"	"doctor"	"now"	"can"	"he"	"be"	"replace"	"with"	"part-time"	"doctor"	"or"	"one"	"who"	"serve"	"on"	"a"	"fee"	"per"	"case"	"basis"	"only"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"insured"	"at"	"an"	"a"	"an_insured"	"insured_at"	"at_a"	"than_an_insured"	"an_insured_at"	"insured_at_a"	"at_a_saving"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"check"	"to"	"see"	"if"	"some"	"of"	"your"	"benefit"	"such_as"	"on_the_job"	"disability"	"pay"	"be"	"put"	"on"	"a"	"direct"	"payment"	"rather"	"than"	"an"	"insured"	"basis"	"at"	"a"	"saving"	"to"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"hunch"	","	"a"	"eliminate"	"a_hunch"	"hunch_,"	",_eliminate"	"on_a_hunch"	"a_hunch_,"	"hunch_,_eliminate"	",_eliminate_a"	"IN"	"DT"	"NN"	"NN"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"occur"	"to"	"person"	"that"	"was"	"on"	"a"	"hunch"	"basis"	"eliminate"	"a"	"good"	"many"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"impersonal"	"and"	"an"	"growing"	"an_impersonal"	"impersonal_and"	"and_growing"	"on_an_impersonal"	"an_impersonal_and"	"impersonal_and_growing"	"and_growing_exclusiveness"	"IN"	"DT"	"JJ"	"NN"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"observe"	"in"	"the"	"introductory"	"chapter"	"that"	"metropolitan"	"life"	"split"	"into"	"two"	"trend"	"expanding"	"interdependence"	"on"	"an"	"impersonal"	"basis"	"and"	"growing"	"exclusiveness"	"in"	"local"	"communal"	"grouping"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:24:00::"	"the"	"of"	"on"	"subsection"	"on_the"	"the_of"	"of_subsection"	",_on_the"	"on_the_of"	"the_of_subsection"	"of_subsection_("	"ε"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"recommend"	"to"	"the"	"congress"	"from_time_to_time"	"authorization"	"for"	"construction"	"and"	"operation"	"or"	"participation"	"in"	"the"	"construction"	"and"	"operation"	"of"	"a"	"demonstration"	"plant"	"any"	"process"	"which"	"he"	"determine"	"on"	"the"	"basis"	"of"	"subsection"	"a"	"and"	"b"	"above"	"have"	"great"	"promise"	"of"	"accomplish"	"the"	"purpose"	"of_this"	"act"	"such"	"recommendation"	"to"	"be"	"accompany"	"by"	"a"	"report"	"on"	"the"	"size"	"location"	"and"	"cost"	"of"	"the"	"proposed"	"plant"	"and"	"the"	"engineering"	"and"	"economic"	"detail"	"with_respect_thereto"	
