"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:31:00::"	"to"	"the"	"just"	"communists"	"just_to"	"to_the"	"the_communists"	"∅_just_to"	"just_to_the"	"to_the_communists"	"the_communists_that"	"ε"	"RB"	"TO"	"VB"	"DT"	"NNPS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"remind"	"the"	"communists"	"that"	"the"	"bombs"	"drop"	"on"	"japan"	"be"	"to"	"end"	"a"	"war"	"not"	"start"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"being"	"of"	"in"	"times"	"in_being"	"being_of"	"of_times"	"sense_in_being"	"in_being_of"	"being_of_times"	"of_times_that"	"NN"	"IN"	"VBG"	"VB"	"IN"	"NNS"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"no"	"in"	"being"	"remind"	"of"	"times"	"that"	"were"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"our"	"national_maritime_day"	"citizens"	"national_maritime_day_,"	",_our"	"our_citizens"	"as_national_maritime_day_,"	"national_maritime_day_,_our"	",_our_citizens"	"our_citizens_that"	"IN"	"NNP"	"ε"	"VB"	"PRP$"	"NNS"	"IN"	"and"	"travel"	"across"	"the"	"seas"	"the"	"american"	"merchant_marine"	"is"	"carry_out"	"its"	"historic"	"mission"	"of"	"link"	"the"	"united_states_of_america"	"with"	"friendly"	"nations"	"across"	"the"	"seas"	"and"	"now"	"therefore"	"do"	"i"	"john_a._notte"	"jr."	"governor"	"of"	"the"	"state"	"of"	"rhode_island"	"and"	"providence"	"plantations"	"proclaim"	"monday"	"may"	"nd"	"as"	"national_maritime_day"	"remind"	"our"	"citizens"	"that"	"merchant_ships"	"and"	"american"	"seamen"	"be"	"ready"	"at_all_times"	"to"	"serve"	"our"	"nation"	"in"	"the"	"cause"	"of"	"freedom"	"and"	"justice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"students"	"necessary"	"of"	"necessary_to"	"to_students"	"students_of"	"hardly_necessary_to"	"necessary_to_students"	"to_students_of"	"students_of_covered"	"RB"	"JJ"	"TO"	"VB"	"NNS"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"necessary"	"to"	"remind"	"students"	"of"	"covered"	"bridges"	"that"	"timothy_palmer"	"be_born"	"in"	"in"	"nearby"	"rowley"	"that"	"he"	"move"	"with"	"his"	"parents"	"to"	"west_boxford"	"when"	"he"	"be"	"sixteen"	"years"	"old"	"and"	"was_there"	"apprentice"	"to"	"a"	"builder"	"and"	"architect"	"moody_spofford"	
"2:32:00::"	"further"	"us"	"that"	"that"	"that_further"	"further_us"	"us_that"	"and_that_further"	"that_further_us"	"further_us_that"	"us_that_the"	"CC"	"IN"	"JJ"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of_course"	"the"	"well-received"	"revivals"	"last"	"longer"	"the"	"and"	"that"	"further"	"remind"	"us"	"that"	"the"	"comedie"	"be"	"not"	"insensitive"	"to"	"criticism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"by"	"ourselves"	"∅"	"of"	"∅_by"	"by_ourselves"	"ourselves_of"	"∅_∅_by"	"∅_by_ourselves"	"by_ourselves_of"	"ourselves_of_these"	"ε"	"ε"	"IN"	"VB"	"PRP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remind"	"ourselves"	"of"	"these"	"factors"	"in"	"the"	"situation"	"we"	"should"	"i"	"be"	"sure"	"come_to"	"a"	"fresh"	"realization"	"however"	"painful"	"it"	"be"	"that"	"the"	"battle"	"between"	"parker"	"and"	"his"	"neighbors"	"was"	"fight"	"in_earnest"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"him"	","	"."	",_person"	"person_him"	"him_."	"''_,_person"	",_person_him"	"person_him_."	"him_._∅"	"ε"	"ε"	"NNP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"forget"	"there"	"be"	"the"	"hope"	"it"	"would"	"for"	"a"	"natural"	"death"	"person"	"remind"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"are"	","	"we"	"however"	"we_are"	"are_,"	",_however"	"∅_we_are"	"we_are_,"	"are_,_however"	",_however_,"	"ε"	"PRP"	"VBP"	"VB"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"remind"	"however"	"that"	"freedom_of_thought"	"and"	"discussion"	"the"	"unfettered"	"exchange"	"of"	"idea"	"be"	"basic"	"under"	"our"	"form_of_government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"death"	"man"	"∅"	"of"	"∅_death"	"death_man"	"man_of"	"∅_∅_death"	"∅_death_man"	"death_man_of"	"man_of_his"	"ε"	"ε"	"NN"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"remind"	"man"	"of"	"his"	"sin"	"but"	"it"	"remind"	"him"	"also"	"of"	"his"	"transience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"it"	"him"	"but"	"also"	"but_it"	"it_him"	"him_also"	",_but_it"	"but_it_him"	"it_him_also"	"him_also_of"	"ε"	"CC"	"PRP"	"VB"	"PRP"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"death"	"remind"	"man"	"of"	"sin"	"but"	"it"	"remind"	"him"	"also"	"of"	"his"	"transience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
