"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"
"2:32:00::"	"were"	"and"	"juniors"	"congratulate"	"juniors_were"	"were_and"	"and_congratulate"	"the_juniors_were"	"juniors_were_and"	"were_and_congratulate"	"and_congratulate_for"	"DT"	"NNS"	"VBD"	"VB"	"CC"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"juniors"	"were"	"welcome"	"and"	"congratulate"	"for"	"qualify"	"for"	"the"	"finals"	"of"	"the"	"junior_class"	"mrs._william_h._long"	"jr."	"was"	"introduce"	"as"	"the"	"first"	"speaker"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"also"	"the"	"mrs._long"	"juniors"	"mrs._long_also"	"also_the"	"the_juniors"	"remarks_mrs._long_also"	"mrs._long_also_the"	"also_the_juniors"	"the_juniors_and"	"NNS"	"NNP"	"RB"	"VB"	"DT"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"her"	"remarks"	"mrs._long"	"also"	"welcome"	"the"	"juniors"	"and"	"state"	"there"	"is"	"n't"	"any"	"show"	"quite"	"like"	"westminster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"might"	"the"	"one"	"astringency"	"one_might"	"might_the"	"the_astringency"	",_one_might"	"one_might_the"	"might_the_astringency"	"the_astringency_of"	"ε"	"CD"	"MD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"five"	"minutes"	"blanche"	"one"	"might"	"welcome"	"the"	"astringency"	"of"	"grazie"	"who"	"be"	"a"	"sort_of"	"gwen_cafritz"	"to"	"francesca"	"perle_mesta"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"the"	"white_house"	"young"	"white_house_to"	"to_the"	"the_young"	"the_white_house_to"	"white_house_to_the"	"to_the_young"	"the_young_musicians"	"DT"	"NN"	"TO"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"p."	"m."	"the"	"leave"	"the"	"white_house"	"to"	"welcome"	"the"	"young"	"musicians"	"students"	"from"	"the"	"ages"	"of"	"to"	"who"	"spend"	"six"	"weeks"	"at"	"the"	"brevard_music_center"	"summer_camp"	"and"	"to"	"greet"	"the"	"crippled"	"cardiac"	"and"	"blind"	"children"	"from"	"the"	"district"	"area"	"who"	"be"	"special"	"guests"	"at"	"the"	"concert"	
"2:32:00::"	"to"	"all_of"	","	"you"	",_to"	"to_all_of"	"all_of_you"	"wife_,_to"	",_to_all_of"	"to_all_of_you"	"all_of_you_here"	"NN"	"ε"	"TO"	"VB"	"JJ"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"great"	"national"	"cultural"	"asset"	"and"	"therefore"	"it"	"be"	"a"	"great"	"source"	"satisfaction"	"to"	"me"	"represent"	"as"	"i"	"do"	"today"	"my"	"wife"	"to"	"welcome"	"all_of"	"you"	"here"	"today"	"at"	"the"	"white_house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"was"	"by"	"statement"	"the"	"statement_was"	"was_by"	"by_the"	"joint_statement_was"	"statement_was_by"	"was_by_the"	"by_the_western"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"their"	"statement"	"was"	"welcome"	"by"	"the"	"western"	"delegations"	"who"	"will"	"attend"	"tomorrow"	"the"	"nineteenth"	"plenary"	"session"	"of"	"the"	"fourteen-nation"	"conference"	"on"	"the"	"future"	"of"	"laos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"motorists"	"cooler"	"outboard"	"weather"	"outboard_motorists"	"motorists_cooler"	"cooler_weather"	",_outboard_motorists"	"outboard_motorists_cooler"	"motorists_cooler_weather"	"cooler_weather_and"	"ε"	"JJ"	"NNS"	"VB"	"JJR"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inland"	"motorists"	"welcome"	"cooler"	"weather"	"and"	"the"	"chance"	"to"	"buzz"	"over"	"colorado_river"	"sandbars"	"and"	"lake_mead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"was"	"on"	"program"	"wall_street"	"program_was"	"was_on"	"on_wall_street"	"military_program_was"	"program_was_on"	"was_on_wall_street"	"on_wall_street_as"	"JJ"	"NN"	"VBD"	"VB"	"RB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"president"	"kennedy"	"enlargement"	"of"	"the"	"military"	"program"	"was"	"welcome"	"on"	"wall_street"	"as"	"a"	"stimulus"	"to"	"the"	"american"	"munitions_industry"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"indeed"	"this"	","	"new"	",_indeed"	"indeed_this"	"this_new"	"them_,_indeed"	",_indeed_this"	"indeed_this_new"	"this_new_important"	"PRP"	"ε"	"RB"	"VB"	"DT"	"JJ"	"JJ"	"for"	"handicapped"	"children"	"which"	"for"	"years"	"has"	"have"	"the"	"responsibility"	"of"	"coordinate"	"the"	"services"	"of"	"tax"	"supported"	"and"	"voluntary"	"organizations"	"serve"	"handicapped"	"children"	"of"	"study"	"the"	"needs"	"of"	"handicapped"	"children"	"in"	"illinois"	"and"	"of"	"promote"	"more"	"adequate"	"services"	"them"	"indeed"	"welcome"	"new"	"important"	"resource"	"which"	"will"	"help"	"the"	"people"	"of"	"illinois"	"toward"	"the"	"goal"	"of"	"provide"	"an"	"education"	"for"	"all_of"	"its"	"children"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"we"	"this"	"∅"	"able"	"∅_we"	"we_this"	"this_able"	"∅_∅_we"	"∅_we_this"	"we_this_able"	"this_able_brief"	"ε"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"welcome"	"this"	"able"	"brief"	"for"	"the"	"negative"	"as"	"part"	"of"	"a"	"many-sided"	"discussion"	"of"	"the"	"atlantic"	"common_market"	"which"	"nr"	"will"	"be"	"continue"	"in"	"our"	"pages"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
