"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"1:23:00::"	"75000"	"or"	"feed"	"75"	"feed_75000"	"75000_or"	"or_75"	"∅_feed_75000"	"feed_75000_or"	"75000_or_75"	"or_75_milligram"	"ε"	"VB"	"CD"	"NN"	"CC"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unit"	"or"	"milligram"	"per"	"head"	"daily"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"county"	"system"	"the"	"-"	"the_county"	"county_system"	"system_-"	"under_the_county"	"the_county_system"	"county_system_-"	"system_-_a"	"IN"	"DT"	"NN"	"NN"	"NN"	"ε"	"DT"	"of"	"the"	"voter"	"in"	"each"	"county"	"must"	"sign"	"petition"	"request"	"that"	"the"	"republican"	"be"	"allow"	"to"	"place"	"name"	"of"	"candidate"	"on"	"the"	"general_election"	"ballot"	"or"	"the"	"republican"	"must"	"hold"	"a"	"primary"	"under"	"the"	"county"	"system"	"a"	"system"	"which"	"the"	"party"	"oppose"	"in"	"its"	"platform"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::"	"the"	"circle"	"of"	","	"of_the"	"the_circle"	"circle_,"	"image_of_the"	"of_the_circle"	"the_circle_,"	"circle_,_and"	"NN"	"IN"	"DT"	"NN"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"a"	"simple"	"closed"	"plane"	"curve"	"c"	"which"	"a"	"real"	"analytic"	"image"	"of"	"the"	"unit"	"circle"	"and"	"which"	"is"	"give"	"by"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"workable"	"."	"and"	"∅"	"and_workable"	"workable_."	"._∅"	"streamlined_and_workable"	"and_workable_."	"workable_._∅"	"._∅_∅"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"baltimore"	"bulky"	"spring_training"	"contingent"	"now"	"gradually"	"will"	"be"	"reduce"	"as"	"manager"	"person"	"and"	"his"	"coach"	"seek"	"trim_down"	"it"	"down"	"to"	"a"	"more"	"streamlined"	"and"	"workable"	"unit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"cultural"	","	"cohesive"	"with"	"cohesive_cultural"	"cultural_,"	",_with"	"more_or_less_cohesive_cultural"	"cohesive_cultural_,"	"cultural_,_with"	",_with_religion"	"RB"	"JJ"	"JJ"	"NN"	"ε"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"unify"	"effect"	"of"	"religion"	"is"	"also"	"bring_out"	"in"	"the"	"that"	"historically"	"people"	"have"	"cling"	"together"	"as"	"more_or_less"	"cohesive"	"cultural"	"unit"	"with"	"religion"	"as"	"the"	"dominant"	"bond"	"even"	"though"	"spatially"	"dispersed"	"and"	"not"	"politically"	"organized"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:01::"	"the"	"consist_of"	"∅"	"a"	"∅_the"	"the_consist_of"	"consist_of_a"	"∅_∅_the"	"∅_the_consist_of"	"the_consist_of_a"	"consist_of_a_small"	"ε"	"ε"	"DT"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unit"	"consist_of"	"a"	"small"	"motor"	"that"	"go_on"	"as_soon_as"	"it"	"is"	"plug_in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"20"	"daily"	","	"intramuscularly"	",_20"	"20_daily"	"daily_intramuscularly"	")_,_20"	",_20_daily"	"20_daily_intramuscularly"	"daily_intramuscularly_,"	"ε"	"ε"	"JJ"	"NN"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"feb"	"purify"	"corticotropin"	"acth_gel"	"unit"	"intramuscularly"	"was"	"start"	"but"	"had_to"	"be"	"discontinue"	"week"	"later"	"because"	"of"	"excessive"	"fluid"	"retention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"defensive"	"turn_in"	"dallas"	"another"	"dallas_defensive"	"defensive_turn_in"	"turn_in_another"	"the_dallas_defensive"	"dallas_defensive_turn_in"	"defensive_turn_in_another"	"turn_in_another_splendid"	"DT"	"NN"	"JJ"	"NN"	"VB"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"a"	"thing"	"or"	"two"	"to"	"about"	"himself"	"for"	"the"	"dallas"	"defensive"	"unit"	"turn_in"	"another"	"splendid"	"effort"	"against"	"denver"	"and"	"the"	"group"	"be"	"able"	"to"	"whip"	"the"	"dangerous"	"group"	"without"	"the"	"fullback"	"of"	"a"	"top"	"star"	"person"	"though"	"he"	"did"	"the"	"team"	"place-kicking"	"while"	"nurse"	"a"	"knee"	"injury"	
"1:06:00::"	"the"	"average"	"on"	"32"	"on_the"	"the_average"	"average_32"	"loading_on_the"	"on_the_average"	"the_average_32"	"average_32_lb"	"NN"	"IN"	"DT"	"NN"	"VB"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"organic"	"on"	"the"	"unit"	"average"	"lb"	"of"	"bod"	"day"	"or"	"about"	"lb"	"bod"	"day"	"cu_ft"	"aeration"	"capacity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"international"	"("	"the"	"u"	"the_international"	"international_("	"(_u"	"∅_the_international"	"the_international_("	"international_(_u"	"(_u_."	"ε"	"DT"	"JJ"	"NN"	"ε"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"international"	"unit"	"u"	"adopt"	"to"	"make"	"possible"	"comparison"	"of"	"result"	"from"	"different"	"laboratory"	"person"	"and"	"person"	"has"	"been"	"define"	"as"	"the"	"amount"	"of"	"activity"	"present"	"in"	"mg"	"of"	"the"	"international_standard_preparation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
