"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"2:32:00::"	"to"	"what"	"be"	","	"be_to"	"to_what"	"what_,"	"do_be_to"	"be_to_what"	"to_what_,"	"what_,_if"	"VB"	"VB"	"TO"	"VB"	"WP"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"due_to"	"the"	"fact"	"that"	"building_codes"	"and"	"regulations"	"vary"	"so_much"	"throughout"	"the"	"country"	"the"	"first"	"to"	"do"	"be"	"to"	"find_out"	"what"	"if"	"any"	"they"	"be"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"how"	"seek"	"its"	"seek_to"	"to_how"	"how_its"	"will_seek_to"	"seek_to_how"	"to_how_its"	"how_its_party"	"MD"	"VB"	"TO"	"VB"	"WRB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"gop"	"task_force"	"committee"	"seek"	"to"	"find_out"	"how"	"its"	"party"	"may"	"win"	"support"	"from"	"the"	"ethnic"	"and"	"minority"	"groups"	"in"	"cities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"that"	"poll"	"most"	"poll_to"	"to_that"	"that_most"	"gallup_poll_to"	"poll_to_that"	"to_that_most"	"that_most_republicans"	"NNP"	"NN"	"TO"	"VB"	"IN"	"JJS"	"NNPS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"does"	"not"	"a"	"gallup"	"poll"	"to"	"find_out"	"that"	"most"	"republicans"	"in"	"congress"	"feel"	"this"	"understate"	"the"	"situation"	"as"	"republicans"	"see"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"if"	"machines"	"vincent_black"	"machines_to"	"to_if"	"if_vincent_black"	"peerless_business_machines_to"	"machines_to_if"	"to_if_vincent_black"	"if_vincent_black_be"	"NNP"	"NNPS"	"TO"	"VB"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"next"	"on"	"his"	"program"	"be"	"a"	"call"	"the"	"jackson"	"office"	"of"	"peerless_business"	"machines"	"to"	"find_out"	"if"	"vincent_black"	"be"	"still"	"with"	"them"	"or"	"more"	"specifically"	"still"	"with"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	")"	"survey"	"but"	"survey_to"	"to_)"	")_but"	"a_survey_to"	"survey_to_)"	"to_)_but"	")_but_he"	"DT"	"NN"	"TO"	"VB"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"average"	"reader"	"of_this"	"magazine"	"own"	"more_than"	"gun"	"we"	"run"	"a"	"survey"	"to"	"find_out"	"but"	"he"	"be"	"always"	"on"	"the"	"lookout"	"for"	"new"	"and"	"better"	"arms"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"how"	"want"	"churches"	"want_to"	"to_how"	"how_churches"	"workers_want_to"	"want_to_how"	"to_how_churches"	"how_churches_and"	"NNS"	"VB"	"VB"	"VB"	"WRB"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for_example"	"early"	"in"	"my"	"life"	"when"	"one"	"my"	"editorial"	"workers"	"want"	"to"	"find_out"	"how"	"churches"	"and"	"philanthropic"	"organizations"	"meet"	"the"	"needs"	"of"	"new_york"	"down-and-outers"	"he"	"did"	"n't"	"just"	"ask"	"questions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"to"	"who"	"want"	"know"	"want_to"	"to_who"	"who_know"	"we_want_to"	"want_to_who"	"to_who_know"	"who_know_about"	"PRP"	"VB"	"VB"	"VB"	"WP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"to"	"find_out"	"who"	"know"	"about"	"it"	"pratt"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"from"	"about"	"-"	"roberts"	"-_from"	"from_about"	"about_roberts"	"them_-_from"	"-_from_about"	"from_about_roberts"	"about_roberts_and"	"PRP"	"ε"	"IN"	"VB"	"IN"	"NNP"	"CC"	"way"	"to"	"take"	"him"	"in"	"now"	"and"	"keep"	"those"	"two"	"wister"	"and"	"the"	"one"	"who"	"hire"	"the"	"two"	"of"	"them"	"from"	"about"	"roberts"	"and"	"lam"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	","	"∅"	"we"	"∅_to"	"to_,"	",_we"	"∅_∅_to"	"∅_to_,"	"to_,_we"	",_we_travel"	"ε"	"ε"	"TO"	"VB"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"find_out"	"we"	"travel"	"throughout"	"that"	"part"	"of"	"laos"	"still"	"nominally"	"control"	"in"	"the"	"daytime"	"at_least"	"by"	"the"	"group"	"from"	"location"	"the"	"city"	"of"	"buffalo"	"dung"	"in"	"the"	"southeast"	"to"	"location"	"the"	"city"	"of"	"lion"	"in"	"the"	"northwest"	"close"	"to"	"communist_china"	"map"	"page"	
"2:32:00::"	"∅"	"whether"	"∅"	"fire"	"∅_∅"	"∅_whether"	"whether_fire"	"∅_∅_∅"	"∅_∅_whether"	"∅_whether_fire"	"whether_fire_protection"	"ε"	"ε"	"ε"	"VB"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"fire"	"protection"	"sewage_system"	"gas"	"water_main"	"and"	"electrical"	"line"	"be"	"available"	"in"	"the"	"locality"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
