"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"
"2:42:02::"	"now"	"one"	"which"	"of"	"which_now"	"now_one"	"one_of"	",_which_now"	"which_now_one"	"now_one_of"	"one_of_the"	"ε"	"WDT"	"RB"	"VB"	"CD"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"arrowed"	"signs"	"i"	"veer"	"right"	"toward"	"the"	"kitchens"	"complete"	"with"	"chimneys"	"which"	"now"	"house"	"one"	"of"	"the"	"world"	"greatest"	"collections"	"of"	"chinese"	"porcelain"	"and"	"a"	"fabulous"	"array"	"of"	"silver"	"dinner_services"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"which"	"a"	"room"	"collection"	"room_which"	"which_a"	"a_collection"	"fabulous_room_which"	"room_which_a"	"which_a_collection"	"a_collection_of"	"JJ"	"NN"	"WDT"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"a"	"fabulous"	"room"	"which"	"house"	"a"	"collection"	"of"	"fine"	"english_chippendale"	"furniture"	"fabric"	"wall"	"panels"	"were"	"embroider"	"with"	"a"	"typically"	"chinese-inspired"	"design"	"of_this"	"revered"	"eighteenth_century"	"period"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"structures"	"the"	"the"	"apartments"	"the_structures"	"structures_the"	"the_apartments"	"∅_the_structures"	"the_structures_the"	"structures_the_apartments"	"the_apartments_be"	"ε"	"DT"	"NNS"	"VB"	"DT"	"NNS"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"structures"	"house"	"the"	"apartments"	"be"	"of"	"masonry"	"and"	"frame"	"construction"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"``"	"in"	"∅"	"the"	"∅_``"	"``_in"	"in_the"	"∅_∅_``"	"∅_``_in"	"``_in_the"	"in_the_new"	"ε"	"ε"	"ε"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"new"	"mccormick_place"	"theater"	"this"	"should"	"prove"	"to"	"be"	"an"	"exciting"	"evening"	"add"	"mrs._sims"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	"and"	"person"	"``"	"person_'s"	"'s_and"	"and_``"	"go_to_person_'s"	"person_'s_and"	"'s_and_``"	"and_``_do"	"VB"	"NNP"	"POS"	"NN"	"CC"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"person"	"want"	"me"	"do"	"was"	"go_to"	"person"	"house"	"and"	"do"	"whatever"	"detective"	"do"	"and"	"get"	"her"	"clothes"	"and"	"handbag"	"contain"	"her"	"identification"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"on"	"will"	"any"	"will_the"	"the_on"	"on_any"	"∅_will_the"	"will_the_on"	"the_on_any"	"on_any_part-time"	"ε"	"MD"	"DT"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"house"	"on"	"any"	"part-time"	"farm"	"you"	"are"	"consider"	"make"	"a"	"satisfactory"	"full-time"	"residence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"of"	"that"	"group"	"intelligence"	"group_of"	"of_that"	"that_intelligence"	"a_group_of"	"group_of_that"	"of_that_intelligence"	"that_intelligence_had"	"DT"	"NN"	"IN"	"NN"	"IN"	"NN"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"finally"	"as"	"time"	"begin"	"to"	"run_out"	"he"	"head"	"location"	"and"	"glide-bomb"	"a"	"group"	"of"	"house"	"that"	"intelligence"	"had"	"think"	"might"	"contain"	"japanese"	"supplies"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"'s"	","	"person"	"in"	"person_'s"	"'s_,"	",_in"	"in_person_'s"	"person_'s_,"	"'s_,_in"	",_in_the"	"IN"	"NNP"	"POS"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"regain"	"consciousness"	"be"	"in"	"person"	"house"	"in"	"the"	"office"	"of"	"person"	"the"	"deputy"	"deceased"	"father"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"a"	"as"	"with"	"big"	"with_a"	"a_as"	"as_big"	",_with_a"	"with_a_as"	"a_as_big"	"as_big_as"	"ε"	"IN"	"DT"	"NN"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"with"	"house"	"as"	"big"	"as"	"that"	"there"	"must"	"be"	"at_least"	"one"	"cellar"	"window"	"that"	"would"	"n't"	"be"	"notice"	"right_away"	"unless"	"there"	"was"	"a"	"police_investigation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"person"	"a"	"the"	"group"	"the_person"	"person_a"	"a_group"	"to_the_person"	"the_person_a"	"person_a_group"	"a_group_of"	"VB"	"DT"	"NNP"	"NN"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"following"	"year"	"her"	"father"	"undertake"	"to"	"give"	"a"	"course"	"in"	"hebrew"	"theology"	"to"	"group"	"student"	"and"	"bring"	"to"	"the"	"person"	"house"	"a"	"group"	"of"	"bright"	"young"	"jew"	"who"	"had"	"come"	"to"	"baltimore"	"to"	"study"	"and"	"who"	"enjoy"	"being"	"feed"	"and"	"mother"	"by"	"mamma"	"and"	"entertain"	"by"	"person"	"and"	"person"	"who"	"play"	"and"	"sing"	"for"	"them"	"in"	"the"	"upstairs"	"sitting_room"	"on"	"sunday"	"evening"	
