"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"3:00:00::"	"a"	"man"	"find"	"."	"find_a"	"a_man"	"man_."	"of_find_a"	"find_a_man"	"a_man_."	"man_._∅"	"IN"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"such"	"wife"	"person"	"say"	"become"	"disgusted"	"with"	"her"	"weak"	"husband"	"and"	"flurry"	"through"	"series"	"of"	"extramarital"	"affair"	"in"	"the"	"hope"	"of"	"find"	"a"	"strong"	"man"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"give"	"material"	"not"	"to"	"not_give"	"give_material"	"material_to"	"were_not_give"	"not_give_material"	"give_material_to"	"material_to_work_on"	"VBD"	"RB"	"VB"	"JJ"	"NN"	"JJ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"they"	"would"	"produce"	"some"	"very"	"memorable"	"and"	"song"	"person"	"and"	"person"	"were"	"not"	"give"	"strong"	"material"	"to"	"work_on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:intense:00"	"so"	"a"	"evidence"	"musical"	"evidence_so"	"so_a"	"a_musical"	"son_evidence_so"	"evidence_so_a"	"so_a_musical"	"a_musical_bent"	"NN"	"VB"	"RB"	"JJ"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"her"	"evidence"	"so"	"strong"	"a"	"musical"	"bent"	"his"	"mother"	"could"	"do"	"little"	"else"	"but"	"get"	"him"	"start"	"on"	"the"	"study"	"of"	"music"	"though"	"she"	"wait"	"until"	"he"	"be"	"ten"	"begin"	"with"	"the"	"piano"	"and"	"follow"	"that"	"with"	"the"	"trumpet"	"0"	"0"	"0"	
"5:00:00:intense:00"	"be"	"-"	"odor"	"all_over"	"odor_be"	"be_-"	"-_all_over"	"cooking_odor_be"	"odor_be_-"	"be_-_all_over"	"-_all_over_the"	"NN"	"NN"	"VB"	"JJ"	"ε"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"open"	"the"	"inner"	"the"	"cooking"	"odor"	"be"	"strong"	"all_over"	"the"	"city"	"at"	"this"	"hour"	"housewife"	"would"	"be"	"fuss"	"over"	"stove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"wave"	"and"	"of"	"and_a"	"a_wave"	"wave_of"	"nationalism_and_a"	"and_a_wave"	"a_wave_of"	"wave_of_intellectual"	"NN"	"CC"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"student"	"day"	"be"	"at_a"	"time"	"when"	"europe"	"be"	"in"	"a"	"new"	"intellectual"	"ferment"	"follow"	"the"	"revolution"	"in"	"america"	"and"	"in"	"france"	"germany"	"and"	"italy"	"were"	"rise"	"divisive"	"nationalism"	"and"	"a"	"strong"	"wave"	"of"	"intellectual"	"awareness"	"was"	"sweep"	"the"	"continent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	","	"by"	"flexible"	"by_a"	"a_,"	",_flexible"	"perform_by_a"	"by_a_,"	"a_,_flexible"	",_flexible_body"	"VB"	"IN"	"DT"	"JJ"	"ε"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"be"	"beginning"	"but"	"correctly"	"learn"	"they"	"prepare"	"for"	"and"	"exciting"	"stunt"	"that"	"can"	"be"	"perform"	"by"	"a"	"strong"	"flexible"	"body"	"we"	"are"	"not"	"talk"	"of"	"eccentric"	"extreme"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:stressed:00"	"have"	"literary"	"drama"	"quality"	"drama_have"	"have_literary"	"literary_quality"	"the_drama_have"	"drama_have_literary"	"have_literary_quality"	"literary_quality_that"	"DT"	"NN"	"VB"	"JJ"	"JJ"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"true"	"the"	"pattern"	"and"	"of"	"the"	"drama"	"have"	"strong"	"literary"	"quality"	"that"	"be"	"a_bit"	"wearisome"	"in"	"the"	"first_half"	"before"	"don_quixote"	"go"	"to"	"the"	"duke"	"court"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"but"	"."	"muffled"	"∅"	"muffled_but"	"but_."	"._∅"	",_muffled_but"	"muffled_but_."	"but_._∅"	"._∅_∅"	"ε"	"JJ"	"CC"	"JJ"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"far-off"	"in"	"the"	"dusk"	"he"	"hear"	"sing"	"muffled"	"but"	"strong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"arm"	"show"	"at"	"show_a"	"a_arm"	"arm_at"	"and_show_a"	"show_a_arm"	"a_arm_at"	"arm_at_third_base"	"CC"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"make"	"a"	"spectacular"	"play"	"on"	"person"	"grounder"	"in"	"the"	"hole"	"in"	"fourth"	"and"	"person"	"come_up"	"with"	"some"	"good"	"stop"	"and"	"show"	"a"	"strong"	"arm"	"at"	"third_base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"case"	"have"	";"	"have_a"	"a_case"	"case_;"	",_have_a"	"have_a_case"	"a_case_;"	"case_;_but"	"ε"	"VB"	"DT"	"JJ"	"NN"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"american"	"liberal"	"may"	"in"	"the"	"of"	"today"	"have"	"a"	"strong"	"case"	"but"	"he"	"present"	"it"	"publicly"	"so"	"enmesh"	"in"	"hypocrisy"	"that"	"it"	"be"	"not"	"an"	"honest"	"one"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
