"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:38:00::"	"judge_parsons"	"over"	"∅"	"the"	"∅_judge_parsons"	"judge_parsons_over"	"over_the"	"∅_∅_judge_parsons"	"∅_judge_parsons_over"	"judge_parsons_over_the"	"over_the_bench"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lean"	"over"	"the"	"bench"	"and"	"inquire"	"you"	"mean"	"some"	"of"	"the"	"defendants"	"make"	"statements"	"admit"	"this"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"dean"	"from"	"∅"	"the"	"∅_dean"	"dean_from"	"from_the"	"∅_∅_dean"	"∅_dean_from"	"dean_from_the"	"from_the_saddle"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lean"	"from"	"the"	"saddle"	"and"	"gave"	"him"	"a"	"mighty"	"whack"	"on"	"the"	"back"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"who"	"upon"	"we"	"such"	"we_who"	"who_upon"	"upon_such"	"yet_we_who"	"we_who_upon"	"who_upon_such"	"upon_such_a"	"RB"	"PRP"	"WP"	"VB"	"VB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"who"	"lean"	"upon"	"such"	"a"	"man"	"and"	"draw"	"strength"	"from"	"him"	"and"	"expect"	"interpretation"	"of"	"the"	"infinite"	"through"	"him"	"we"	"who"	"readily"	"accept"	"his"	"sacrifice"	"as"	"our"	"due"	"we"	"of"	"the"	"congregations"	"be"	"the"	"first"	"to"	"tell"	"him"	"what"	"be"	"in"	"our"	"minds"	"instead"	"of"	"listen"	"to"	"what"	"be"	"in"	"his"	"soul"	"0"	"0"	"0"	"0"	
"2:42:01::"	"association"	"to"	"american_bar"	"the"	"american_bar_association"	"association_to"	"to_the"	"the_american_bar_association"	"american_bar_association_to"	"association_to_the"	"to_the_common_sense"	"DT"	"NNP"	"NN"	"VB"	"TO"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"time"	"be"	"when"	"the"	"house"	"delegates"	"of"	"the"	"american_bar"	"association"	"lean"	"to"	"the"	"common_sense"	"side"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"forward"	"∅"	"over"	"∅_person"	"person_forward"	"forward_over"	"∅_∅_person"	"∅_person_forward"	"person_forward_over"	"forward_over_the"	"ε"	"ε"	"NNP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lean"	"forward"	"over"	"the"	"desk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	","	"toward"	"republic"	"the"	"republic_,"	",_toward"	"toward_the"	"the_republic_,"	"republic_,_toward"	",_toward_the"	"toward_the_west"	"DT"	"NN"	"ε"	"VB"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"indonesia"	"in"	"the"	"early_days"	"the"	"republic"	"lean"	"toward"	"the"	"west"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:04::"	"his"	"cheek"	"into"	","	"into_his"	"his_cheek"	"cheek_,"	"furrow_into_his"	"into_his_cheek"	"his_cheek_,"	"cheek_,_with"	"VB"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"glance"	"at"	"the"	"man"	"nod"	"beside"	"her"	"man"	"with"	"weather"	"crack"	"furrow"	"into"	"his"	"lean"	"cheek"	"with"	"powdery"	"pale"	"eye"	"reflect"	"all"	"the"	"drought"	"he"	"had"	"see"	"reflect"	"the"	"sky"	"and"	"the"	"drought"	"which"	"must"	"follow"	"now"	"in"	"august"	"yes"	"with"	"eye"	"predict"	"the"	"drought"	"and"	"here"	"it"	"was"	"only"	"june"	"only"	"festival"	"time"	"again"	"and"	"thought"	"of"	"person"	"would"	"not"	"leave"	"her"	
"2:38:00::"	","	"wearily"	"office"	"against"	"office_,"	",_wearily"	"wearily_against"	"'s_office_,"	"office_,_wearily"	",_wearily_against"	"wearily_against_the"	"POS"	"NN"	"ε"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"walk"	"up_to"	"lieutenant"	"office"	"lean"	"wearily"	"against"	"the"	"gun"	"rack"	"that"	"house"	"four"	"rifle"	"and"	"a"	"gas_gun"	"nobody"	"remember"	"having"	"use"	"and"	"a"	"submachine_gun"	"that"	"was"	"occasionally"	"try_out"	"on"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"forward"	"∅"	"again"	"∅_person"	"person_forward"	"forward_again"	"∅_∅_person"	"∅_person_forward"	"person_forward_again"	"forward_again_,"	"ε"	"ε"	"NNP"	"VB"	"RB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lean"	"forward"	"again"	"rock"	"comfortably"	"with"	"his"	"arm"	"still"	"wrap"	"around"	"one"	"knee"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"someone"	"over"	"box"	"the"	"box_someone"	"someone_over"	"over_the"	"presidential_box_someone"	"box_someone_over"	"someone_over_the"	"over_the_balustrade"	"JJ"	"NN"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"box"	"someone"	"lean"	"over"	"the"	"balustrade"	"and"	"yell"	"he"	"has"	"shoot"	"the"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
