"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"4:02:00::"	"rationing"	"will"	"family"	"be"	"family_rationing"	"rationing_will"	"will_be"	"∅_family_rationing"	"family_rationing_will"	"rationing_will_be"	"will_be_necessary"	"ε"	"NN"	"NN"	"RB"	"MD"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rationing"	"probably"	"will"	"be"	"necessary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"would"	"not"	"person"	"suffer"	"person_would"	"would_not"	"not_suffer"	"that_person_would"	"person_would_not"	"would_not_suffer"	"not_suffer_for"	"IN"	"NNP"	"MD"	"RB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somehow"	"more"	"terrible"	"than"	"the"	"certainty"	"that"	"he"	"about"	"to"	"die"	"be"	"the"	"knowledge"	"that"	"person"	"would"	"probably"	"not"	"suffer"	"for"	"it"	"the"	"murder"	"would"	"go"	"unpunished"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"but"	"he"	","	"never"	",_but"	"but_he"	"he_never"	"person_,_but"	",_but_he"	"but_he_never"	"he_never_see"	"NNP"	"ε"	"CC"	"RB"	"PRP"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shakespeare"	"give"	"us"	"a"	"picture"	"of"	"person"	"but"	"probably"	"he"	"never"	"see"	"a"	"jew"	"unless"	"in"	"some"	"of"	"his"	"travel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"subject"	"would"	"jewish"	"not"	"jewish_subject"	"subject_would"	"would_not"	"its_jewish_subject"	"jewish_subject_would"	"subject_would_not"	"would_not_interest"	"PRP$"	"JJ"	"NN"	"RB"	"MD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"so"	"pleased"	"with"	"the"	"quality"	"of"	"her"	"biographical"	"study"	"of"	"person"	"he"	"consider"	"submit"	"it"	"to"	"the"	"century_magazine"	"or"	"but"	"he"	"decide"	"that"	"its"	"jewish"	"subject"	"probably"	"would"	"not"	"interest"	"them"	"and"	"publish"	"it"	"in"	"the_messenger"	"so"	"our"	"reader"	"will"	"be"	"benefit"	"instead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"she"	"would"	"that"	"never"	"that_she"	"she_would"	"would_never"	"her_that_she"	"that_she_would"	"she_would_never"	"would_never_know"	"PRP"	"IN"	"PRP"	"RB"	"MD"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"bother"	"that"	"she"	"probably"	"would"	"never"	"know"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"``"	"just"	"∅"	"step_out"	"∅_``"	"``_just"	"just_step_out"	"∅_∅_``"	"∅_``_just"	"``_just_step_out"	"just_step_out_''"	"ε"	"ε"	"ε"	"RB"	"RB"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"step_out"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"long_time"	"when"	"a"	"person"	"a_long_time"	"long_time_when"	"when_person"	"for_a_long_time"	"a_long_time_when"	"long_time_when_person"	"when_person_suddenly"	"VB"	"DT"	"NN"	"RB"	"WRB"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"swish"	"away"	"she"	"be"	"gone"	"for"	"a"	"long_time"	"probably"	"when"	"person"	"suddenly"	"realize"	"that"	"she"	"ought_to"	"stop"	"her"	"pour_out"	"the"	"coffee"	"so"	"no_one"	"would"	"drink"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"ever"	"will"	"ever_,"	",_,"	",_will"	"or_ever_,"	"ever_,_,"	",_,_will"	",_will_be"	"CC"	"RB"	"ε"	"RB"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"story"	"of"	"his"	"last"	"tragic"	"as_nearly_as"	"we"	"be"	"able"	"or"	"ever"	"probably"	"will"	"be"	"able"	"to"	"determine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"-"	"only"	"relief"	"a"	"relief_-"	"-_only"	"only_a"	"astonished_relief_-"	"relief_-_only"	"-_only_a"	"only_a_fraction"	"JJ"	"NN"	"ε"	"RB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"indian"	"was"	"again"	"raise"	"his"	"but"	"to"	"my"	"astonished"	"relief"	"probably"	"only"	"a"	"fraction"	"of"	"person"	"the"	"bottle"	"this"	"time"	"go"	"to"	"the"	"indian"	"lip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"was"	"consider"	"he"	"more"	"he_was"	"was_consider"	"consider_more"	"because_he_was"	"he_was_consider"	"was_consider_more"	"consider_more_a"	"IN"	"PRP"	"VBD"	"RB"	"VB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"person"	"return"	"to"	"copenhagen"	"and"	"apply"	"for"	"the"	"university"	"in"	"physics"	"but"	"was"	"reject"	"because"	"he"	"was"	"probably"	"consider"	"more"	"a"	"philosopher"	"than"	"a"	"physicist"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
