"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"1:14:00::"	"company"	"or"	"for"	"discussion"	"for_company"	"company_or"	"or_discussion"	"space_for_company"	"for_company_or"	"company_or_discussion"	"or_discussion_?"	"NN"	"IN"	"NN"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"you"	"utilize"	"space"	"for"	"company"	"meeting"	"or"	"discussion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"interesting"	"take_place"	"most"	"in"	"most_interesting"	"interesting_take_place"	"take_place_in"	"a_most_interesting"	"most_interesting_take_place"	"interesting_take_place_in"	"take_place_in_washington"	"DT"	"RB"	"JJ"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"follow"	"the"	"kickoff"	"of"	"group"	"shooting"	"development"	"in"	"a"	"most"	"interesting"	"meeting"	"take_place"	"in"	"washington"	"district_of_columbia"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"group"	"and"	"weekly"	"the"	"weekly_group"	"group_and"	"and_the"	"the_weekly_group"	"weekly_group_and"	"group_and_the"	"and_the_thursday"	"DT"	"JJ"	"NNP"	"NN"	"CC"	"DT"	"NN"	"describe"	"by"	"a"	"new_york"	"psychologist"	"so"	"dominate"	"her"	"husband"	"that"	"she"	"actually"	"placed"	"their"	"sexual_relationship"	"on"	"a"	"schedule"	"write_down"	"it"	"down"	"right"	"between"	"weekly"	"group"	"and"	"the"	"thursday"	"night"	"neighborhood"	"card"	"party"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"their"	"in"	"hold"	"person"	"hold_their"	"their_in"	"in_person"	"they_hold_their"	"hold_their_in"	"their_in_person"	"in_person_'s"	"PRP"	"VB"	"PRP$"	"NN"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"one"	"of"	"the"	"few"	"possibly"	"only"	"composer"	"person"	"has"	"be"	"able"	"to"	"work"	"with"	"so"	"for"	"they"	"hold"	"their"	"meeting"	"in"	"person"	"study"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"at"	"at"	"the"	"at_a"	"a_at"	"at_the"	"owner_at_a"	"at_a_at"	"a_at_the"	"at_the_group"	"NN"	"IN"	"DT"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"a"	"formula"	"to"	"supply"	"player"	"for"	"the"	"new"	"group"	"and"	"the"	"problem"	"of"	"increase"	"the"	"schedule"	"to"	"fourteen"	"game"	"will"	"discuss"	"by"	"group"	"at"	"a"	"meeting"	"at"	"the"	"group"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	","	"during"	"which"	"during_the"	"the_,"	",_which"	"agenda_during_the"	"during_the_,"	"the_,_which"	",_which_are"	"NN"	"IN"	"DT"	"NN"	"ε"	"WDT"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"item"	"on"	"agenda"	"during"	"the"	"meeting"	"which"	"are"	"expect"	"to"	"continue"	"through"	"saturday"	"concern"	"television"	"rule"	"change"	"professional"	"football"	"hall_of_fame"	"player"	"benefit"	"and"	"constitutional"	"amendment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"a"	"hold"	"say"	"tuesday"	"say_a"	"a_hold"	"hold_tuesday"	",_say_a"	"say_a_hold"	"a_hold_tuesday"	"hold_tuesday_night"	"ε"	"VB"	"DT"	"NN"	"VB"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"state"	"gop"	"say"	"a"	"meeting"	"hold"	"tuesday"	"night"	"in"	"location"	"bring"	"enthusiastic"	"response"	"from"	"the"	"audience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"location"	","	"the"	"the"	"the_location"	"location_,"	",_the"	"in_the_location"	"the_location_,"	"location_,_the"	",_the_audience"	"IN"	"DT"	"NNP"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"location"	"meeting"	"the"	"audience"	"was"	"warn"	"that"	"enter"	"a"	"candidate"	"for"	"governor"	"would"	"force"	"it"	"to"	"take"	"petition"	"out"	"into"	"voting_precinct"	"to"	"obtain"	"the"	"signature"	"of"	"register"	"voter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"location"	"``"	"the"	"bring_together"	"the_location"	"location_``"	"``_bring_together"	",_the_location"	"the_location_``"	"location_``_bring_together"	"``_bring_together_a"	"ε"	"DT"	"NNP"	"NN"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"despite"	"the"	"opposition"	"of"	"city"	"newspaper"	"the"	"location"	"meeting"	"bring_together"	"a"	"very"	"respectable"	"audience"	"compose"	"in"	"part"	"of"	"those"	"who"	"had"	"been"	"distinguish"	"for"	"year"	"for"	"their"	"radical"	"view"	"upon"	"the"	"subject"	"of"	"slavery"	"of"	"many_of"	"our"	"colored"	"citizen"	"and"	"of"	"those"	"who"	"were"	"attract"	"to"	"the"	"place"	"by"	"the"	"novelty"	"of"	"such"	"a"	"gathering"	
"1:14:00::"	"location"	"the"	"the"	"editor"	"the_location"	"location_the"	"the_editor"	"following_the_location"	"the_location_the"	"location_the_editor"	"the_editor_of"	"VBG"	"DT"	"NNP"	"NN"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possible"	"the"	"following"	"the"	"location"	"meeting"	"the"	"editor"	"of"	"the"	"group"	"write"	"that"	"although"	"the"	"meeting"	"be"	"mild"	"and"	"less"	"extreme"	"than"	"those"	"hold"	"in"	"area"	"for"	"similar"	"purpose"	"it"	"could"	"have"	"been"	"avoid"	"completely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
