"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:31:00::"	"he"	"wage"	"say"	"increases"	"say_he"	"he_wage"	"wage_increases"	"he_say_he"	"say_he_wage"	"he_wage_increases"	"wage_increases_for"	"PRP"	"VB"	"PRP"	"VB"	"NN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"he"	"favor"	"wage"	"increases"	"for"	"workers"	"but"	"manufacturers"	"are"	"catch"	"in"	"a"	"profit"	"squeeze"	"and"	"raises"	"should"	"only"	"come"	"when"	"the"	"public"	"is"	"condition"	"to"	"higher"	"prices"	"he"	"add"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"opinions"	"both"	"receive"	"procedures"	"receive_opinions"	"opinions_both"	"both_procedures"	"and_receive_opinions"	"receive_opinions_both"	"opinions_both_procedures"	"both_procedures_."	"CC"	"VB"	"NNS"	"VB"	"DT"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._bourcier"	"say"	"that"	"he"	"had"	"consult"	"several"	"justices"	"in"	"the"	"last"	"week"	"and"	"receive"	"opinions"	"favor"	"both"	"procedures"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"rising"	"appear"	"interest_rates"	"appear_to"	"to_rising"	"rising_interest_rates"	"odds_appear_to"	"appear_to_rising"	"to_rising_interest_rates"	"rising_interest_rates_in"	"NNS"	"VB"	"TO"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_view"	"of"	"the"	"current"	"expansion"	"which"	"promise"	"to"	"be"	"he"	"say"	"the"	"odds"	"appear"	"to"	"favor"	"rising"	"interest_rates"	"in"	"coming"	"months"	"but"	"there"	"be"	"reason"	"to"	"believe"	"the"	"change"	"will"	"not"	"be"	"as"	"abrupt"	"as"	"in"	"nor"	"as"	"severe"	"as"	"in"	"late"	"and"	
"2:41:00::"	"n't"	"import"	"does"	"quotas"	"does_n't"	"n't_import"	"import_quotas"	"kennedy_administration_does_n't"	"does_n't_import"	"n't_import_quotas"	"import_quotas_."	"NNP"	"VBZ"	"RB"	"VB"	"NN"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"does"	"n't"	"favor"	"import"	"quotas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"who"	"place"	"those"	"trade_unions"	"those_who"	"who_place"	"place_trade_unions"	"∅_those_who"	"those_who_place"	"who_place_trade_unions"	"place_trade_unions_under"	"ε"	"DT"	"WP"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"who"	"favor"	"place"	"trade_unions"	"under"	"anti-trust"	"laws"	"imply"	"that"	"they"	"are"	"advocate"	"a"	"brand"	"new"	"reform"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"odds"	"a"	"the"	"special"	"the_odds"	"odds_a"	"a_special"	"∅_the_odds"	"the_odds_a"	"odds_a_special"	"a_special_session"	"ε"	"DT"	"NNS"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"odds"	"favor"	"a"	"special"	"session"	"more_than"	"likely"	"early"	"in"	"the"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"they"	"the"	"whether"	"assessment"	"whether_they"	"they_the"	"the_assessment"	"be_whether_they"	"whether_they_the"	"they_the_assessment"	"the_assessment_of"	"VB"	"IN"	"PRP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"question"	"that"	"was"	"ask"	"the"	"assessors"	"be"	"whether"	"they"	"favor"	"the"	"assessment"	"of"	"movable"	"property"	"at"	"its"	"location"	"or"	"at"	"the"	"residence"	"of"	"the"	"owner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"in"	"of"	"make"	"the"	"make_in"	"in_of"	"of_the"	"award_make_in"	"make_in_of"	"in_of_the"	"of_the_government"	"NN"	"VB"	"IN"	"NN"	"IN"	"DT"	"NN"	"shall"	"as"	"soon"	"as"	"possible"	"in"	"the"	"order"	"of"	"the"	"making"	"of"	"such"	"award"	"certify"	"to"	"the"	"secretary_of_the_treasury"	"and"	"to"	"the"	"secretary_of_state"	"copy"	"of"	"the"	"award"	"make"	"in"	"of"	"the"	"government"	"of"	"the"	"united_states"	"or"	"of"	"national"	"of"	"the"	"united_states"	"under"	"this"	"title"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"atmosphere"	"growth"	"economic"	"of"	"economic_atmosphere"	"atmosphere_growth"	"growth_of"	"the_economic_atmosphere"	"economic_atmosphere_growth"	"atmosphere_growth_of"	"growth_of_the"	"DT"	"JJ"	"NN"	"VB"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"proposal"	"would"	"go_far"	"create"	"the"	"economic"	"atmosphere"	"favor"	"growth"	"of"	"the"	"individual"	"who"	"in_turn"	"would"	"help"	"us"	"to"	"cope_with"	"runaway"	"technology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"a"	"''"	"you"	","	"you_a"	"a_''"	"''_,"	"do_you_a"	"you_a_''"	"a_''_,"	"''_,_person"	"VB"	"PRP"	"DT"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"do"	"a"	"favor"	"person"	"say"	"quickly"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
