"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:39:01::"	"as"	"their"	"''"	"hesitancy"	"''_as"	"as_their"	"their_hesitancy"	"look_like_''_as"	"''_as_their"	"as_their_hesitancy"	"their_hesitancy_about"	"VB"	"ε"	"IN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"was"	"predict"	"that"	"kohnstamm-negative"	"subjects"	"would"	"adhere"	"to"	"more"	"liberal"	"concretistic"	"of_what"	"the"	"ambiguous"	"figure"	"look_like"	"as"	"reflect"	"their"	"hesitancy"	"about"	"take_a_chance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"will"	"the"	"budget"	"capital"	"budget_will"	"will_the"	"the_capital"	"development_budget_will"	"budget_will_the"	"will_the_capital"	"the_capital_needs"	"NN"	"NN"	"MD"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"state"	"budget"	"will"	"reflect"	"the"	"capital"	"needs"	"of"	"all"	"the"	"state"	"agencies"	"and"	"the"	"priority"	"of"	"the"	"projects"	"in"	"the"	"budget"	"will"	"be"	"base"	"on"	"the"	"state"	"plan"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"only"	"the"	"they"	"attitudes"	"they_only"	"only_the"	"the_attitudes"	"that_they_only"	"they_only_the"	"only_the_attitudes"	"the_attitudes_and"	"IN"	"PRP"	"RB"	"VB"	"DT"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most_of"	"the"	"realtors"	"minimize"	"their"	"own"	"understanding"	"of"	"and"	"role"	"the"	"racial"	"issue"	"plead"	"that"	"they"	"only"	"reflect"	"the"	"attitudes"	"and"	"intentions"	"of"	"their"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"were"	"in"	"-"	"a"	"-_were"	"were_in"	"in_a"	"one_-_were"	"-_were_in"	"were_in_a"	"in_a_letter"	"CD"	"ε"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"elements"	"the"	"caution"	"about"	"a"	"meeting"	"the"	"eventually"	"to"	"hold"	"one"	"were"	"reflect"	"in"	"a"	"letter"	"from"	"the"	"president"	"which"	"ambassador_llewellyn_e._thompson"	"bring"	"back"	"to"	"russia"	"late"	"in"	"february"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"been"	"in"	"has"	"regional"	"has_been"	"been_in"	"in_regional"	"that_has_been"	"has_been_in"	"been_in_regional"	"in_regional_fiction"	"WDT"	"VBZ"	"VBN"	"VB"	"IN"	"JJ"	"NN"	"of"	"the"	"changes"	"which"	"have"	"creep"	"over"	"the"	"southern"	"region"	"may"	"be"	"see"	"in"	"the"	"southern_negro"	"quest"	"for"	"a"	"in"	"the"	"white-dominated"	"society"	"a"	"problem"	"that"	"been"	"in"	"regional"	"fiction"	"especially"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"to"	"and"	"little"	"promote"	"little_to"	"to_and"	"and_promote"	"do_little_to"	"little_to_and"	"to_and_promote"	"and_promote_their"	"VB"	"JJ"	"TO"	"VB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_the_meantime"	"while"	"the"	"south"	"has"	"been"	"undergo"	"this"	"phenomenal"	"modernization"	"that"	"be"	"so"	"disappointing"	"to"	"curious"	"yankee"	"southern"	"writers"	"have"	"do"	"little"	"to"	"reflect"	"and"	"promote"	"their"	"region"	"progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:43:00::"	"to"	"heat"	"foil"	"."	"foil_to"	"to_heat"	"heat_."	"heavy_foil_to"	"foil_to_heat"	"to_heat_."	"heat_._∅"	"JJ"	"NN"	"TO"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"line"	"barbecue"	"fire"	"with"	"heavy"	"foil"	"to"	"reflect"	"heat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"is"	"in"	"future"	"the"	"future_is"	"is_in"	"in_the"	"economic_future_is"	"future_is_in"	"is_in_the"	"in_the_georgia"	"JJ"	"NN"	"VBZ"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"confidence"	"in"	"the"	"economic"	"future"	"is"	"reflect"	"in"	"the"	"georgia"	"power_company"	"record"	"construction"	"budget"	"for"	"this"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	"love"	"the"	"if"	"nature"	"if_love"	"love_the"	"the_nature"	"∅_if_love"	"if_love_the"	"love_the_nature"	"the_nature_of"	"ε"	"IN"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"love"	"reflect"	"the"	"nature"	"of"	"man"	"as"	"ortega_y_gasset"	"believe"	"if"	"the"	"person"	"in_love"	"betray"	"decisively"	"what"	"he"	"be"	"by"	"his"	"behavior"	"in_love"	"then"	"the"	"writers"	"of"	"the"	"beat_generation"	"are"	"create"	"a"	"new"	"literary"	"genre"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	","	"the"	"manner"	"best"	"manner_,"	",_the"	"the_best"	"contemporary_manner_,"	"manner_,_the"	",_the_best"	"the_best_aspects"	"JJ"	"NN"	"ε"	"VB"	"DT"	"JJS"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dignity"	"and"	"comfort"	"in"	"contemporary"	"manner"	"reflect"	"the"	"best"	"aspects"	"of"	"today"	"design"	"with"	"substance"	"and"	"maturity"	"keynote"	"the"	"perennian"	"collection"	"from"	"heritage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:43:00::"	"from"	"on"	"aside"	"welch"	"aside_from"	"from_on"	"on_welch"	",_aside_from"	"aside_from_on"	"from_on_welch"	"on_welch_'s"	"ε"	"RB"	"IN"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"incident"	"from"	"reflect"	"on"	"welch"	"political"	"career"	"had"	"all_but"	"wreck"	"his"	"home"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	")"	"a"	"formalism"	"philosophical"	"formalism_)"	")_a"	"a_philosophical"	"vs._formalism_)"	"formalism_)_a"	")_a_philosophical"	"a_philosophical_and"	"IN"	"NN"	"ε"	"VB"	"DT"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"polar"	"concern"	"vs."	"formalism"	"reflect"	"a"	"philosophical"	"and"	"religious"	"situation"	"which"	"has"	"been"	"develop"	"over"	"a"	"long"	"period_of_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"one"	"on"	"when"	"what"	"when_one"	"one_on"	"on_what"	"different_when_one"	"when_one_on"	"one_on_what"	"on_what_is"	"JJ"	"WRB"	"CD"	"VB"	"IN"	"WP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"missionary"	"outreach"	"by"	"friendly"	"look"	"somewhat"	"different"	"when"	"one"	"reflect"	"on"	"what"	"is"	"known"	"about"	"friendly"	"contact"	"in"	"metropolitan"	"neighborhood"	"the"	"majority"	"of"	"such"	"contact"	"be"	"with"	"people"	"of"	"similar"	"social"	"and"	"economic"	"association"	"by"	"level"	"of"	"achievement"	"be"	"the"	"dominant"	"principle"	"of"	"informal"	"relations"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"is"	"in"	"development"	"the"	"development_is"	"is_in"	"in_the"	"this_development_is"	"development_is_in"	"is_in_the"	"in_the_action"	"DT"	"NN"	"VBZ"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"is"	"reflect"	"in"	"the"	"action"	"take"	"in"	"february"	"by"	"the"	"general"	"board"	"of"	"the"	"group"	"the"	"largest"	"protestant"	"organization"	"in"	"the"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"person"	"."	","	"∅"	",_person"	"person_."	"._∅"	"person_,_person"	",_person_."	"person_._∅"	"._∅_∅"	"NNP"	"ε"	"NNP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"splendid"	"vote_of_confidence"	"person"	"person"	"reflect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"or"	"the"	"absorb"	"much"	"absorb_or"	"or_the"	"the_much"	",_absorb_or"	"absorb_or_the"	"or_the_much"	"the_much_short"	"ε"	"VB"	"CC"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many_of"	"the"	"cell"	"and"	"microorganism"	"which"	"transparent"	"to"	"visible_light"	"absorb"	"or"	"reflect"	"the"	"much"	"short"	"wavelength"	"of"	"the"	"ultraviolet_spectrum"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"she"	","	","	"even"	",_she"	"she_,"	",_even"	"man_,_she"	",_she_,"	"she_,_even"	",_even_man"	"NN"	"ε"	"PRP"	"VB"	"ε"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"man"	"reflect"	"even"	"man"	"like"	"person"	"be"	"unpredictable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
