"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:15:00::"	"of"	"authorize"	"person"	"establishment"	"person_of"	"of_authorize"	"authorize_establishment"	"of_person_of"	"person_of_authorize"	"of_authorize_establishment"	"authorize_establishment_of"	"IN"	"NNP"	"IN"	"NN"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"senator"	"unanimously"	"approve"	"thursday"	"bill"	"of"	"person"	"of"	"dallas"	"authorize"	"establishment"	"of"	"day_school"	"for"	"the"	"deaf"	"in"	"dallas"	"and"	"the"	"four"	"largest"	"county"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"in"	"and"	"deaf"	"the"	"deaf_in"	"in_and"	"and_the"	"the_deaf_in"	"deaf_in_and"	"in_and_the"	"and_the_four"	"DT"	"NN"	"IN"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"senator"	"unanimously"	"approve"	"thursday"	"the"	"bill"	"of"	"person"	"dallas"	"authorize"	"establishment"	"of"	"day_school"	"for"	"the"	"deaf"	"in"	"dallas"	"and"	"the"	"four"	"largest"	"county"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"of"	","	"county"	"location"	"county_of"	"of_,"	",_location"	"five_county_of"	"county_of_,"	"of_,_location"	",_location_,"	"JJ"	"NN"	"IN"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"operating_budget"	"for"	"the"	"day_school"	"the"	"five"	"county"	"of"	"dallas"	"location"	"location"	"location"	"and"	"location"	"would"	"be"	"which"	"would"	"be"	"a"	"saving"	"of"	"yearly"	"after"	"the"	"first"	"year"	"capital"	"outlay"	"of"	"was"	"absorb"	"person"	"tell"	"the"	"senate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"∅"	"may"	"∅"	"get_to"	"∅_∅"	"∅_may"	"may_get_to"	"∅_∅_∅"	"∅_∅_may"	"∅_may_get_to"	"may_get_to_hear"	"ε"	"ε"	"ε"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"get_to"	"hear"	"a"	"debate"	"on"	"horse_race"	"parimutuel"	"soon"	"between"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"in"	"why"	"home_folks"	"he"	"home_folks_in"	"in_why"	"why_he"	"tell_home_folks_in"	"home_folks_in_why"	"in_why_he"	"why_he_think"	"VB"	"NN"	"IN"	"NN"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"details"	"are"	"still"	"be"	"to"	"work_out"	"say"	"he"	"expect"	"to"	"tell"	"home_folks"	"in"	"dallas"	"why"	"he"	"think"	"person"	"proposed"	"constitutional"	"amendment"	"should"	"be"	"reject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"all"	"member"	"∅"	"vote"	"∅_all"	"all_member"	"member_vote"	"∅_∅_all"	"∅_all_member"	"all_member_vote"	"member_vote_with"	"ε"	"ε"	"DT"	"NN"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dallas"	"member"	"vote"	"with"	"person"	"except"	"person"	"who"	"be"	"absent"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"like"	"and"	"city"	"fort_worth"	"city_like"	"like_and"	"and_fort_worth"	"big_city_like"	"city_like_and"	"like_and_fort_worth"	"and_fort_worth_to"	"JJ"	"NN"	"IN"	"NN"	"CC"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"insist"	"that"	"a"	"water_development"	"bill"	"pass"	"the"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"fort_worth"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"of"	"."	"person"	"∅"	"person_of"	"of_."	"._∅"	"by_person_of"	"person_of_."	"of_._∅"	"._∅_∅"	"IN"	"NNP"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"shouting"	"end"	"the"	"bill"	"pass"	"to"	"send"	"it"	"to"	"the"	"senate"	"where"	"a"	"similar"	"proposal"	"is"	"sponsor"	"by"	"person"	"of"	"dallas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"against"	"and"	"person"	"person"	"person_against"	"against_and"	"and_person"	"by_person_against"	"person_against_and"	"against_and_person"	"and_person_."	"IN"	"NNP"	"IN"	"NN"	"CC"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"of"	"the"	"fire"	"direct"	"by"	"person"	"against"	"dallas"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"help"	"and"	"to"	"large"	"to_help"	"help_and"	"and_large"	"person_to_help"	"to_help_and"	"help_and_large"	"and_large_city"	"NNP"	"TO"	"VB"	"NN"	"CC"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"construe"	"this"	"as"	"a"	"effort"	"by"	"person"	"to"	"help"	"dallas"	"and"	"large"	"city"	"get"	"money"	"which"	"person"	"feel"	"could"	"better"	"be"	"spend"	"provide"	"water"	"for"	"rural"	"texas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
