"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:41:00::"	"to"	"pay"	"states"	"medical_bills"	"states_to"	"to_pay"	"pay_medical_bills"	"to_states_to"	"states_to_pay"	"to_pay_medical_bills"	"pay_medical_bills_of"	"TO"	"NNS"	"TO"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"note"	"that"	"congress"	"last"	"year"	"a"	"law"	"provide"	"grants"	"to"	"states"	"to"	"help"	"pay"	"medical_bills"	"of"	"the"	"needy"	"aged"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"may"	"to"	"-"	"reveal"	"-_may"	"may_to"	"to_reveal"	"sovereignty_-_may"	"-_may_to"	"may_to_reveal"	"to_reveal_the"	"NN"	"ε"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reference_to"	"two"	"concepts"	"nationalism"	"sovereignty"	"may"	"help"	"to"	"reveal"	"the"	"contours"	"of"	"the"	"new"	"principle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"-"	"new"	"point"	"members"	"point_-"	"-_new"	"new_members"	"this_point_-"	"point_-_new"	"-_new_members"	"new_members_to"	"DT"	"NN"	"ε"	"VB"	"JJ"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yet"	"the_most"	"difficult"	"problem"	"in"	"the"	"church"	"program"	"evangelism"	"be"	"right"	"at"	"this"	"point"	"help"	"new"	"members"	"to"	"become"	"participate"	"grow"	"parts"	"of"	"the"	"fellowship"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"him"	"neck"	","	"neck_to"	"to_him"	"him_,"	"his_neck_to"	"neck_to_him"	"to_him_,"	"him_,_while"	"PRP$"	"NN"	"TO"	"VB"	"PRP"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"geely"	"grunt"	"and"	"slide"	"partly"	"out"	"and"	"shayne"	"arm"	"snake"	"in"	"around"	"his"	"neck"	"to"	"help"	"him"	"while"	"he"	"set"	"himself"	"solidly"	"on"	"the"	"roadway"	"and"	"swing"	"his"	"right"	"fist"	"to"	"the"	"big"	"gum-chewing"	"jaw"	"before"	"geely"	"could"	"straighten_up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"prevent"	"∅"	"orthodontic"	"∅_to"	"to_prevent"	"prevent_orthodontic"	"∅_∅_to"	"∅_to_prevent"	"to_prevent_orthodontic"	"prevent_orthodontic_problems"	"ε"	"ε"	"TO"	"VB"	"VB"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"help"	"prevent"	"orthodontic"	"problems"	"from"	"arise"	"your"	"dentist"	"can"	"do"	"these"	"things"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"∅"	"foreign"	"∅"	"countries"	"∅_∅"	"∅_foreign"	"foreign_countries"	"∅_∅_∅"	"∅_∅_foreign"	"∅_foreign_countries"	"foreign_countries_to"	"ε"	"ε"	"ε"	"VB"	"JJ"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"foreign"	"countries"	"to"	"build"	"a"	"sound"	"political"	"structure"	"be"	"more"	"important"	"than"	"aid"	"them"	"economically"	"e._m._martin"	"assistant"	"secretary_of_state"	"for"	"economic"	"affairs"	"tell"	"members"	"of"	"the"	"world_affairs_council_monday"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"best"	"foreign"	"could"	"countries"	"could_best"	"best_foreign"	"foreign_countries"	"united_states_could_best"	"could_best_foreign"	"best_foreign_countries"	"foreign_countries_by"	"NN"	"MD"	"JJS"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"economically"	"martin"	"say"	"the"	"could"	"best"	"help"	"foreign"	"countries"	"by"	"help"	"them"	"help"	"themselves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"by"	"them"	"countries"	"help"	"countries_by"	"by_them"	"them_help"	"foreign_countries_by"	"countries_by_them"	"by_them_help"	"them_help_themselves"	"JJ"	"NNS"	"IN"	"VB"	"PRP"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"economically"	"martin"	"say"	"the"	"united_states"	"could"	"help"	"foreign"	"countries"	"by"	"help"	"them"	"help"	"themselves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"them"	"themselves"	"help"	"."	"help_them"	"them_themselves"	"themselves_."	"by_help_them"	"help_them_themselves"	"them_themselves_."	"themselves_._∅"	"IN"	"VB"	"PRP"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"economically"	"martin"	"say"	"the"	"united_states"	"could"	"best"	"foreign"	"countries"	"by"	"help"	"them"	"help"	"themselves"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"could"	"remove"	"legislation"	"the"	"legislation_could"	"could_remove"	"remove_the"	"additional_legislation_could"	"legislation_could_remove"	"could_remove_the"	"remove_the_label"	"JJ"	"NN"	"MD"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"states"	"that"	"have"	"pass"	"laws"	"prevent"	"discrimination"	"in"	"the"	"sale"	"or"	"rental"	"housing"	"support"	"by"	"real_estate"	"associations"	"for"	"compliance"	"and"	"broadened"	"coverage"	"through"	"additional"	"legislation"	"could"	"help"	"remove"	"the"	"label"	"of"	"social"	"reformism"	"that"	"most"	"realtors"	"individually"	"seem"	"determined"	"to"	"avoid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
