"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"2:41:00::"	"is"	"to"	"public"	"higher"	"public_is"	"is_to"	"to_higher"	"the_public_is"	"public_is_to"	"is_to_higher"	"to_higher_prices"	"DT"	"JJ"	"VBZ"	"VB"	"TO"	"JJR"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"he"	"favor"	"wage"	"increases"	"for"	"workers"	"but"	"manufacturers"	"are"	"catch"	"in"	"a"	"squeeze"	"and"	"raises"	"should"	"only"	"come"	"when"	"the"	"public"	"is"	"condition"	"to"	"higher"	"prices"	"he"	"add"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"fighting"	"."	"best"	"∅"	"best_fighting"	"fighting_."	"._∅"	"the_best_fighting"	"best_fighting_."	"fighting_._∅"	"._∅_∅"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"korean_war"	"begin"	"on"	"june"	"the"	"anniversary"	"of"	"the"	"day"	"person"	"had"	"go_down"	"fight"	"at"	"the"	"location"	"and"	"the"	"day"	"the"	"regiment"	"had"	"assault"	"the"	"beachhead"	"of"	"leyte"	"during"	"world_war_2"	"the"	"group"	"be"	"not"	"in"	"the"	"best"	"fighting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"working"	"-"	"in"	"such_as"	"in_working"	"working_-"	"-_such_as"	"recommend_in_working"	"in_working_-"	"working_-_such_as"	"-_such_as_lighting"	"VB"	"IN"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"improvement"	"recommend"	"in"	"working"	"condition"	"such_as"	"lighting"	"restroom"	"eating"	"facility"	"air-conditioning"	"do"	"you"	"try"	"to"	"set"	"a"	"measure"	"of"	"their"	"effectiveness"	"on"	"productivity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"these"	"of"	"once"	"international_law"	"once_these"	"these_of"	"of_international_law"	"∅_once_these"	"once_these_of"	"these_of_international_law"	"of_international_law_are"	"ε"	"RB"	"DT"	"NN"	"IN"	"NN"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"condition"	"of"	"international_law"	"are"	"meet"	"country"	"that"	"try"	"to"	"run"	"to"	"blockade"	"do"	"so"	"at"	"their"	"own"	"risk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"these"	"be"	"that"	"enjoy"	"that_these"	"these_be"	"be_enjoy"	"-_that_these"	"that_these_be"	"these_be_enjoy"	"be_enjoy_by"	"ε"	"IN"	"DT"	"NN"	"VBP"	"VB"	"IN"	"0"	"0"	"the"	"ultimate"	"objective"	"of"	"american"	"policy"	"be"	"to"	"help"	"establish"	"a"	"world"	"in"	"which"	"there"	"be"	"the"	"largest"	"measure"	"of"	"freedom"	"and"	"justice"	"and"	"peace"	"and"	"material"	"prosperity"	"and"	"in_particular"	"since"	"this"	"be"	"our"	"special"	"that"	"these"	"condition"	"be"	"enjoy"	"by"	"the"	"people"	"of"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"these"	"be"	"∅"	"unobtainable"	"∅_these"	"these_be"	"be_unobtainable"	"∅_∅_these"	"∅_these_be"	"these_be_unobtainable"	"be_unobtainable_-"	"ε"	"ε"	"DT"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"condition"	"be"	"unobtainable"	"be"	"not"	"even"	"approachable"	"in"	"the"	"qualified"	"sense"	"i"	"have"	"indicate"	"without"	"the"	"prior"	"defeat"	"of"	"world"	"communism"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"natural"	"."	"under"	"∅"	"under_natural"	"natural_."	"._∅"	"observation_under_natural"	"under_natural_."	"natural_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"advantage"	"of_this"	"method"	"be"	"that"	"the"	"pill"	"can"	"remain"	"the"	"patient"	"for"	"several"	"day"	"permit"	"observation"	"under"	"natural"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"two"	"."	"the"	"∅"	"the_two"	"two_."	"._∅"	"square_the_two"	"the_two_."	"two_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"not"	"always"	"easy"	"to"	"develop"	"and"	"doctrine"	"which"	"would"	"square"	"the"	"two"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"stress"	"such"	"to"	"as"	"to_stress"	"stress_such"	"such_as"	"subject_to_stress"	"to_stress_such"	"stress_such_as"	"such_as_vaccinating"	"VB"	"VB"	"NN"	"NN"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"tranquilizer"	"feed"	"to"	"cattle"	"lactating"	"dairy_cow"	"their"	"being"	"subject"	"to"	"stress"	"condition"	"such"	"as"	"vaccinating"	"shipping"	"weaning"	"calf"	"and"	"excessive"	"handling"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"working"	","	"ideal"	"like"	"ideal_working"	"working_,"	",_like"	"usual_ideal_working"	"ideal_working_,"	"working_,_like"	",_like_the"	"JJ"	"JJ"	"JJ"	"NN"	"ε"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"back"	"the"	"group"	"with"	"the"	"old_maid"	"back"	"there"	"she"	"be"	"the"	"young"	"clerk"	"and"	"she"	"thirty-four"	"which"	"make"	"her"	"young"	"enough"	"to"	"resent"	"the"	"usual"	"ideal"	"working"	"condition"	"like"	"the"	"unventilated"	"toilet"	"with"	"the"	"door"	"you"	"have"	"to"	"hold"	"shut"	"while"	"you"	"sit_down"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"without"	"."	"accept"	"∅"	"accept_without"	"without_."	"._∅"	"be_accept_without"	"accept_without_."	"without_._∅"	"._∅_∅"	"VB"	"VB"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"what"	"we"	"mean"	"when"	"say"	"this"	"demand"	"must"	"be"	"accept"	"without"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"without"	","	"accept"	"we"	"accept_without"	"without_,"	",_we"	"be_accept_without"	"accept_without_,"	"without_,_we"	",_we_are"	"VB"	"VB"	"IN"	"NN"	"ε"	"PRP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"say"	"then"	"that"	"today"	"in"	"our"	"situation"	"the"	"for"	"demythologization"	"must"	"be"	"accept"	"without"	"condition"	"we"	"are"	"simply"	"say"	"that"	"at_least"	"this"	"much"	"of"	"the"	"liberal"	"tradition"	"be"	"an"	"enduring"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"same"	","	"the"	"may"	"the_same"	"same_,"	",_may"	"practically_the_same"	"the_same_,"	"same_,_may"	",_may_hit"	"RB"	"DT"	"JJ"	"NN"	"ε"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"trained"	"marksman"	"shoot"	"five"	"round"	"at"	"target"	"all"	"under"	"practically"	"the"	"same"	"condition"	"may"	"hit"	"the"	"bull's_eye"	"from"	"to"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:01::"	"the"	"most"	"be"	"likely"	"be_the"	"the_most"	"most_likely"	"independence_be_the"	"be_the_most"	"the_most_likely"	"most_likely_to"	"NN"	"VB"	"DT"	"NN"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"constancy"	"of"	"p"	"the"	"independence"	"be"	"the"	"condition"	"most"	"likely"	"to"	"give"	"trouble"	"in_practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"that"	","	"in"	"and"	"in_that"	"that_,"	",_and"	"him_in_that"	"in_that_,"	"that_,_and"	",_and_about"	"PRP"	"RB"	"RB"	"NN"	"ε"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"see"	"in"	"that"	"condition"	"and"	"about"	"to"	"enter"	"the"	"hall"	"where"	"the"	"person"	"the"	"queen"	"the"	"whole"	"royal_family"	"and"	"all"	"the"	"member"	"of"	"the"	"high"	"aristocracy"	"would"	"be"	"present"	"person"	"and"	"the"	"person"	"and_others"	"try"	"to"	"stop"	"him"	
