"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"1:04:01::"	"toward"	"stem"	"attitude"	"from"	"attitude_toward"	"toward_stem"	"stem_from"	"present_attitude_toward"	"attitude_toward_stem"	"toward_stem_from"	"stem_from_the"	"JJ"	"NN"	"IN"	"NN"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"public"	"attitude"	"toward"	"business"	"stem"	"from"	"the"	"fact"	"that"	"the"	"rugged"	"capitalist"	"entrepreneur"	"no_more"	"exist"	"in"	"america"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"of"	"climate"	"kind"	","	"kind_of"	"of_climate"	"climate_,"	"this_kind_of"	"kind_of_climate"	"of_climate_,"	"climate_,_what"	"DT"	"NN"	"RB"	"NN"	"NN"	"ε"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"given"	"kind"	"of"	"business"	"climate"	"what"	"competitive"	"marketing"	"problem"	"will"	"your"	"company"	"face"	"in"	"the"	"next"	"yr"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"brand"	","	"private"	"deliver"	"private_brand"	"brand_,"	",_deliver"	"build_private_brand"	"private_brand_,"	"brand_,_deliver"	",_deliver_largely"	"VB"	"JJ"	"NN"	"NN"	"ε"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"average"	"manufacturer"	"frequently"	"help"	"build"	"private"	"brand"	"business"	"deliver"	"largely"	"the"	"same"	"quality"	"and"	"style"	"in"	"private"	"brand"	"merchandise"	"as"	"in"	"branded"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"goddamn"	"''"	"own"	","	"own_goddamn"	"goddamn_''"	"''_,"	"your_own_goddamn"	"own_goddamn_''"	"goddamn_''_,"	"''_,_person"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mind"	"your"	"goddamn"	"business"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:01::"	"your"	","	"be"	"person"	"be_your"	"your_,"	",_person"	"that_be_your"	"be_your_,"	"your_,_person"	",_person_''"	"IN"	"VB"	"PRP$"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"that"	"your"	"business"	"person"	"say"	"person"	"and"	"his"	"dreamy"	"eye"	"move"	"past"	"person"	"shoulder"	"to"	"gaze"	"vaguely"	"out"	"the"	"ground_glass"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"or"	"."	"trade"	"∅"	"trade_or"	"or_."	"._∅"	"a_trade_or"	"trade_or_."	"or_._∅"	"._∅_∅"	"DT"	"NN"	"CC"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"businessman"	"deduct"	"all"	"ordinary"	"and"	"expense"	"attributable"	"to"	"a"	"trade"	"or"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"your"	"."	"in"	"∅"	"in_your"	"your_."	"._∅"	"render_in_your"	"in_your_."	"your_._∅"	"._∅_∅"	"VB"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"your"	"child"	"work"	"for"	"you"	"you"	"may"	"deduct"	"reasonable"	"you"	"pay"	"to"	"him"	"for"	"services"	"he"	"render"	"in"	"your"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"family"	"fail"	"the"	","	"the_family"	"family_fail"	"fail_,"	"when_the_family"	"the_family_fail"	"family_fail_,"	"fail_,_mercer"	"WRB"	"DT"	"NN"	"NN"	"VB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"family"	"business"	"fail"	"mercer"	"leave"	"school"	"and"	"on"	"his"	"mother"	"urging"	"for"	"she"	"hope"	"that"	"he"	"would"	"become"	"an"	"actor"	"he"	"join"	"a"	"local"	"little"	"theater"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::;1:14:00::"	"his"	"."	"for"	"∅"	"for_his"	"his_."	"._∅"	"salesman_for_his"	"for_his_."	"his_._∅"	"._∅_∅"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"of"	"a"	"small"	"firm"	"sell"	"restaurant"	"product"	"considerable"	"difficulty"	"in"	"find"	"suitable"	"salesman"	"for"	"his"	"business"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"competitive"	"more"	"highly"	"profitable"	"highly_competitive"	"competitive_more"	"more_profitable"	"a_highly_competitive"	"highly_competitive_more"	"competitive_more_profitable"	"more_profitable_for"	"DT"	"RB"	"JJ"	"NN"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"know"	"specifically"	"what"	"the"	"many"	"feed"	"additive"	"can"	"do"	"and"	"when"	"to"	"feed"	"them"	"can"	"make"	"a"	"highly"	"competitive"	"business"	"more"	"profitable"	"for"	"beef_man"	"dairyman"	"and"	"sheepman"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
