"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"4:02:04::"	"a"	"small"	"have"	"place"	"have_a"	"a_small"	"small_place"	"i_have_a"	"have_a_small"	"a_small_place"	"small_place_of"	"PRP"	"VB"	"DT"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"a"	"rather"	"small"	"place"	"of"	"my"	"own"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"image"	"than"	"vivid"	"in_terms_of"	"vivid_image"	"image_than"	"than_in_terms_of"	"in_terms_of_vivid_image"	"vivid_image_than"	"image_than_in_terms_of"	"than_in_terms_of_abstract"	"JJ"	"JJ"	"NN"	"RB"	"IN"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"first"	"instance"	"mimesis"	"is"	"here"	"use"	"to"	"the"	"recall"	"of"	"experience"	"in_terms_of"	"vivid"	"image"	"rather"	"than"	"in_terms_of"	"abstract"	"idea"	"or"	"conventional"	"designation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"foster"	"than"	"institution"	"hamper"	"institution_foster"	"foster_than"	"than_hamper"	"philosophic_institution_foster"	"institution_foster_than"	"foster_than_hamper"	"than_hamper_man"	"JJ"	"NN"	"VB"	"RB"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"we"	"were"	"create"	"a"	"wholly"	"new"	"society"	"we"	"could"	"insist"	"our"	"social"	"political"	"economic"	"and"	"philosophic"	"institution"	"foster"	"rather"	"than"	"hamper"	"man"	"best"	"growth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"paradigm"	"than"	"complete"	"single"	"complete_paradigm"	"paradigm_than"	"than_single"	"of_complete_paradigm"	"complete_paradigm_than"	"paradigm_than_single"	"than_single_form"	"IN"	"JJ"	"NN"	"RB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"very"	"useful"	"way"	"for"	"modify"	"a"	"form"	"be"	"the"	"addition"	"to"	"the"	"dictionary"	"of"	"complete"	"paradigm"	"rather"	"than"	"single"	"form"	"and"	"the"	"application"	"of"	"a"	"single"	"change"	"to"	"more_than"	"one"	"dictionary"	"form"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"product"	"than"	"be"	"sale"	"be_product"	"product_than"	"than_sale"	"has_be_product"	"be_product_than"	"product_than_sale"	"than_sale_training"	"VBZ"	"VB"	"NN"	"RB"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"while"	"many"	"company"	"have"	"do"	"fine"	"work"	"in"	"sale"	"personnel"	"much"	"of"	"it"	"has"	"be"	"product"	"rather"	"than"	"sale"	"training"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"payment"	"than"	"direct"	"an"	"direct_payment"	"payment_than"	"than_an"	"a_direct_payment"	"direct_payment_than"	"payment_than_an"	"than_an_insured"	"DT"	"JJ"	"NN"	"RB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"check"	"to"	"see"	"if"	"some"	"of"	"your"	"benefit"	"such_as"	"on_the_job"	"pay"	"can"	"be"	"put"	"on"	"a"	"direct"	"payment"	"rather"	"than"	"an"	"insured"	"basis"	"at"	"a"	"saving"	"to"	"you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"vending_machine"	"than"	"use"	"subsidize"	"use_vending_machine"	"vending_machine_than"	"than_subsidize"	"consider_use_vending_machine"	"use_vending_machine_than"	"vending_machine_than_subsidize"	"than_subsidize_cafeteria"	"VB"	"VB"	"NN"	"RB"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consider"	"vending_machine"	"rather"	"than"	"subsidize"	"cafeteria"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"it"	"difficult"	"make"	"to"	"make_it"	"it_difficult"	"difficult_to"	"which_make_it"	"make_it_difficult"	"it_difficult_to"	"difficult_to_direct"	"WDT"	"VB"	"VB"	"RB"	"JJ"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"like"	"the"	"person"	"enjoy"	"love"	"live"	"together"	"even"	"in"	"troubled"	"times"	"and"	"as"	"in"	"the"	"person"	"home"	"any"	"young_man"	"who"	"call"	"on"	"person"	"find"	"himself"	"confront"	"with"	"a"	"phalanx"	"of"	"femininity"	"which"	"make"	"it"	"rather"	"difficult"	"to"	"direct"	"his"	"particular"	"attention"	"to"	"any"	"one"	"of"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"this"	"detached"	"∅"	"attitude"	"∅_this"	"this_detached"	"detached_attitude"	"∅_∅_this"	"∅_this_detached"	"this_detached_attitude"	"detached_attitude_toward"	"ε"	"ε"	"DT"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rather"	"detached"	"attitude"	"toward"	"life"	"encumbrance"	"has"	"seem"	"to"	"be"	"the"	"dominant"	"trait"	"in"	"person"	"personality"	"ever"	"since"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"a"	"sharp"	"be"	"swell"	"be_a"	"a_sharp"	"sharp_swell"	"tsunami_be_a"	"be_a_sharp"	"a_sharp_swell"	"sharp_swell_,"	"NN"	"VB"	"DT"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"generally"	"the"	"first"	"salvo"	"a"	"tsunami"	"be"	"a"	"rather"	"sharp"	"swell"	"not"	"different"	"enough"	"from"	"an"	"ordinary"	"wave"	"to"	"alarm"	"casual"	"observer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
