"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"
"2:36:01::"	"was"	"in"	"supplement"	"the"	"supplement_was"	"was_in"	"in_the"	"page_supplement_was"	"supplement_was_in"	"was_in_the"	"in_the_october"	"NN"	"NN"	"VBD"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"connection"	"with"	"this"	"conference"	"page"	"supplement"	"was"	"publish"	"in"	"the"	"october"	"nd"	"edition"	"of"	"the"	"providence_sunday_journal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"industrial_division"	","	"the"	"in"	"the_industrial_division"	"industrial_division_,"	",_in"	"∅_the_industrial_division"	"the_industrial_division_,"	"industrial_division_,_in"	",_in_1960"	"ε"	"DT"	"NNP"	"VB"	"ε"	"IN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"industrial_division"	"publish"	"in"	"a"	"new"	"attractive"	"industrial"	"brochure"	"rhode_island"	"right"	"for"	"industry"	"and"	"prepare"	"copy"	"for"	"a"	"new_edition"	"of"	"the"	"directory"	"of"	"manufacturers"	"to"	"be"	"print"	"shortly"	"and"	"for"	"a"	"new"	"space"	"catalogue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"were"	"and"	"tumor_pathology"	"distribute"	"tumor_pathology_were"	"were_and"	"and_distribute"	"of_tumor_pathology_were"	"tumor_pathology_were_and"	"were_and_distribute"	"and_distribute_to"	"IN"	"NNP"	"VBD"	"VB"	"CC"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_this"	"same"	"period"	"six"	"new"	"fascicles"	"the"	"atlas"	"of"	"tumor_pathology"	"were"	"publish"	"and"	"distribute"	"to"	"medical_centers"	"world-wide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"has"	","	","	"since"	",_has"	"has_,"	",_since"	"1949_,_has"	",_has_,"	"has_,_since"	",_since_january"	"CD"	"ε"	"VBZ"	"VB"	"ε"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"armed_forces"	"medical"	"publication"	"agency"	"in"	"has"	"publish"	"since"	"january"	"the"	"united_states"	"armed_forces"	"medical_journal"	"as"	"a"	"triservice"	"publication"	"to"	"furnish"	"material"	"of"	"professional"	"interest"	"to"	"medical_department"	"officers"	"of"	"the"	"three"	"military_services"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"were"	"."	"bulletin"	"∅"	"bulletin_were"	"were_."	"._∅"	"the_bulletin_were"	"bulletin_were_."	"were_._∅"	"._∅_∅"	"DT"	"NNP"	"VBD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"july"	"to"	"june"	"numbers"	"of"	"the"	"journal"	"and"	"of"	"the"	"bulletin"	"were"	"publish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"were"	","	"issues"	"one"	"issues_were"	"were_,"	",_one"	"special_issues_were"	"issues_were_,"	"were_,_one"	",_one_for"	"JJ"	"NNS"	"VBD"	"VB"	"ε"	"CD"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"two"	"issues"	"were"	"publish"	"one"	"for"	"november"	"on"	"space_medicine"	"the"	"the"	"tenth_anniversary"	"issue"	"for"	"january"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"("	"by"	"volumes"	"the"	"volumes_("	"(_by"	"by_the"	"six_volumes_("	"volumes_(_by"	"(_by_the"	"by_the_university"	"CD"	"NNS"	"ε"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"significantly"	"no"	"realtor"	"and"	"few"	"of"	"the"	"faculty"	"present"	"familiar"	"with"	"any"	"of"	"the"	"six"	"volumes"	"publish"	"by"	"the"	"university"	"of"	"california_press"	"that"	"present"	"the"	"commission"	"findings"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"be"	"at"	"will"	"a"	"will_be"	"be_at"	"at_a"	"apocrypha_will_be"	"will_be_at"	"be_at_a"	"at_a_future"	"NNPS"	"MD"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_english_bible"	"the"	"old_testament"	"apocrypha"	"will"	"be"	"publish"	"at"	"a"	"future"	"date"	"has"	"not"	"been"	"plan"	"to"	"rival"	"or"	"replace"	"the"	"king_james_version"	"but"	"as"	"its"	"cover"	"states"	"it"	"is"	"offer"	"simply"	"as"	"the"	"bible"	"to"	"all"	"those"	"who"	"will"	"use"	"it"	"in"	"reading"	"teaching"	"or"	"worship"	
"2:36:01::"	","	"in"	"''"	"new_haven"	"''_,"	",_in"	"in_new_haven"	"new-york_''_,"	"''_,_in"	",_in_new_haven"	"in_new_haven_in"	"NNP"	"ε"	"ε"	"VB"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"two-part"	"bridge"	"is"	"best"	"describe"	"by"	"rev._timothy_dwight"	"president"	"of"	"yale_college"	"his"	"travels"	"in"	"new-england"	"and"	"new-york"	"publish"	"in"	"new_haven"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:01::"	"∅"	"annually"	"∅"	"by"	"∅_∅"	"∅_annually"	"annually_by"	"∅_∅_∅"	"∅_∅_annually"	"∅_annually_by"	"annually_by_william_hord_richardson"	"ε"	"ε"	"ε"	"VB"	"RB"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"annually"	"by"	"william_hord_richardson"	"the"	"edition"	"subtitle"	"society_register"	"of"	"southern_california"	"is"	"schedule"	"to"	"arrive"	"with"	"monday"	"morning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
