"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"
"2:42:04::"	"one"	"apart"	","	","	",_one"	"one_apart"	"apart_,"	"peril_,_one"	",_one_apart"	"one_apart_,"	"apart_,_dramatic"	"NN"	"ε"	"CD"	"VB"	"RB"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"all"	"the"	"in"	"peril"	"one"	"stand"	"apart"	"dramatic"	"in"	"its"	"making"	"dramatic"	"in"	"its"	"endurance"	"and"	"now"	"doubly"	"dramatic"	"in"	"its"	"jeopardy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"and"	"look"	"stalls"	"at"	"stalls_and"	"and_look"	"look_at"	"parking_stalls_and"	"stalls_and_look"	"and_look_at"	"look_at_them"	"NN"	"NNS"	"CC"	"VB"	"VB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"put_in"	"new"	"batteries"	"so_as_to"	"be"	"certain"	"i"	"have"	"plenty"	"of"	"power"	"and"	"my"	"way_out"	"walk"	"over"	"to"	"the"	"regular"	"parking"	"stalls"	"and"	"stand"	"look"	"at"	"them"	"thoughtfully"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"members"	"before"	"new"	"the"	"new_members"	"members_before"	"before_the"	"of_new_members"	"new_members_before"	"members_before_the"	"before_the_congregation"	"IN"	"JJ"	"NNS"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"total"	"process"	"of"	"evangelism"	"reach"	"crescendo"	"when"	"the"	"group"	"of"	"new"	"members"	"stand"	"before"	"the"	"congregation"	"to"	"declare"	"publicly"	"their"	"faith"	"and"	"to"	"be"	"receive"	"into"	"the"	"fellowship"	"of"	"the"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"to"	"back"	"friends"	"of"	"friends_to"	"to_back"	"back_of"	"fellowship_friends_to"	"friends_to_back"	"to_back_of"	"back_of_the"	"NNP"	"NNS"	"TO"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"invite"	"sponsors"	"fellowship"	"friends"	"to"	"stand"	"back"	"of"	"the"	"new"	"members"	"in"	"the"	"reception"	"service"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"was"	"at"	"he"	"the"	"he_was"	"was_at"	"at_the"	"∅_he_was"	"he_was_at"	"was_at_the"	"at_the_end"	"ε"	"PRP"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"stand"	"at"	"the"	"end"	"of"	"the"	"bar"	"enjoy"	"a"	"slug"	"of"	"cognac"	"when"	"rourke"	"come_in"	"six"	"or"	"eight"	"minutes"	"later"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"once"	"at"	"which"	"the"	"which_once"	"once_at"	"at_the"	",_which_once"	"which_once_at"	"once_at_the"	"at_the_temple"	"ε"	"WDT"	"RB"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"beyond"	"it"	"i"	"note"	"a"	"small"	"green"	"column"	"about"	"twelve"	"feet"	"below"	"the"	"present"	"ground_level"	"the"	"serpentine"	"three"	"entwined"	"serpents"	"which"	"once"	"stand"	"at"	"the"	"temple"	"of"	"apollo"	"at"	"delphi"	"greece"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:03::"	"may"	"."	"all"	"∅"	"all_may"	"may_."	"._∅"	"-_all_may"	"all_may_."	"may_._∅"	"._∅_∅"	"ε"	"DT"	"MD"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"poetry"	"in"	"persian"	"life"	"be"	"far"	"more_than"	"a"	"common"	"ground"	"in"	"a"	"society"	"deeply"	"fissured"	"by"	"antagonisms"	"all"	"may"	"stand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"belief"	"for"	"first"	"entire"	"first_belief"	"belief_for"	"for_entire"	"the_first_belief"	"first_belief_for"	"belief_for_entire"	"for_entire_revision"	"DT"	"JJ"	"NN"	"VB"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"many"	"changes"	"involve"	"minor"	"editing"	"and"	"however"	"the"	"first"	"belief"	"stand"	"for"	"entire"	"revision"	"with"	"a"	"new"	"third"	"point"	"add"	"to"	"the"	"list"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"should"	"firmly"	"we"	"and"	"we_should"	"should_firmly"	"firmly_and"	"∅_we_should"	"we_should_firmly"	"should_firmly_and"	"firmly_and_courageously"	"ε"	"PRP"	"MD"	"VB"	"RB"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"should"	"stand"	"firmly"	"and"	"courageously"	"for"	"our"	"right"	"to"	"free"	"access"	"into"	"berlin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"horse"	"picket"	"saddled"	"nearby"	"saddled_horse"	"horse_picket"	"picket_nearby"	"'s_saddled_horse"	"saddled_horse_picket"	"horse_picket_nearby"	"picket_nearby_,"	"POS"	"JJ"	"NN"	"VB"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"sentry"	"horse"	"stand"	"picket"	"nearby"	"having"	"been"	"keep"	"handy"	"in_case"	"of"	"need"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"missions"	"."	"christian"	"∅"	"christian_missions"	"missions_."	"._∅"	"which_christian_missions"	"christian_missions_."	"missions_._∅"	"._∅_∅"	"WDT"	"NNP"	"NNS"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"this"	"work"	"severely"	"against"	"the"	"cross-cultural"	"communication"	"for"	"which"	"christian"	"missions"	"stand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"or"	"expect"	"fall"	"expect_to"	"to_or"	"or_fall"	"should_expect_to"	"expect_to_or"	"to_or_fall"	"or_fall_only"	"MD"	"VB"	"TO"	"VB"	"CC"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"latter"	"in_turn"	"assure"	"him"	"that"	"were"	"i"	"arraign"	"at"	"the"	"and"	"you"	"my"	"judge"	"i"	"should"	"expect"	"to"	"stand"	"or"	"fall"	"only"	"by"	"the"	"merits"	"of"	"my"	"cause"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:01::"	"to"	"for"	"enough"	"those"	"enough_to"	"to_for"	"for_those"	"firm_enough_to"	"enough_to_for"	"to_for_those"	"for_those_ideals"	"NN"	"RB"	"TO"	"VB"	"VB"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"firm"	"enough"	"to"	"stand"	"for"	"those"	"ideals"	"which"	"we"	"know"	"to"	"be"	"right"	"when"	"we"	"become"	"hard"	"enough"	"to"	"refuse"	"to"	"aid"	"nations"	"which"	"do"	"not"	"permit"	"self-determination"	"when"	"we"	"become"	"strong"	"enough"	"to"	"resist"	"any_more"	"drifts"	"towards"	"socialism"	"in"	"our"	"own"	"nation"	"when"	"we"	"recognize"	"that"	"our"	"enemy"	"be"	"communism"	"not"	"war"	"and"	"when"	"we"	"realize"	"that"	"concessions"	"to"	"communists"	"do"	"not"	"insure"	"peace"	"or"	"freedom"	"then"	"and"	"only"	"then"	"will"	"we"	"no_longer"	"be"	"soft"	
"2:42:03::"	"was"	"in"	"she"	"a"	"she_was"	"was_in"	"in_a"	"∅_she_was"	"she_was_in"	"was_in_a"	"in_a_thick"	"ε"	"PRP"	"VB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"stand"	"in"	"a"	"thick"	"grove"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"who"	"with"	"lands"	"us"	"lands_who"	"who_with"	"with_us"	"of_lands_who"	"lands_who_with"	"who_with_us"	"with_us_for"	"IN"	"NNS"	"WP"	"VB"	"IN"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"armed_forces"	"day"	"be"	"the"	"annual"	"report"	"on"	"this"	"investment"	"a"	"public_presentation"	"designed"	"to"	"our"	"own"	"people"	"and"	"the"	"people"	"of"	"lands"	"who"	"stand"	"with"	"us"	"for"	"peace"	"with"	"freedom"	"and"	"justice"	"the"	"best"	"opportunity"	"to"	"see"	"and"	"understand"	"what"	"we"	"have"	"and"	"why"	"we"	"have"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"he"	"look"	"∅"	"down"	"∅_he"	"he_look"	"look_down"	"∅_∅_he"	"∅_he_look"	"he_look_down"	"look_down_at"	"ε"	"ε"	"PRP"	"VB"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stand"	"look"	"down"	"at"	"her"	"for"	"a"	"moment"	"wonder"	"what"	"could"	"have"	"reduce"	"her"	"to"	"this"	"condition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:04::"	"that"	"above"	"music"	"the"	"music_that"	"that_above"	"above_the"	"the_music_that"	"music_that_above"	"that_above_the"	"above_the_lyrics"	"DT"	"NN"	"WDT"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"like"	"mr._loesser"	"jerry_herman"	"be"	"both"	"composer"	"and"	"lyriist"	"for"	"milk"	"and"	"honey"	"r._c._a._victor_loc"	"stereo"	"lso"	"but"	"in_this"	"case"	"it"	"be"	"the"	"that"	"stand"	"above"	"the"	"lyrics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
