"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"
"2:41:00::"	"will"	"the"	"mrs._edward_app"	"members"	"mrs._edward_app_will"	"will_the"	"the_members"	"∅_mrs._edward_app_will"	"mrs._edward_app_will_the"	"will_the_members"	"the_members_of"	"ε"	"NNP"	"MD"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"entertain"	"the"	"members"	"of"	"her"	"book_club"	"on"	"tuesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"mrs._a._voorhees_anderson"	"at"	"∅"	"a"	"∅_mrs._a._voorhees_anderson"	"mrs._a._voorhees_anderson_at"	"at_a"	"∅_∅_mrs._a._voorhees_anderson"	"∅_mrs._a._voorhees_anderson_at"	"mrs._a._voorhees_anderson_at_a"	"at_a_luncheon"	"ε"	"ε"	"NNP"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"entertain"	"at"	"a"	"luncheon"	"at"	"her"	"home"	"on"	"monday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"are"	"mr._walter_lehner"	"mrs._frederick_heinze"	","	"mrs._frederick_heinze_are"	"are_mr._walter_lehner"	"mr._walter_lehner_,"	"and_mrs._frederick_heinze_are"	"mrs._frederick_heinze_are_mr._walter_lehner"	"are_mr._walter_lehner_,"	"mr._walter_lehner_,_of"	"CC"	"NNP"	"VBP"	"VB"	"NNP"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"mrs._frederick_heinze"	"are"	"entertain"	"mr._walter_lehner"	"of"	"vienna"	"mr._ingo_dussa"	"of"	"dusseldorf"	"germany"	"and"	"mr._bietnar_haaek"	"of"	"brelin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"are"	"mr."	","	"and"	",_are"	"are_mr."	"mr._and"	"newtown_square_,_are"	",_are_mr."	"are_mr._and"	"mr._and_mrs._ashman_e._emmert"	"NNP"	"ε"	"VBP"	"VB"	"NNP"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr."	"and"	"mrs._l._deforest_emmert"	"formerly"	"of"	"drexel_hill"	"now"	"of"	"newtown_square"	"are"	"entertain"	"mr."	"and"	"mrs._ashman_e._emmert"	"of"	"temple"	"pa."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"at"	"drexel_park"	"a"	"drexel_park_,"	",_at"	"at_a"	"of_drexel_park_,"	"drexel_park_,_at"	",_at_a"	"at_a_luncheon"	"IN"	"NNP"	"ε"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._william_h._merner"	"of"	"entertain"	"at"	"a"	"luncheon"	"at"	"her"	"home"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"will"	"the"	"mrs._h._e._godwin"	"members"	"mrs._h._e._godwin_will"	"will_the"	"the_members"	"∅_mrs._h._e._godwin_will"	"mrs._h._e._godwin_will_the"	"will_the_members"	"the_members_of"	"ε"	"NNP"	"MD"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"will"	"entertain"	"the"	"members"	"of"	"her"	"book_club"	"at"	"her"	"home"	"on"	"tuesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"will"	"in"	"they"	"the"	"they_will"	"will_in"	"in_the"	"time_they_will"	"they_will_in"	"will_in_the"	"in_the_grand"	"NN"	"PRP"	"MD"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"their"	"majesties"	"the"	"queen"	"of"	"carnival"	"and"	"the"	"queen"	"of"	"comus"	"have"	"jointly"	"invitations"	"for"	"shrove_tuesday"	"evening"	"at"	"midnight"	"at"	"which"	"time"	"they"	"will"	"entertain"	"in"	"the"	"grand"	"ballroom"	"of"	"a"	"downtown"	"hotel"	"follow"	"the"	"balls"	"of"	"rex"	"and"	"comus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"hostess"	"at"	"be"	"a"	"be_hostess"	"hostess_at"	"at_a"	"will_be_hostess"	"be_hostess_at"	"hostess_at_a"	"at_a_downtown"	"MD"	"VB"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"debutante"	"miss_virginia_richmond"	"will"	"also"	"be"	"the"	"honoree"	"this"	"wednesday"	"luncheon"	"at"	"which"	"mrs._john_dane"	"will"	"be"	"hostess"	"entertain"	"at"	"a"	"downtown"	"hotel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"achaeans"	"wednesday"	"the"	"last"	"the_achaeans"	"achaeans_wednesday"	"wednesday_last"	"when_the_achaeans"	"the_achaeans_wednesday"	"achaeans_wednesday_last"	"wednesday_last_at"	"WRB"	"DT"	"NNPS"	"VB"	"NNP"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"achaeans"	"entertain"	"wednesday"	"last"	"at"	"their"	"annual"	"carnival"	"masquerade_ball"	"miss_margaret_pierson"	"was"	"choose"	"to"	"rule"	"over"	"the"	"festivities"	"present"	"at"	"the"	"muncipal_auditorium"	"and"	"choose"	"as"	"her"	"ladies"	"in"	"waiting"	"be"	"misses"	"clayton_nairne"	"eleanor_eustis"	"lynn_chapman"	"irwin_leatherman"	"of"	"robinsonville"	"miss."	"and"	"helene_rowley"	
"2:41:00::"	"will"	"at"	"mrs._robert_f._mcdermott"	"a"	"mrs._robert_f._mcdermott_will"	"will_at"	"at_a"	"and_mrs._robert_f._mcdermott_will"	"mrs._robert_f._mcdermott_will_at"	"will_at_a"	"at_a_black_tie"	"CC"	"NNP"	"MD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"brig._gen."	"mrs._robert_f._mcdermott"	"will"	"entertain"	"at"	"a"	"black_tie"	"dinner"	"wednesday"	"may"	"in"	"the"	"officers"	"club"	"at"	"the"	"air_force_academy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
