"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:27:01::"	"with"	","	"up"	"and"	"up_with"	"with_,"	",_and"	"bank_up_with"	"up_with_,"	"with_,_and"	",_and_vine"	"VB"	"JJ"	"IN"	"NN"	"ε"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"a"	"long"	"low"	"room"	"like"	"a"	"for"	"it"	"be"	"bank"	"up"	"with"	"soil"	"and"	"vine"	"had"	"run"	"rampant"	"over"	"that"	"too"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"greasy"	","	"∅"	"which"	"∅_greasy"	"greasy_,"	",_which"	"∅_∅_greasy"	"∅_greasy_,"	"greasy_,_which"	",_which_are"	"ε"	"ε"	"JJ"	"NN"	"ε"	"WDT"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soil"	"which"	"are"	"typify"	"by"	"hydrocarbon"	"and"	"fat"	"ester"	"of"	"glycerol"	"with"	"long"	"chain"	"organic"	"acid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"miscellaneous"	","	"∅"	"which"	"∅_miscellaneous"	"miscellaneous_,"	",_which"	"∅_∅_miscellaneous"	"∅_miscellaneous_,"	"miscellaneous_,_which"	",_which_primarily"	"ε"	"ε"	"JJ"	"NN"	"ε"	"WDT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soil"	"which"	"primarily"	"include"	"sticky"	"substance"	"and"	"colorless"	"liquid"	"which"	"evaporate"	"to"	"leave"	"a"	"residue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"miscellaneous"	"are"	"and"	"usually"	"and_miscellaneous"	"miscellaneous_are"	"are_usually"	",_and_miscellaneous"	"and_miscellaneous_are"	"miscellaneous_are_usually"	"are_usually_sorb"	"ε"	"CC"	"JJ"	"NN"	"VBP"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"grease"	"stain"	"miscellaneous"	"soil"	"are"	"usually"	"sorb"	"onto"	"the"	"soiled"	"surface"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"whereby"	"are"	"process"	"remove"	"process_whereby"	"whereby_are"	"are_remove"	"washing_process_whereby"	"process_whereby_are"	"whereby_are_remove"	"are_remove_consist"	"NN"	"NN"	"WRB"	"NN"	"VBP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"process"	"whereby"	"soil"	"are"	"remove"	"consist"	"basically"	"of"	"apply"	"mechanical"	"action"	"to"	"loosen"	"the"	"dirt"	"particle"	"and"	"dried"	"matter"	"in"	"the"	"presence"	"of"	"water"	"which"	"help"	"to"	"float"	"off"	"the"	"debris"	"and"	"act_as"	"to"	"some"	"extent"	"as"	"a"	"dissolving_agent"	"and"	"solvating_agent"	"agent"	
"1:26:00::"	"clay"	")"	"especially"	"so"	"especially_clay"	"clay_)"	")_so"	"(_especially_clay"	"especially_clay_)"	"clay_)_so"	")_so_as"	"ε"	"RB"	"NN"	"NN"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"equilibrium"	"sorption"	"data"	"which"	"be"	"available"	"it"	"seem"	"logical"	"to"	"expect"	"that"	"polyphosphate"	"ion"	"would"	"be"	"strongly"	"sorb"	"on"	"the"	"surface"	"of"	"dirt"	"especially"	"clay"	"soil"	"so"	"as"	"to"	"give"	"it"	"a"	"greatly"	"increased"	"negative_charge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"free"	"may"	"of"	"be"	"of_free"	"free_may"	"may_be"	"particle_of_free"	"of_free_may"	"free_may_be"	"may_be_compare"	"NN"	"IN"	"JJ"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"crude"	"picture"	"of"	"the"	"detergency"	"process"	"thus_far"	"develop"	"can"	"be"	"represent"	"as"	"f"	"the"	"influence"	"of"	"mechanical"	"action"	"the"	"particle"	"of"	"free"	"soil"	"may"	"be"	"compare"	"to"	"that"	"of"	"kinetic_energy"	"on"	"a"	"molecular"	"scale"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:26:00::"	"of"	"and"	"variety"	"fabric"	"variety_of"	"of_and"	"and_fabric"	"the_variety_of"	"variety_of_and"	"of_and_fabric"	"and_fabric_normally"	"DT"	"NN"	"IN"	"NN"	"CC"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"upon"	"consideration"	"the"	"variety"	"of"	"soil"	"and"	"fabric"	"normally"	"encounter"	"in"	"the"	"washing"	"process"	"it"	"be"	"little"	"wonder"	"that"	"the"	"use"	"of"	"a"	"number"	"of"	"detergent"	"constituent"	"have"	"synergistic"	"property"	"has"	"gain"	"widespread"	"acceptance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:27:01::"	"his"	"be"	"∅"	"``"	"∅_his"	"his_be"	"be_``"	"∅_∅_his"	"∅_his_be"	"his_be_``"	"be_``_nothing"	"ε"	"ε"	"PRP$"	"NN"	"VB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soil"	"be"	"nothing"	"special"	"just"	"prairie"	"land"	"but"	"he"	"had"	"harrow"	"in"	"compost"	"until"	"it"	"be"	"loose"	"spongy"	"and"	"brown"	"black"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:27:01::"	"garden"	"with"	"good"	"a"	"good_garden"	"garden_with"	"with_a"	"use_good_garden"	"good_garden_with"	"garden_with_a"	"with_a_little"	"VB"	"JJ"	"NN"	"NN"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"my"	"seedbed"	"use"	"good"	"garden"	"soil"	"with"	"a"	"little"	"sand"	"added"	"to"	"encourage"	"rooting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
