"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"3:00:00::"	"be"	"to"	"should"	"secure"	"should_be"	"be_to"	"to_secure"	"skilled_should_be"	"should_be_to"	"be_to_secure"	"to_secure_counseling"	"JJ"	"MD"	"VB"	"JJ"	"VB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unemployed"	"older"	"worker"	"who"	"have"	"no"	"expectation"	"of"	"secure"	"in"	"the"	"occupation"	"in"	"which"	"they"	"be"	"skilled"	"should"	"be"	"able"	"to"	"secure"	"counseling"	"and"	"retraining"	"in"	"an"	"occupation"	"with"	"a"	"future"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"never"	"to"	"be"	"get"	"be_never"	"never_to"	"to_get"	"person_be_never"	"be_never_to"	"never_to_get"	"to_get_above"	"NNP"	"VB"	"RB"	"JJ"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"visibility"	"continue"	"to"	"be"	"and"	"person"	"be"	"never"	"able"	"to"	"get"	"above"	"a_thousand"	"foot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"been"	"to"	"never"	"get"	"never_been"	"been_to"	"to_get"	"'ve_never_been"	"never_been_to"	"been_to_get"	"to_get_anywhere"	"VBP"	"RB"	"VBN"	"JJ"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"been_after"	"her"	"for"	"years"	"person"	"say"	"but"	"never"	"been"	"able"	"to"	"get"	"anywhere"	"until"	"the"	"last"	"few"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"being"	"to"	"not"	"find_fault_with"	"not_being"	"being_to"	"to_find_fault_with"	"regret_not_being"	"not_being_to"	"being_to_find_fault_with"	"to_find_fault_with_so"	"VB"	"RB"	"VBG"	"JJ"	"JJ"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"not"	"being"	"able"	"to"	"find_fault_with"	"so"	"true"	"a"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"to"	"has"	"work"	"has_be"	"be_to"	"to_work"	"person_has_be"	"has_be_to"	"be_to_work"	"to_work_with"	"NNP"	"VBZ"	"VB"	"JJ"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"one"	"of"	"the"	"few"	"only"	"composer"	"person"	"has"	"be"	"able"	"to"	"work"	"with"	"so"	"closely"	"for"	"they"	"hold"	"their"	"meeting"	"in"	"person"	"study"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:competent:00"	"be"	"to"	"she"	"continue"	"she_be"	"be_to"	"to_continue"	",_she_be"	"she_be_to"	"be_to_continue"	"to_continue_in"	"ε"	"PRP"	"VB"	"JJ"	"JJ"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"exactly"	"one"	"she"	"be"	"able"	"to"	"continue"	"in"	"this"	"manner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:competent:00"	"be"	"to"	"have"	"find"	"have_be"	"be_to"	"to_find"	"file_have_be"	"have_be_to"	"be_to_find"	"to_find_illuminating"	"NN"	"VBP"	"VB"	"JJ"	"JJ"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"since"	"researcher"	"dig_into"	"ancient"	"court"	"and"	"legal"	"file"	"have"	"be"	"able"	"to"	"find"	"illuminating"	"piece"	"of"	"information"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"-"	"we"	"or"	"we_be"	"be_-"	"-_or"	"as_nearly_as_we_be"	"we_be_-"	"be_-_or"	"-_or_ever"	"IN"	"PRP"	"VB"	"JJ"	"ε"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"story"	"of"	"his"	"tragic"	"voyage"	"as_nearly_as"	"we"	"be"	"able"	"or"	"ever"	"probably"	"will"	"be"	"able"	"to"	"determine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"-"	"will"	"to"	"will_be"	"be_-"	"-_to"	",_will_be"	"will_be_-"	"be_-_to"	"-_to_determine"	"ε"	"MD"	"VB"	"JJ"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"the"	"story"	"of"	"his"	"last"	"tragic"	"voyage"	"as_nearly_as"	"be"	"able"	"or"	"ever"	"probably"	"will"	"be"	"able"	"to"	"determine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"to"	"he"	"complete"	"he_be"	"be_to"	"to_complete"	"person_he_be"	"he_be_to"	"be_to_complete"	"to_complete_his"	"NNP"	"PRP"	"VB"	"JJ"	"JJ"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"person"	"send"	"for"	"person"	"he"	"be"	"able"	"to"	"complete"	"his"	"detailed"	"inspection"	"of"	"the"	"third"	"floor"	"and"	"to"	"receive"	"a"	"report"	"from"	"his"	"man"	"cover"	"the"	"floor"	"above"	"before"	"person"	"return"	"buoy_up"	"by"	"a"	"brief"	"stop"	"for"	"another"	"glass"	"of"	"champagne"	
