"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:42:01::"	"increases"	"from"	"the"	"5"	"the_increases"	"increases_from"	"from_5"	"with_the_increases"	"the_increases_from"	"increases_from_5"	"from_5_%"	"IN"	"DT"	"NNS"	"VB"	"IN"	"CD"	"ε"	"dealers"	"question"	"in"	"nearly"	"a"	"score"	"of"	"states"	"two"	"out"	"of"	"three"	"report"	"their"	"sales"	"since"	"august"	"show"	"sizable"	"gains"	"from"	"a"	"year"	"earlier"	"the"	"increases"	"from"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"terms"	"from"	"∅"	"one"	"∅_terms"	"terms_from"	"from_one"	"∅_∅_terms"	"∅_terms_from"	"terms_from_one"	"from_one_to"	"ε"	"ε"	"NNS"	"VB"	"IN"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"range"	"from"	"one"	"to"	"five"	"years"	"and"	"the"	"interest_rates"	"and"	"down_payments"	"run"	"about"	"the"	"same"	"as"	"for"	"automobiles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	","	"from"	"entries"	"appointments"	"entries_,"	",_from"	"from_appointments"	"of_entries_,"	"entries_,_from"	",_from_appointments"	"from_appointments_to"	"IN"	"NNS"	"ε"	"VB"	"IN"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"personnel"	"clerk"	"she"	"thousands"	"of"	"entries"	"range"	"from"	"appointments"	"to"	"jobs"	"to"	"transfers"	"to"	"employments"	"to"	"pensions"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"programming"	"from"	"agency"	"the"	"agency_programming"	"programming_from"	"from_the"	"preventive_agency_programming"	"agency_programming_from"	"programming_from_the"	"from_the_immediately"	"JJ"	"NN"	"NN"	"VB"	"IN"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"literature"	"be"	"already"	"replete"	"with"	"a"	"number"	"of"	"suggestions"	"for"	"preventive"	"agency"	"programming"	"range"	"from"	"the"	"immediately"	"practical"	"to"	"the"	"globally"	"utopian"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"have"	"as"	"job"	"high"	"job_have"	"have_as"	"as_high"	"344000_job_have"	"job_have_as"	"have_as_high"	"as_high_as"	"CD"	"NN"	"VBP"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"estimates"	"of"	"the"	"city"	"loss"	"the"	"job"	"have"	"range"	"as"	"high"	"as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"contractors"	"from"	"from"	"$"	"from_contractors"	"contractors_from"	"from_$"	"bids_from_contractors"	"from_contractors_from"	"contractors_from_$"	"from_$_2400"	"NNS"	"IN"	"NNS"	"VB"	"IN"	"ε"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"hemphill"	"add"	"from"	"contractors"	"range"	"from"	"to"	"per"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"here"	"from"	"hotels"	"48"	"hotels_here"	"here_from"	"from_48"	"major_hotels_here"	"hotels_here_from"	"here_from_48"	"from_48_to"	"JJ"	"NNS"	"RB"	"VB"	"IN"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"samuel_d._goodis"	"represent"	"the"	"philadelphia_hotel_association"	"object"	"on"	"tuesday"	"to"	"a"	"proposed"	"boost"	"by"	"the"	"city"	"in"	"licensing_fees"	"say"	"that"	"in"	"major"	"hotels"	"here"	"range"	"from"	"to"	"percent"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"instruments"	"from"	"of"	"tuba"	"of_instruments"	"instruments_from"	"from_tuba"	"batch_of_instruments"	"of_instruments_from"	"instruments_from_tuba"	"from_tuba_to"	"NN"	"IN"	"NNS"	"VB"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"plus"	"remain"	"at"	"a"	"fixed"	"with"	"drums"	"and"	"guitar"	"but"	"quartet"	"cover"	"the"	"stage"	"with"	"a"	"batch"	"of"	"instruments"	"range"	"from"	"tuba"	"to"	"tambourine"	"and"	"the"	"beat"	"be"	"solid"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"long"	"interceptor"	"a"	"with"	"a_long"	"long_interceptor"	"interceptor_with"	",_a_long"	"a_long_interceptor"	"long_interceptor_with"	"interceptor_with_a"	"ε"	"DT"	"JJ"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"example"	"be"	"the"	"recent"	"of"	"the"	"f-108"	"a"	"long"	"range"	"interceptor"	"with"	"a"	"speed"	"three_times"	"as"	"great"	"as"	"the"	"speed"	"of"	"sound"	"which"	"was"	"design"	"for"	"use"	"against"	"manned"	"bomber"	"in"	"the"	"period"	"of"	"the"	"mid"	"0"	"0"	"0"	"0"	
"2:42:01::"	"and"	"over"	"same"	"the"	"same_and"	"and_over"	"over_the"	"the_same_and"	"same_and_over"	"and_over_the"	"over_the_same"	"DT"	"JJ"	"CC"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"attitude"	"which"	"the"	"reb"	"and"	"yank"	"toward"	"each"	"be"	"very_much"	"the"	"same"	"and"	"range"	"over"	"the"	"same"	"gamut"	"of"	"feeling"	"from"	"friendliness"	"to"	"extreme"	"hatred"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"15"	"in"	"to"	"in_the"	"the_15"	"15_to"	"service_in_the"	"in_the_15"	"the_15_to"	"15_to_20"	"NN"	"IN"	"DT"	"NN"	"JJ"	"TO"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"is"	"pursue"	"an"	"active"	"program"	"to"	"a"	"temperature"	"scale"	"and"	"thermometer"	"calibration"	"service"	"in"	"the"	"range"	"to"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"limited"	"of"	"though"	"motif"	"though_limited"	"limited_of"	"of_motif"	"well-defined_though_limited"	"though_limited_of"	"limited_of_motif"	"of_motif_which"	"JJ"	"IN"	"JJ"	"NN"	"IN"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ripe_geometric"	"potter"	"continue"	"to"	"employ"	"the"	"old"	"syntax"	"of"	"and"	"shape"	"and"	"make"	"use"	"of"	"the"	"well-defined"	"though"	"limited"	"range"	"of"	"motif"	"which"	"they"	"had"	"inherit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"of"	"in"	"180"	"in_the"	"the_of"	"of_180"	"temperature_in_the"	"in_the_of"	"the_of_180"	"of_180_`"	"NN"	"IN"	"DT"	"NN"	"IN"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"thermal"	"exchange"	"of"	"chlorine"	"between"	"f"	"and"	"liquid"	"f"	"readily"	"measurable"	"at"	"temperature"	"in"	"the"	"range"	"of"	"and"	"above"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"`"	"from"	"200"	"*"	"200_`"	"`_from"	"from_*"	"at_200_`"	"200_`_from"	"`_from_*"	"from_*_*"	"IN"	"CD"	"ε"	"VB"	"IN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reaction"	"rate"	"at"	"range"	"from"	"f"	"of"	"the"	"chlorine"	"exchange"	"per"	"hour"	"to"	"exchange"	"per"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"from"	"over"	"14.7"	"over_the"	"the_from"	"from_14.7"	"cell_over_the"	"over_the_from"	"the_from_14.7"	"from_14.7_to"	"NN"	"IN"	"DT"	"NN"	"IN"	"CD"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"series"	"the"	"relative"	"light"	"intensity"	"was"	"vary"	"by"	"vary"	"the"	"distance"	"the"	"lamp"	"from"	"the"	"reaction"	"cell"	"over"	"the"	"range"	"from"	"to"	"cm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"of"	"of"	"out"	"the"	"out_of"	"of_of"	"of_the"	"maneuver_out_of"	"out_of_of"	"of_of_the"	"of_the_poke"	"VB"	"IN"	"IN"	"NN"	"IN"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"maneuver"	"out"	"of"	"range"	"of"	"the"	"poke"	"index_finger"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"uncommon"	"has"	"with"	"been"	"with_uncommon"	"uncommon_has"	"has_been"	"voice_with_uncommon"	"with_uncommon_has"	"uncommon_has_been"	"has_been_superbly"	"NN"	"IN"	"JJ"	"NN"	"VBZ"	"VBN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"big"	"flexible"	"with"	"uncommon"	"range"	"has"	"been"	"superbly"	"disciplined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
