"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"	"A137"
"1:14:01::"	"the"	"of"	"see"	"canvas"	"see_the"	"the_of"	"of_canvas"	"could_see_the"	"see_the_of"	"the_of_canvas"	"of_canvas_shelter"	"MD"	"VB"	"DT"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"whole"	"camp"	"exposed"	"view"	"we"	"could"	"see"	"the"	"variety"	"of"	"canvas"	"shelter"	"in"	"which"	"american"	"are"	"camp"	"now"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"infinite"	"of"	"an"	"stimulus"	"an_infinite"	"infinite_of"	"of_stimulus"	"of_an_infinite"	"an_infinite_of"	"infinite_of_stimulus"	"of_stimulus_:"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"ε"	"policy"	"officer"	"may"	"be"	"move"	"to"	"think"	"hard"	"about"	"a"	"problem"	"by"	"any"	"of"	"an"	"infinite"	"of"	"stimulus"	"an"	"idea"	"in"	"his"	"own"	"head"	"the"	"suggestion"	"of"	"a"	"colleague"	"a"	"question"	"from"	"the"	"secretary"	"or"	"the"	"president"	"a"	"proposal"	"by"	"another"	"department"	"a"	"communication"	"from"	"a"	"foreign"	"government"	"or"	"an"	"american"	"ambassador"	"abroad"	"the"	"filing"	"of"	"an"	"item"	"for"	"the"	"agenda"	"of"	"the"	"united_nations"	"or"	"of"	"any"	"of"	"dozens"	"of"	"international"	"body"	"a"	"news_item"	"read"	"at"	"the"	"breakfast_table"	"a"	"question"	"to"	"the"	"president"	"or"	"the"	"secretary"	"at"	"a"	"news_conference"	"a"	"speech"	"by"	"a"	"senator"	"or"	"congressman"	"an"	"article"	"in"	"a"	"periodical"	"a"	"resolution"	"from"	"a"	"national"	"organization"	"a"	"request"	"for"	"assistance"	"from"	"some"	"private"	"american"	"interest"	"abroad"	"etcetera"	"ad_infinitum"	
"1:14:01::"	"chaotic"	"of"	"a"	"introject"	"a_chaotic"	"chaotic_of"	"of_introject"	"with_a_chaotic"	"a_chaotic_of"	"chaotic_of_introject"	"of_introject_that"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"earlier"	"this"	"woman"	"had"	"be"	"filled"	"with"	"a"	"chaotic"	"variety"	"of"	"introject"	"that"	"at_times"	"when"	"she"	"be"	"in"	"her"	"room"	"alone"	"it"	"would"	"sound"	"to"	"a"	"passerby"	"as"	"though"	"there"	"be"	"several"	"different"	"person"	"in"	"the"	"room"	"as"	"she"	"would"	"vocalize"	"in"	"various"	"kind"	"of"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"a"	"of"	"here"	"meaning"	"here_a"	"a_of"	"of_meaning"	"∅_here_a"	"here_a_of"	"a_of_meaning"	"of_meaning_and"	"ε"	"RB"	"DT"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"variety"	"of"	"meaning"	"and"	"emotion"	"are"	"concentrate"	"or"	"reduce"	"in"	"their"	"communicative"	"expression"	"to"	"some"	"comparatively"	"simple"	"seeming"	"verbal"	"or"	"nonverbal"	"statement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"wide"	"of"	"the"	"nonparticulate"	"the_wide"	"wide_of"	"of_nonparticulate"	"include_the_wide"	"the_wide_of"	"wide_of_nonparticulate"	"of_nonparticulate_material"	"VB"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"stain"	"which"	"the"	"wide"	"variety"	"of"	"nonparticulate"	"material"	"which"	"give"	"color"	"even"	"when"	"present"	"in"	"very"	"low"	"concentration"	"on"	"the"	"soiled"	"object"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"the"	"of"	"of"	"soil"	"of_the"	"the_of"	"of_soil"	"consideration_of_the"	"of_the_of"	"the_of_soil"	"of_soil_and"	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"upon"	"of"	"the"	"variety"	"of"	"soil"	"and"	"fabric"	"normally"	"encounter"	"in"	"the"	"washing"	"process"	"it"	"be"	"little"	"wonder"	"that"	"the"	"use"	"of"	"a"	"number"	"of"	"detergent"	"constituent"	"have"	"synergistic"	"property"	"has"	"gain"	"widespread"	"acceptance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"a"	"of"	","	"extraneous"	",_a"	"a_of"	"of_extraneous"	"master_,_a"	",_a_of"	"a_of_extraneous"	"of_extraneous_material"	"NN"	"ε"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"later"	"collage"	"both"	"master"	"a"	"variety"	"of"	"extraneous"	"material"	"are"	"use"	"sometimes"	"in"	"the"	"same"	"work"	"and"	"almost"	"always"	"in_conjunction_with"	"every"	"eye-deceiving"	"and"	"eye-undeceiving"	"device"	"they"	"can"	"think_of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"of"	","	"inducement"	"both"	"inducement_of"	"of_,"	",_both"	"great_inducement_of"	"inducement_of_,"	"of_,_both"	",_both_within"	"JJ"	"NN"	"IN"	"NN"	"ε"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"downtown"	"store"	"continue"	"offer"	"the"	"great"	"inducement"	"of"	"variety"	"both"	"within"	"its"	"gate"	"and"	"across"	"the"	"street"	"where"	"department_store"	"be"	"immediately"	"convenient"	"for"	"the"	"shopper"	"who"	"want"	"to"	"see"	"what"	"be"	"available"	"before"	"make_up_one's_mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"the"	"of"	","	"experience"	",_the"	"the_of"	"of_experience"	"life_,_the"	",_the_of"	"the_of_experience"	"of_experience_they"	"NN"	"ε"	"DT"	"NN"	"IN"	"NN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"historically"	"in"	"america"	"the"	"appeal"	"of"	"city"	"has"	"be"	"color"	"and"	"the"	"variety"	"of"	"experience"	"they"	"offer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:01::"	"a"	"of"	","	"neurological"	",_a"	"a_of"	"of_neurological"	"circulation_,_a"	",_a_of"	"a_of_neurological"	"of_neurological_condition"	"NN"	"ε"	"DT"	"NN"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"many"	"include"	"circulation"	"a"	"variety"	"of"	"neurological"	"condition"	"and"	"functional"	"disorder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
