"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"
"2:32:02::"	"has"	"unusual"	"mantle"	"devotion"	"mantle_has"	"has_unusual"	"unusual_devotion"	"lately_mantle_has"	"mantle_has_unusual"	"has_unusual_devotion"	"unusual_devotion_to"	"RB"	"NNP"	"VBZ"	"VB"	"JJ"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"neither"	"mantle"	"nor"	"maris"	"need"	"fear"	"being"	"an"	"intellectual"	"but"	"lately"	"mantle"	"has"	"show"	"unusual"	"devotion"	"to"	"an"	"intellectual"	"opus"	"henry_miller"	"tropic_of_cancer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"signal"	"that"	"a"	"i"	"a_signal"	"signal_that"	"that_i"	"get_a_signal"	"a_signal_that"	"signal_that_i"	"that_i_be"	"VB"	"DT"	"NN"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"turn"	"left"	"and"	"get"	"a"	"signal"	"show"	"that"	"i"	"be"	"still"	"behind"	"him"	"but"	"he"	"be"	"to"	"the"	"right"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"that"	"everything"	"sweater"	"there"	"sweater_that"	"that_everything"	"everything_there"	"a_sweater_that"	"sweater_that_everything"	"that_everything_there"	"everything_there_be"	"DT"	"NN"	"WDT"	"VB"	"NN"	"EX"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"place"	"be"	"n't"	"particularly"	"busy"	"at_that_time"	"of"	"night"	"and"	"the"	"girl"	"who"	"was"	"wait"	"on"	"me"	"who"	"was"	"clothe"	"in"	"the"	"tightest-fitting"	"of"	"slacks"	"i"	"had"	"ever"	"see"	"on"	"a"	"woman"	"and"	"a"	"sweater"	"that"	"show"	"everything"	"there"	"be"	"and"	"there"	"be"	"lots_of"	"it"	"want"	"to"	"be"	"sociable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"that"	"when"	"signal"	"the"	"signal_that"	"that_when"	"when_the"	"automatic_signal_that"	"signal_that_when"	"that_when_the"	"when_the_ignition_key"	"JJ"	"NN"	"WDT"	"VB"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"say"	"darn"	"it"	"that"	"the"	"automatic"	"signal"	"that"	"show"	"when"	"the"	"ignition_key"	"be"	"on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:02::"	"which"	"constantine"	","	"offer"	",_which"	"which_constantine"	"constantine_offer"	"these_,_which"	",_which_constantine"	"which_constantine_offer"	"constantine_offer_the"	"DT"	"ε"	"WDT"	"VB"	"NNP"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"inside"	"over"	"the"	"first"	"door"	"see"	"one"	"of"	"these"	"which"	"show"	"constantine"	"offer"	"the"	"city"	"to"	"the_virgin"	"mary"	"and"	"justinian"	"offer"	"the"	"temple"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:03::"	"have"	"gains"	"august"	"average"	"august_have"	"have_gains"	"gains_average"	"of_august_have"	"august_have_gains"	"have_gains_average"	"gains_average_nearly"	"IN"	"NNP"	"VBP"	"VB"	"NNS"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seven"	"of"	"the"	"eight"	"companies"	"that"	"turn_out"	"full"	"lines"	"of"	"farm"	"say"	"sales"	"by"	"their"	"dealers"	"since"	"the"	"start"	"of"	"august"	"have"	"show"	"gains"	"average"	"nearly"	"above"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:03::"	"1"	"sizable"	"august"	"gains"	"august_1"	"1_sizable"	"sizable_gains"	"since_august_1"	"august_1_sizable"	"1_sizable_gains"	"sizable_gains_from"	"IN"	"NNP"	"CD"	"VB"	"JJ"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"individual"	"dealers"	"question"	"in"	"nearly"	"a"	"score"	"of"	"states"	"out"	"of"	"three"	"report"	"their"	"sales"	"since"	"august"	"show"	"sizable"	"gains"	"from"	"a"	"year"	"earlier"	"with"	"the"	"increases"	"range"	"from"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"organization"	"the"	"recipient"	"date"	"recipient_organization"	"organization_the"	"the_date"	"the_recipient_organization"	"recipient_organization_the"	"organization_the_date"	"the_date_,"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"service"	"announce"	"that"	"taxpayers"	"make"	"such"	"claims"	"may"	"call_on"	"to"	"furnish"	"a"	"statement"	"from"	"the"	"recipient"	"organization"	"show"	"the"	"date"	"purpose"	"amount"	"and"	"particulars"	"of"	"the"	"contribution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"persians"	"so"	"the"	"well"	"the_persians"	"persians_so"	"so_well"	"of_the_persians"	"the_persians_so"	"persians_so_well"	"so_well_as"	"IN"	"DT"	"NNPS"	"VB"	"RB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nowhere"	"in"	"isfahan"	"is"	"this"	"aesthetic"	"life"	"of"	"the"	"persians"	"show"	"so"	"well"	"as"	"during"	"the"	"promenade"	"at"	"the"	"khaju"	"bridge"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"studies"	"that"	"recent"	"most"	"recent_studies"	"studies_that"	"that_most"	",_recent_studies"	"recent_studies_that"	"studies_that_most"	"that_most_tooth"	"ε"	"JJ"	"NNS"	"VB"	"IN"	"RBS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"contrary"	"to"	"the"	"thinking"	"of"	"to"	"years"	"ago"	"when"	"all"	"malocclusion"	"blame"	"on"	"some"	"unfortunate"	"habit"	"recent"	"studies"	"show"	"that"	"most"	"tooth"	"irregularity"	"have"	"at_least"	"its"	"beginning"	"in"	"hereditary"	"predisposition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
