"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:41:00::"	"ordinance"	"motorists"	"new"	"who"	"new_ordinance"	"ordinance_motorists"	"motorists_who"	"a_new_ordinance"	"new_ordinance_motorists"	"ordinance_motorists_who"	"motorists_who_plead"	"DT"	"JJ"	"NN"	"VB"	"NNS"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"action"	"on"	"new"	"ordinance"	"permit"	"motorists"	"who"	"plead"	"guilty"	"to"	"minor"	"traffic"	"offenses"	"to"	"pay"	"fines"	"at"	"the"	"local"	"police_station"	"may"	"be"	"take"	"at"	"monday"	"special"	"north_providence_town_council"	"meeting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"it"	"icc"	"to"	"icc_to"	"to_it"	"it_to"	"the_icc_to"	"icc_to_it"	"to_it_to"	"it_to_gain"	"DT"	"NNP"	"TO"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_york"	"central"	"also"	"ask"	"the"	"icc"	"to"	"permit"	"it"	"to"	"gain"	"control"	"of"	"the"	"b"	"o"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"the"	"house_rules_committee"	"free"	"house_rules_committee_and"	"and_the"	"the_free"	"the_house_rules_committee_and"	"house_rules_committee_and_the"	"and_the_free"	"the_free_flow"	"DT"	"NNP"	"CC"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"th"	"congress"	"begin"	"its"	"sessions"	"last"	"week"	"liberal"	"democrats"	"be"	"ready"	"for"	"a"	"finish"	"fight"	"to"	"open"	"sluice"	"gates"	"control"	"by"	"the"	"house_rules_committee"	"and"	"permit"	"the"	"free"	"flow"	"of"	"liberal"	"legislation"	"to"	"the"	"floor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"it"	"its"	"but"	"extremely"	"but_it"	"it_its"	"its_extremely"	",_but_it"	"but_it_its"	"it_its_extremely"	"its_extremely_partisan"	"ε"	"CC"	"PRP"	"VB"	"PRP$"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"republican_party"	"be"	"not"	"in"	"humanity"	"but"	"it"	"permit"	"its"	"extremely"	"partisan"	"leadership"	"to"	"make"	"it"	"appear"	"devoid_of"	"any"	"consideration"	"for"	"people"	"in_trouble"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"the"	"slow_down"	"invading"	"slow_down_and"	"and_the"	"the_invading"	"to_slow_down_and"	"slow_down_and_the"	"and_the_invading"	"the_invading_car"	"TO"	"VB"	"CC"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"really"	"remarkable"	"thing"	"to"	"me"	"be"	"most"	"california"	"natives"	"unhesitatingly"	"elect"	"to"	"slow_down"	"and"	"permit"	"the"	"invading"	"car"	"free"	"access"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"me"	"traffic"	"to"	"traffic_to"	"to_me"	"me_to"	"of_traffic_to"	"traffic_to_me"	"to_me_to"	"me_to_pull_out"	"IN"	"NN"	"TO"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"one"	"recent"	"day"	"of"	"driving"	"about"	"los_angeles"	"there"	"be"	"actually"	"dozen"	"occasions"	"when"	"oncoming"	"drivers"	"stop"	"an"	"entire"	"lane"	"of"	"traffic"	"to"	"permit"	"me"	"to"	"pull_out"	"of"	"an"	"impossible"	"side"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"who"	"themselves"	"those"	"to"	"those_who"	"who_themselves"	"themselves_to"	"be_those_who"	"those_who_themselves"	"who_themselves_to"	"themselves_to_be"	"VB"	"DT"	"WP"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"khrushchev"	"door"	"therefore"	"can"	"be"	"place"	"the"	"primary"	"but"	"also"	"at_fault"	"be"	"those"	"who"	"permit"	"themselves"	"to"	"be"	"intimidate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"not"	"self-determination"	"do"	","	"do_not"	"not_self-determination"	"self-determination_,"	"which_do_not"	"do_not_self-determination"	"not_self-determination_,"	"self-determination_,_when"	"WDT"	"VBP"	"RB"	"VB"	"NN"	"ε"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"we"	"become"	"firm"	"enough"	"to"	"stand"	"for"	"those"	"ideals"	"which"	"we"	"know"	"to"	"be"	"right"	"when"	"we"	"become"	"hard"	"enough"	"to"	"to"	"aid"	"nations"	"which"	"do"	"not"	"permit"	"self-determination"	"when"	"we"	"become"	"strong"	"enough"	"to"	"resist"	"any_more"	"drifts"	"towards"	"socialism"	"in"	"our"	"own"	"nation"	"when"	"we"	"recognize"	"that"	"our"	"enemy"	"be"	"communism"	"not"	"war"	"and"	"when"	"we"	"realize"	"that"	"concessions"	"to"	"communists"	"do"	"not"	"insure"	"peace"	"or"	"freedom"	"then"	"and"	"only"	"then"	"will"	"we"	"no_longer"	"be"	"soft"	
"2:41:00::"	"grill"	"you"	"portable"	"to"	"portable_grill"	"grill_you"	"you_to"	"a_portable_grill"	"portable_grill_you"	"grill_you_to"	"you_to_toast"	"DT"	"JJ"	"NN"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"use"	"a"	"grill"	"permit"	"you"	"to"	"toast"	"the"	"buns"	"too"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"to"	"union"	"repair"	"union_be"	"be_to"	"to_repair"	"workers_union_be"	"union_be_to"	"be_to_repair"	"to_repair_a"	"NNS"	"NN"	"VB"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"recognition"	"of"	"prisoners_union"	"rule"	"that"	"no"	"member"	"an"	"iron"	"or"	"steel"	"workers"	"union"	"be"	"permit"	"to"	"repair"	"a"	"sawed-off"	"bar"	"without"	"approval"	"and"	"participation"	"of"	"representative"	"of"	"the"	"cell"	"occupant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
