"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"
"2:32:00::"	"generally"	"deductions"	"that"	"for"	"that_generally"	"generally_deductions"	"deductions_for"	"provision_that_generally"	"that_generally_deductions"	"generally_deductions_for"	"deductions_for_expenses"	"NN"	"IN"	"RB"	"VB"	"NNS"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"revenue"	"service"	"disallow"	"the"	"claim"	"a"	"law"	"provision"	"that"	"generally"	"bar"	"deductions"	"for"	"expenses"	"incur"	"in"	"connection"	"with"	"what"	"it"	"say"	"be"	"tax-exempt"	"income"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"specifically"	"hard-liquor"	"code"	"commercials"	"code_specifically"	"specifically_hard-liquor"	"hard-liquor_commercials"	"broadcasters_code_specifically"	"code_specifically_hard-liquor"	"specifically_hard-liquor_commercials"	"hard-liquor_commercials_."	"NNS"	"NN"	"RB"	"VB"	"JJ"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"national_association"	"broadcasters"	"code"	"specifically"	"bar"	"hard-liquor"	"commercials"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"laws"	"liquor"	"state"	"ads"	"state_laws"	"laws_liquor"	"liquor_ads"	"some_state_laws"	"state_laws_liquor"	"laws_liquor_ads"	"liquor_ads_,"	"DT"	"NN"	"NNS"	"VB"	"NN"	"NNS"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"why"	"then"	"with"	"these"	"voluntary"	"and"	"some"	"state"	"laws"	"bar"	"liquor"	"ads"	"be"	"it"	"necessary"	"to"	"seek"	"congressional"	"action"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"to"	"would"	"vehicular_traffic"	"would_be"	"be_to"	"to_vehicular_traffic"	"which_would_be"	"would_be_to"	"be_to_vehicular_traffic"	"to_vehicular_traffic_."	"WDT"	"MD"	"VB"	"VB"	"TO"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"plan"	"call_for"	"divide"	"the"	"into"	"sectors"	"which"	"would"	"be"	"bar"	"to"	"vehicular_traffic"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"absolute"	"to"	"an"	"recovery"	"an_absolute"	"absolute_to"	"to_recovery"	"be_an_absolute"	"an_absolute_to"	"absolute_to_recovery"	"to_recovery_by"	"VB"	"DT"	"JJ"	"NN"	"TO"	"NN"	"IN"	"secretary_of_the_treasury"	"or"	"the"	"comptroller_general"	"of"	"the"	"united_states"	"as"	"the"	"case"	"may"	"be"	"shall"	"find"	"that"	"any"	"person"	"be"	"entitled"	"to"	"any"	"such"	"payment"	"after"	"such"	"payment"	"shall"	"have"	"been"	"receive"	"by"	"such"	"person"	"shall"	"be"	"an"	"absolute"	"to"	"recovery"	"by"	"any"	"person"	"against"	"the"	"united_states"	"its"	"officer"	"agent"	"or"	"employee"	"with_respect_to"	"such"	"payment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:04::"	"the"	"and"	"to"	"grill"	"to_the"	"the_and"	"and_grill"	"back_to_the"	"to_the_and"	"the_and_grill"	"and_grill_where"	"RB"	"TO"	"DT"	"NN"	"CC"	"NN"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"taxi"	"take"	"back"	"to"	"the"	"bar"	"and"	"grill"	"where"	"he"	"had"	"leave"	"his"	"car"	"and"	"a_few"	"minute"	"later"	"he"	"find"	"a"	"parking_space"	"across"	"the"	"street"	"from"	"his"	"apartment"	"0"	"0"	
"2:41:00::"	"hospital"	"an"	"roman_catholic"	"orthopedic"	"roman_catholic_hospital"	"hospital_an"	"an_orthopedic"	"a_roman_catholic_hospital"	"roman_catholic_hospital_an"	"hospital_an_orthopedic"	"an_orthopedic_surgeon"	"DT"	"NN"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"year"	"later"	"in"	"albany"	"a"	"roman_catholic"	"hospital"	"bar"	"an"	"orthopedic"	"surgeon"	"because"	"of"	"his"	"connection"	"with"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:04::"	"some"	"if"	"in"	"he"	"in_some"	"some_if"	"if_he"	"holdin_'_forth_in_some"	"in_some_if"	"some_if_he"	"if_he_'s"	"RB"	"IN"	"DT"	"NN"	"IN"	"PRP"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"holdin_'_forth"	"some"	"bar"	"if"	"he"	"here"	"at_all"	"person"	"declare"	"glance"	"along"	"the"	"street"	"as"	"they"	"stretch"	"their"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:04::"	"the"	"."	"comb"	"∅"	"comb_the"	"the_."	"._∅"	"systematically_comb_the"	"comb_the_."	"the_._∅"	"._∅_∅"	"RB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"separate"	"they"	"take"	"different"	"side"	"of"	"main_drag"	"and"	"systematically"	"comb"	"the"	"bar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:04::"	"the"	"window"	"of"	","	"of_the"	"the_window"	"window_,"	"view_of_the"	"of_the_window"	"the_window_,"	"window_,_he"	"NN"	"IN"	"DT"	"NN"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reach"	"the"	"porch"	"beyond"	"view"	"of"	"the"	"bar"	"window"	"he"	"feverishly"	"scan"	"the"	"busy"	"street"	"below"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
