"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:31:10::;2:32:08::"	"all"	"with"	","	"fringe"	",_all"	"all_with"	"with_fringe"	"be_,_all"	",_all_with"	"all_with_fringe"	"with_fringe_areas"	"VB"	"ε"	"DT"	"VB"	"VB"	"NN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"administration"	"proposals"	"complex"	"and"	"sweeping"	"they"	"be"	"all"	"deal"	"with"	"fringe"	"areas"	"of"	"the"	"housing"	"market"	"rather_than"	"its"	"core"	"state"	"caron_s._stallard"	"first"	"vice-president"	"of"	"the"	"mortgage"	"bankers"	"association"	"of"	"america"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"literature"	"with"	"of"	"the"	"of_literature"	"literature_with"	"with_the"	"a_piece_of_literature"	"of_literature_with"	"literature_with_the"	"with_the_topic"	"RB"	"IN"	"NN"	"VB"	"DT"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"christian_faith"	"history"	"of"	"the"	"church_duties"	"of"	"church_membership"	"the"	"local"	"and"	"its"	"program"	"following"	"each"	"instruction"	"period"	"a_piece"	"of"	"literature"	"deal"	"with"	"the"	"topic"	"should"	"be"	"hand"	"each"	"one"	"for"	"further"	"reading"	"during"	"the"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"effectively"	"find"	"with"	"find_to"	"to_effectively"	"effectively_with"	"be_find_to"	"find_to_effectively"	"to_effectively_with"	"effectively_with_short-term"	"VB"	"VB"	"TO"	"VB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hayes"	"say"	"that"	"if"	"way"	"can"	"be"	"find"	"to"	"deal"	"effectively"	"with"	"short-term"	"capital"	"movements"	"between"	"nations"	"there"	"be"	"no"	"reason"	"in"	"my"	"judgment"	"why"	"the"	"international"	"financial"	"system"	"cannot"	"work"	"satisfactorily"	"for"	"at_least"	"the"	"foreseeable"	"future"	
"2:41:09::"	"in"	"with"	"be"	"communist"	"be_in"	"in_with"	"with_communist"	"decisions_be_in"	"be_in_with"	"in_with_communist"	"with_communist_aggression"	"NNS"	"VB"	"IN"	"VB"	"VB"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"effective"	"have"	"kennedy"	"first"	"foreign_policy"	"decisions"	"be"	"in"	"deal"	"with"	"communist"	"aggression"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"of"	"with"	"way"	"the"	"way_of"	"of_with"	"with_the"	"the_way_of"	"way_of_with"	"of_with_the"	"with_the_dream"	"DT"	"NN"	"IN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"earlier"	"but"	"still"	"influential"	"school"	"of"	"surrealism"	"had"	"suggest"	"the"	"way"	"of"	"deal"	"with"	"the"	"dream"	"experience"	"that"	"event"	"in_which"	"seemingly"	"incongruous"	"objects"	"are"	"link"	"together"	"through"	"the"	"curious"	"associations"	"of"	"the"	"subconscious"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:02::"	"``"	"faro"	"∅"	"?"	"∅_``"	"``_faro"	"faro_?"	"∅_∅_``"	"∅_``_faro"	"``_faro_?"	"faro_?_∅"	"ε"	"ε"	"ε"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"faro"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"is"	"with"	"he"	"subjects"	"he_is"	"is_with"	"with_subjects"	"and_he_is"	"he_is_with"	"is_with_subjects"	"with_subjects_of"	"CC"	"PRP"	"VBZ"	"VB"	"VB"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_short"	"the"	"book"	"base"	"largely"	"on"	"lectures"	"deliver"	"at"	"harvard_university"	"be"	"both"	"reliable"	"and"	"readable"	"the"	"author"	"possess"	"uncommonly"	"fine"	"english"	"style"	"he"	"is"	"deal"	"with"	"subjects"	"of"	"vast"	"importance"	"that"	"be"	"highly"	"topical"	"for"	"our"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:09::"	"to"	"with"	"ways"	"the"	"ways_to"	"to_with"	"with_the"	"new_ways_to"	"ways_to_with"	"to_with_the"	"with_the_problem"	"JJ"	"NNS"	"TO"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"are"	"evidently"	"try"	"to"	"think_of"	"new"	"ways"	"to"	"deal"	"with"	"the"	"problem"	"of"	"fear"	"these"	"days"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:10::"	"would"	"only"	","	"with"	",_would"	"would_only"	"only_with"	"say_,_would"	",_would_only"	"would_only_with"	"only_with_principles"	"VB"	"ε"	"MD"	"VB"	"RB"	"IN"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"meetings"	"in"	"zurich"	"statement"	"say"	"would"	"deal"	"only"	"with"	"principles"	"that"	"would"	"guide"	"the"	"three"	"factors"	"in"	"their"	"search"	"for"	"a"	"coalition"	"government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:08::"	"is"	"with"	"movie"	"."	"movie_is"	"is_with"	"with_."	"the_movie_is"	"movie_is_with"	"is_with_."	"with_._∅"	"DT"	"NN"	"VBZ"	"VB"	"VB"	"ε"	"ε"	"film"	"set"	"in"	"italy"	"be"	"a"	"summertime"	"splurge"	"in"	"shock"	"and"	"terror"	"all"	"shoot"	"in"	"lovely"	"sunny"	"scenery"	"so"	"breath-taking"	"that"	"at_times"	"you"	"almost"	"forget"	"the"	"horrors"	"movie"	"is"	"with"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
