"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"1:04:00::"	"federal"	"expenditure"	"most"	"in"	"most_federal"	"federal_expenditure"	"expenditure_in"	"behind_most_federal"	"most_federal_expenditure"	"federal_expenditure_in"	"expenditure_in_recent"	"IN"	"JJ"	"JJ"	"NN"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"national"	"defense"	"consideration"	"have"	"be"	"major"	"reason"	"behind"	"most"	"federal"	"training"	"expenditure"	"in"	"recent"	"decade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"education"	"."	"vocational"	"∅"	"vocational_education"	"education_."	"._∅"	"private_vocational_education"	"vocational_education_."	"education_._∅"	"._∅_∅"	"JJ"	"JJ"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"comparable"	"measure"	"be"	"available"	"of"	"and"	"expenditure"	"for"	"private"	"vocational"	"education"	"training"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"formal"	"institution"	"of"	"."	"of_formal"	"formal_institution"	"institution_."	"outside_of_formal"	"of_formal_institution"	"formal_institution_."	"institution_._∅"	"IN"	"IN"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"skilled_worker"	"industrial"	"workers"	"nevertheless"	"still"	"their"	"skill"	"outside"	"of"	"formal"	"training"	"institution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"industrial"	"is"	"and"	"provide"	"and_industrial"	"industrial_is"	"is_provide"	"trade_and_industrial"	"and_industrial_is"	"industrial_is_provide"	"is_provide_in"	"NN"	"CC"	"JJ"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"most"	"state"	"and"	"industrial"	"training"	"is"	"provide"	"in"	"a"	"minority"	"of"	"the"	"high_school"	"usually"	"located"	"in"	"the"	"larger"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"major"	"need"	"the"	"of"	"the_major"	"major_need"	"need_of"	"∅_the_major"	"the_major_need"	"major_need_of"	"need_of_a"	"ε"	"DT"	"JJ"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"major"	"training"	"need"	"of"	"a"	"new"	"industrial"	"plant"	"be"	"a"	"short"	"period"	"of"	"pre"	"employment"	"training"	"for"	"a"	"large_number"	"of"	"semiskilled"	"machine"	"operator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"employment"	"for"	"pre"	"a"	"pre_employment"	"employment_for"	"for_a"	"of_pre_employment"	"pre_employment_for"	"employment_for_a"	"for_a_large_number"	"IN"	"JJ"	"NN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"major"	"training"	"need"	"of"	"a"	"new"	"plant"	"be"	"a"	"short"	"period"	"of"	"pre"	"employment"	"training"	"for"	"a"	"large_number"	"of"	"semiskilled"	"machine"	"operator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"of"	"are"	"type"	"need"	"type_of"	"of_are"	"are_need"	"what_type_of"	"type_of_are"	"of_are_need"	"are_need_and"	"WP"	"NN"	"IN"	"NN"	"VBP"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"moreover"	"the"	"current"	"information"	"what"	"type"	"of"	"training"	"are"	"need"	"and"	"be"	"too"	"limited"	"and"	"fragmentary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"provide"	"take"	"."	"take_the"	"the_provide"	"provide_."	"to_take_the"	"take_the_provide"	"the_provide_."	"provide_._∅"	"TO"	"VB"	"DT"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"related"	"question"	"be"	"whether"	"unemployed"	"can"	"be"	"motivate"	"to"	"take"	"the"	"training"	"provide"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"is"	"if"	"aim"	"if_the"	"the_is"	"is_aim"	"poor_if_the"	"if_the_is"	"the_is_aim"	"is_aim_solely"	"JJ"	"IN"	"DT"	"NN"	"VBZ"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"training_program"	"in"	"a"	"depressed"	"area"	"may"	"have"	"few"	"enrollee"	"unless"	"there"	"be"	"some"	"prospect"	"for"	"better"	"employment"	"opportunity"	"afterwards"	"and"	"the"	"prospect"	"may"	"be"	"poor"	"if"	"the"	"training"	"is"	"aim"	"solely"	"at"	"job"	"in"	"the"	"local"	"community"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"."	"for"	"∅"	"for_the"	"the_."	"._∅"	"pay_for_the"	"for_the_."	"the_._∅"	"._∅_∅"	"VB"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"problem"	"be"	"will"	"pay"	"for"	"the"	"training"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
