"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"2:31:00::"	"be"	"if"	"not"	"some"	"not_be"	"be_if"	"if_some"	"would_not_be"	"not_be_if"	"be_if_some"	"if_some_of"	"MD"	"RB"	"VB"	"VB"	"IN"	"DT"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"would"	"not"	"be"	"surprise"	"if"	"some"	"of"	"the"	"more_than"	"members"	"of"	"the"	"group"	"be"	"interested"	"in"	"run"	"on"	"the"	"required"	"non-partisan"	"ballot"	"for"	"on"	"the"	"charter"	"commission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"kowalski"	"sterling_township"	"by"	"sterling_township_,"	",_kowalski"	"kowalski_by"	",_sterling_township_,"	"sterling_township_,_kowalski"	",_kowalski_by"	"kowalski_by_come"	"ε"	"NNP"	"ε"	"VB"	"NNP"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"neighbor"	"mrs._frank_c._smith"	"pall_mall"	"surprise"	"kowalski"	"by"	"come"	"to"	"the"	"home"	"yesterday"	"with"	"collect"	"locally"	"toward"	"the"	"funeral"	"costs"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	","	"that"	"say"	"she"	"say_,"	",_that"	"that_she"	"he_say_,"	"say_,_that"	",_that_she"	"that_she_could"	"PRP"	"VB"	"ε"	"VB"	"IN"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"i"	"could"	"he"	"surprise"	"that"	"she"	"could"	"turn"	"from"	"herself"	"and"	"notice"	"anything"	"about"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"stunned"	"and"	"the"	"offer"	"the_stunned"	"stunned_and"	"and_offer"	"cover_the_stunned"	"the_stunned_and"	"stunned_and_offer"	"and_offer_her"	"VB"	"DT"	"JJ"	"NN"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somehow"	"person"	"manage"	"cover"	"the"	"stunned"	"surprise"	"and"	"offer"	"her"	"congratulation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"faint"	"person"	"his"	"hold_up"	"his_faint"	"faint_person"	"person_hold_up"	"to_his_faint"	"his_faint_person"	"faint_person_hold_up"	"person_hold_up_his"	"TO"	"PRP$"	"JJ"	"NN"	"NNP"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"faint"	"surprise"	"person"	"hold_up"	"his"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"and"	"a"	"door"	"domestic"	"door_and"	"and_a"	"a_domestic"	"the_door_and"	"door_and_a"	"and_a_domestic"	"a_domestic_little"	"DT"	"NN"	"CC"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"start"	"back"	"for"	"house"	"see"	"a"	"light"	"in"	"the"	"open"	"the"	"door"	"and"	"surprise"	"a"	"domestic"	"little"	"scene"	"which"	"be"	"far"	"outside"	"the"	"dark"	"realm"	"of"	"murder"	"or"	"attempted"	"murder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"his"	"he"	"to"	"find"	"to_his"	"his_he"	"he_find"	"somewhat_to_his"	"to_his_he"	"his_he_find"	"he_find_that"	"RB"	"TO"	"PRP$"	"NN"	"PRP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somewhat"	"his"	"surprise"	"he"	"find"	"that"	"one"	"girl"	"whom"	"he"	"would"	"never"	"have"	"consider"	"for"	"the"	"job"	"since"	"she"	"had"	"appear"	"somewhat"	"mousy"	"and"	"also"	"had"	"be"	"in"	"the"	"office"	"a"	"relatively"	"short"	"time"	"do"	"the"	"most"	"outstanding"	"job"	"of"	"play"	"the"	"role"	"of"	"receptionist"	"show"	"wit"	"sparkle"	"and"	"aplomb"	
"1:12:00::"	"in"	"."	"breath"	"∅"	"breath_in"	"in_."	"._∅"	"his_breath_in"	"breath_in_."	"in_._∅"	"._∅_∅"	"PRP$"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"catch"	"breath"	"in"	"surprise"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:11:00::"	"great"	"to"	"no"	"person"	"no_great"	"great_to"	"to_person"	"as_no_great"	"no_great_to"	"great_to_person"	"to_person_that"	"IN"	"JJ"	"JJ"	"NN"	"TO"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"had"	"as"	"no"	"great"	"surprise"	"to"	"person"	"that"	"the"	"hot"	"water"	"in"	"the"	"shower"	"did"	"n't"	"work"	"that"	"person"	"had"	"throw_up"	"all_over"	"the"	"stairs"	"or"	"that"	"some"	"thieving"	"bastard"	"of"	"a"	"cop"	"had"	"walk_off"	"with"	"his"	"cigarette"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"were"	"to"	"we"	"find"	"we_were"	"were_to"	"to_find"	",_we_were"	"we_were_to"	"were_to_find"	"to_find_that"	"ε"	"PRP"	"VBD"	"VB"	"TO"	"VB"	"IN"	"had"	"expect"	"that"	"compulsive"	"child"	"in"	"the"	"unstructured"	"school"	"setting"	"would"	"have"	"difficulty"	"when"	"compare"	"to"	"those"	"in"	"the"	"structured"	"we"	"to"	"find"	"that"	"the"	"achievement"	"of"	"the"	"high"	"compulsive"	"within"	"the"	"school"	"where"	"the"	"whole-word_method"	"is"	"use"	"in"	"beginning"	"reading"	"compare"	"favorably"	"with"	"that"	"of"	"the"	"low"	"compulsive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"'s"	","	"voltaire"	"however"	"voltaire_'s"	"'s_,"	",_however"	"to_voltaire_'s"	"voltaire_'s_,"	"'s_,_however"	",_however_,"	"TO"	"NN"	"POS"	"NN"	"ε"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"surprise"	"however"	"their"	"host"	"give"	"them"	"fresh"	"clothes"	"to"	"put_on"	"open"	"his"	"purse"	"to"	"lend"	"them"	"money"	"and"	"sit_down"	"them"	"down"	"before"	"a"	"good"	"dinner"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"always"	"him"	"sensation"	"."	"sensation_always"	"always_him"	"him_."	"the_sensation_always"	"sensation_always_him"	"always_him_."	"him_._∅"	"DT"	"NN"	"RB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"still"	"the"	"always"	"surprise"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"the"	"in"	"see"	"her"	"see_the"	"the_in"	"in_her"	"he_see_the"	"see_the_in"	"the_in_her"	"in_her_face"	"PRP"	"VB"	"DT"	"NN"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"the"	"surprise"	"in"	"her"	"face"	"and"	"laugh"	"as_though"	"it"	"be"	"the"	"funny"	"expression"	"he"	"had"	"ever"	"see"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"certain"	","	"a"	"and"	"a_certain"	"certain_,"	",_and"	"with_a_certain"	"a_certain_,"	"certain_,_and"	",_and_then"	"IN"	"DT"	"JJ"	"NN"	"ε"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"young"	"banker"	"look"	"him"	"with"	"a"	"certain"	"surprise"	"and"	"then"	"he"	"say"	"flatly"	"i'm"	"afraid"	"i"	"can't"	"tell"	"you"	"anything"	"in_particular"	"about"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:31:00::"	"was"	"by"	"i"	"what"	"i_was"	"was_by"	"by_what"	",_i_was"	"i_was_by"	"was_by_what"	"by_what_we"	"ε"	"PRP"	"VBD"	"VB"	"IN"	"WP"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"expect"	"something"	"more_than"	"wacky"	"i"	"was"	"surprise"	"by"	"what"	"we"	"find"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:12:00::"	"her"	"by"	"show"	"tighten"	"show_her"	"her_by"	"by_tighten"	"she_show_her"	"show_her_by"	"her_by_tighten"	"by_tighten_the"	"PRP"	"VB"	"PRP$"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"her"	"surprise"	"by"	"tighten"	"the"	"rein"	"and"	"move_around"	"the"	"gelding"	"around"	"so"	"that"	"she"	"could"	"get"	"a"	"better"	"look"	"at"	"his"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
