"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"2:30:00::"	"was"	"from"	"participation"	"$"	"participation_was"	"was_from"	"from_$"	"financial_participation_was"	"participation_was_from"	"was_from_$"	"from_$_17000"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"ε"	"CD"	"a"	"still"	"greater"	"audience"	"of"	"location-minded"	"manufacturers"	"our"	"industrial"	"advertising"	"budget"	"for"	"the"	"fiscal_year"	"was"	"increase"	"from"	"to"	"and"	"industrial_building_authority"	"financial"	"participation"	"was"	"up"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"him"	"."	"hold"	"∅"	"hold_him"	"him_."	"._∅"	",_hold_him"	"hold_him_."	"him_._∅"	"._∅_∅"	"ε"	"VB"	"PRP"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"man"	"was"	"hold"	"person"	"hold"	"him"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"start"	"the"	"person"	"hill"	"person_start"	"start_the"	"the_hill"	"then_person_start"	"person_start_the"	"start_the_hill"	"the_hill_."	"RB"	"NNP"	"VB"	"RB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"start"	"up"	"the"	"hill"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"flick"	"from"	"eye"	"his"	"eye_flick"	"flick_from"	"from_his"	"'s_eye_flick"	"eye_flick_from"	"flick_from_his"	"from_his_instrument_panel"	"POS"	"NN"	"VB"	"RB"	"IN"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"flick"	"up"	"from"	"his"	"instrument_panel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"ram"	"the"	"and"	"rpm"	"and_ram"	"ram_the"	"the_rpm"	"firewall_and_ram"	"and_ram_the"	"ram_the_rpm"	"the_rpm_,"	"NN"	"CC"	"VB"	"RB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"slam"	"his"	"throttle"	"the"	"firewall"	"and"	"ram"	"up"	"the"	"rpm"	"and"	"the"	"engine"	"respond"	"as"	"if"	"it"	"had"	"been"	"wait"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"keep"	"by"	"are"	"competitive"	"are_keep"	"keep_by"	"by_competitive"	"cost_are_keep"	"are_keep_by"	"keep_by_competitive"	"by_competitive_pressure"	"NN"	"VBP"	"VB"	"JJ"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"distribution"	"are"	"keep"	"up"	"by"	"competitive"	"pressure"	"some"	"by"	"the"	"fact"	"that"	"the"	"customer"	"have"	"come"	"to"	"expect"	"certain"	"nicety"	"and"	"flourish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"look"	"into"	"had_to"	"person"	"had_to_look"	"look_into"	"into_person"	"person_had_to_look"	"had_to_look_into"	"look_into_person"	"into_person_'s"	"NNP"	"VB"	"VB"	"RB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"a"	"good"	"two"	"over"	"person"	"and"	"person"	"had_to"	"look"	"up"	"into"	"person"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"look"	"and"	"person"	"see"	"person_look"	"look_and"	"and_see"	"∅_person_look"	"person_look_and"	"look_and_see"	"and_see_her"	"ε"	"NNP"	"VB"	"RB"	"CC"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"look"	"up"	"and"	"see"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"to"	"∅"	"this"	"∅_∅"	"∅_to"	"to_this"	"∅_∅_∅"	"∅_∅_to"	"∅_to_this"	"to_this_point"	"ε"	"ε"	"ε"	"RB"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"this"	"point"	"stress"	"has"	"been"	"place"	"on"	"roleplaying"	"in_terms_of"	"individual"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"flight"	"."	"two"	"∅"	"two_flight"	"flight_."	"._∅"	",_two_flight"	"two_flight_."	"flight_._∅"	"._∅_∅"	"ε"	"JJ"	"NN"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"face"	"us"	"flight"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
