"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:17:00::"	"the"	"had"	"if"	"come_out"	"if_the"	"the_had"	"had_come_out"	"as_if_the"	"if_the_had"	"the_had_come_out"	"had_come_out_."	"IN"	"IN"	"DT"	"NN"	"VBD"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"sea"	"be"	"visible"	"ahead"	"of"	"them"	"relief"	"be"	"as"	"great"	"as"	"if"	"the"	"sun"	"had"	"come_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"the"	"be"	"and"	"hot"	"and_the"	"the_be"	"be_hot"	"change_and_the"	"and_the_be"	"the_be_hot"	"be_hot_."	"NN"	"CC"	"DT"	"NN"	"VB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"crowd"	"in"	"stands"	"for"	"a"	"change"	"and"	"the"	"sun"	"be"	"hot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	","	"lamp"	"shot"	"treatment"	"shot_,"	",_lamp"	"lamp_treatment"	"flu_shot_,"	"shot_,_lamp"	",_lamp_treatment"	"lamp_treatment_,"	"NN"	"NN"	"ε"	"NN"	"NN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"you"	"indiscriminately"	"offer"	"unnecessary"	"services"	"flu"	"shot"	"sun"	"lamp"	"treatment"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:19:00::"	"the"	","	"in"	"too"	"in_the"	"the_,"	",_too"	"lizard_in_the"	"in_the_,"	"the_,_too"	",_too_indolent"	"NN"	"IN"	"DT"	"NN"	"ε"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"might"	"be"	"that"	"certain"	"people"	"be_born"	"with"	"a"	"compulsion"	"to"	"complicate"	"their"	"while"	"could"	"live"	"blissfully"	"motionless"	"almost"	"indefinitely"	"like"	"lizard"	"in"	"the"	"sun"	"too"	"indolent"	"to"	"blink"	"their"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	","	"be"	"he"	"be_the"	"the_,"	",_he"	"she_be_the"	"be_the_,"	"the_,_he"	",_he_the"	"PRP"	"VB"	"DT"	"NN"	"ε"	"PRP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"the"	"sun"	"he"	"the"	"closest"	"planet"	"orbiting"	"around"	"her"	"the"	"rest"	"of"	"the"	"world"	"existing"	"and"	"visible"	"yet"	"removed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:17:00::"	"the"	"come"	"target_practice"	"from"	"target_practice_the"	"the_come"	"come_from"	"of_target_practice_the"	"target_practice_the_come"	"the_come_from"	"come_from_behind"	"IN"	"NN"	"DT"	"NN"	"VB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"during"	"a"	"of"	"target_practice"	"the"	"sun"	"come"	"from"	"behind"	"a"	"cloud"	"and"	"dazzle"	"the"	"marksman"	"lower"	"his"	"chance"	"of"	"a"	"bull's_eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:17:00::"	"summer"	","	"the"	"and"	"the_summer"	"summer_,"	",_and"	"in_the_summer"	"the_summer_,"	"summer_,_and"	",_and_the"	"IN"	"DT"	"NN"	"NN"	"ε"	"CC"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_york"	"lie"	"in"	"the"	"summer"	"sun"	"and"	"the"	"morning"	"fish_hawk"	"fly"	"in"	"the"	"heated"	"air"	"see"	"below"	"him"	"the"	"long"	"triangular"	"wedge"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:17:00::"	"the"	"was"	"when"	"shine"	"when_the"	"the_was"	"was_shine"	"matter_when_the"	"when_the_was"	"the_was_shine"	"was_shine_and"	"VB"	"WRB"	"DT"	"NN"	"VBD"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"what"	"did"	"matter"	"when"	"the"	"sun"	"was"	"shine"	"and"	"there"	"be"	"dream"	"to"	"dream"	"about"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:17:00::"	"the"	"in"	"into"	"time"	"into_the"	"the_in"	"in_time"	"spiral_into_the"	"into_the_in"	"the_in_time"	"in_time_much"	"VB"	"IN"	"DT"	"NN"	"IN"	"NN"	"RB"	"effect"	"person"	"person"	"and"	"person"	"which"	"be"	"a"	"retardation"	"of"	"the"	"orbital"	"motion"	"of"	"particle"	"by"	"the"	"relativistic"	"aberration"	"of"	"the"	"repulsive_force"	"of"	"the"	"impinging"	"solar_radiation"	"cause"	"the"	"dust"	"to"	"spiral"	"into"	"the"	"in"	"time"	"much"	"short"	"than"	"the"	"age"	"of"	"the"	"earth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:17:00::"	"the"	"."	"toward"	"∅"	"toward_the"	"the_."	"._∅"	"move_toward_the"	"toward_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"effect"	"cause"	"the"	"semi"	"major_axis"	"of"	"orbit"	"to"	"diminish"	"more"	"rapidly"	"than"	"the"	"semiminor_axis"	"a"	"consequent"	"tendency"	"toward"	"circular"	"orbit"	"as"	"the"	"particle"	"move"	"toward"	"the"	"sun"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
