"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"4:02:00::"	","	"during"	"period"	"the"	"period_,"	",_during"	"during_the"	"long_period_,"	"period_,_during"	",_during_the"	"during_the_growing_season"	"JJ"	"NN"	"ε"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"if"	"there"	"be"	"no"	"livestock"	"the"	"farmer"	"leave"	"the"	"farm"	"for"	"long"	"period"	"particularly"	"during"	"the"	"growing_season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"one"	"memorable"	"on"	"occasion"	"on_one"	"one_memorable"	"memorable_occasion"	"but_on_one"	"on_one_memorable"	"one_memorable_occasion"	"memorable_occasion_."	"CC"	"IN"	"JJ"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"see"	"him"	"like"	"this"	"once"	"before"	"once"	"actually"	"but"	"on"	"one"	"particularly"	"memorable"	"occasion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"with_respect_to"	"emotion"	"the"	"emotion_,"	",_with_respect_to"	"with_respect_to_the"	"the_emotion_,"	"emotion_,_with_respect_to"	",_with_respect_to_the"	"with_respect_to_the_sense"	"DT"	"NN"	"ε"	"RB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"any"	"inquiry"	"into"	"the"	"way"	"which"	"great"	"literature"	"affect"	"the"	"emotion"	"particularly"	"with_respect_to"	"the"	"sense"	"of"	"harmony"	"or"	"relief"	"of"	"tension"	"or"	"sense"	"of"	"a"	"transformed"	"inner"	"nature"	"which"	"may"	"occur"	"a"	"most"	"careful"	"exploration"	"of"	"the"	"particular"	"feature"	"of"	"the"	"experience"	"which"	"produce"	"the"	"effect"	"would"	"be"	"require"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"amused"	"be"	"."	"be_not"	"not_amused"	"amused_."	"he_be_not"	"be_not_amused"	"not_amused_."	"amused_._∅"	"PRP"	"VB"	"RB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"i"	"get"	"my"	"reference"	"in_order"	"person"	"say"	"and"	"though"	"he"	"speak"	"a"	"smile"	"person"	"somehow"	"get"	"the"	"idea"	"that"	"be"	"not"	"particularly"	"amused"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	","	"position"	"by"	"position_,"	",_,"	",_by"	"protestant_position_,"	"position_,_,"	",_,_by"	",_by_their"	"JJ"	"CC"	"ε"	"RB"	"ε"	"IN"	"PRP$"	"point_out"	"person"	"managing_editor"	"of"	"commonweal"	"catholic"	"run_roughshod"	"over"	"protestant"	"sensibility"	"in"	"this"	"matter"	"by"	"failure"	"to"	"consider"	"reasoning"	"behind"	"the"	"protestant"	"position"	"particularly"	"their"	"jibe"	"at"	"the"	"fact"	"that"	"protestant"	"opinion"	"on"	"birth_control"	"has"	"change"	"in"	"recent"	"decade"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"be"	"∅"	"this"	"∅_∅"	"∅_be"	"be_this"	"∅_∅_∅"	"∅_∅_be"	"∅_be_this"	"be_this_true"	"ε"	"ε"	"ε"	"RB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"this"	"true"	"as"	"laissez-faire"	"capitalism"	"become"	"the"	"dominant"	"credo"	"of"	"western"	"society"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"hard"	"∅"	"for"	"∅_∅"	"∅_hard"	"hard_for"	"∅_∅_∅"	"∅_∅_hard"	"∅_hard_for"	"hard_for_the"	"ε"	"ε"	"ε"	"RB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hard"	"for"	"the"	"therapist"	"to"	"grasp"	"be"	"those"	"instance"	"in_which"	"the"	"patient"	"is"	"manifest"	"an"	"introject"	"traceable"	"to"	"something"	"in"	"the"	"therapist"	"some"	"aspect"	"of"	"the"	"therapist"	"of"	"which"	"the"	"latter"	"be"	"himself"	"only"	"poorly"	"aware"	"and"	"the"	"recognition"	"of"	"which"	"as"	"a"	"part"	"of"	"himself"	"he"	"find"	"distinctly"	"unwelcome"	"0"	
"4:02:00::"	"offer"	"fruitful"	"to"	"possibility"	"to_offer"	"offer_fruitful"	"fruitful_possibility"	"appear_to_offer"	"to_offer_fruitful"	"offer_fruitful_possibility"	"fruitful_possibility_obtain"	"VB"	"TO"	"VB"	"RB"	"JJ"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"simplicity"	"of"	"the"	"molecule"	"isotopic"	"exchange"	"reaction"	"between"	"halogen"	"and"	"the"	"corresponding"	"carbon_tetrahalide"	"would"	"appear"	"to"	"offer"	"particularly"	"fruitful"	"possibility"	"obtain"	"unambiguous"	"basic"	"kinetic"	"data"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"process"	"adaptable"	"and"	"for"	"and_process"	"process_adaptable"	"adaptable_for"	"product_and_process"	"and_process_adaptable"	"process_adaptable_for"	"adaptable_for_exploitation"	"NN"	"CC"	"NN"	"RB"	"JJ"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sba"	"serve"	"also"	"as"	"a"	"for"	"information"	"on"	"product"	"and"	"process"	"particularly"	"adaptable"	"for"	"exploitation"	"by"	"small"	"firm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"in"	"floor"	"cold_weather"	"floor_,"	",_in"	"in_cold_weather"	"wet_floor_,"	"floor_,_in"	",_in_cold_weather"	"in_cold_weather_."	"JJ"	"NN"	"ε"	"RB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"this"	"be"	"senseless"	"he"	"complain"	"not"	"like"	"to"	"on"	"the"	"wet"	"floor"	"particularly"	"in"	"cold_weather"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
