"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"1:23:00::"	"hundred"	"wide"	"a_few"	"with"	"a_few_hundred"	"hundred_wide"	"wide_with"	"only_a_few_hundred"	"a_few_hundred_wide"	"hundred_wide_with"	"wide_with_just_about"	"RB"	"JJ"	"JJ"	"NN"	"JJ"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"valley"	"only"	"a_few"	"hundred"	"yard"	"wide"	"with"	"just_about"	"room"	"enough"	"for"	"a"	"properly"	"perform"	"hundred-and-eighty"	"degree"	"turn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"300"	"."	"of"	"∅"	"of_300"	"300_."	"._∅"	"distance_of_300"	"of_300_."	"300_._∅"	"._∅_∅"	"NN"	"IN"	"CD"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"inquest"	"was"	"hold"	"and"	"after"	"a"	"good_deal"	"of"	"testimony"	"about"	"the"	"anonymous"	"note"	"the"	"county"	"coroner"	"estimate"	"that"	"the"	"had"	"been"	"do"	"from"	"a"	"distance"	"of"	"yard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"hundred"	","	"three"	"that"	"three_hundred"	"hundred_,"	",_that"	"at_three_hundred"	"three_hundred_,"	"hundred_,_that"	",_that_coroner"	"IN"	"JJ"	"JJ"	"NN"	"ε"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dead"	"center"	"three"	"hundred"	"yard"	"that"	"coroner"	"say"	"he"	"grin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:02::"	"south_dakota"	"on"	"a"	"a"	"a_south_dakota"	"south_dakota_on"	"on_a"	"in_a_south_dakota"	"a_south_dakota_on"	"south_dakota_on_a"	"on_a_sizzling"	"IN"	"DT"	"NN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"beautiful"	"bed"	"of"	"pansy"	"see"	"be"	"in"	"a"	"south_dakota"	"yard"	"on"	"a"	"sizzling"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"300"	"up"	"about"	"the"	"about_300"	"300_up"	"up_the"	"∅_about_300"	"about_300_up"	"300_up_the"	"up_the_creek"	"ε"	"IN"	"CD"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yard"	"up"	"the"	"creek"	"be"	"a"	"cluster"	"of"	"mexican"	"house"	"contain"	"six"	"room"	"in"	"the"	"form"	"of"	"a"	"square"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"-"	"hole"	"508"	","	"508_-"	"-_hole"	"hole_,"	"a_508_-"	"508_-_hole"	"-_hole_,"	"hole_,_person"	"DT"	"CD"	"ε"	"NN"	"NN"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"narrow"	"of"	"a"	"yard"	"hole"	"person"	"whip"	"into"	"his"	"second"	"shot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:02::"	"the"	"and"	"across"	"into"	"across_the"	"the_and"	"and_into"	"speed_across_the"	"across_the_and"	"the_and_into"	"and_into_the"	"VB"	"IN"	"DT"	"NN"	"CC"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"run"	"out"	"into"	"downpour"	"speed"	"across"	"the"	"yard"	"and"	"into"	"the"	"buggy"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"-"	"run"	"600"	"in"	"600_-"	"-_run"	"run_in"	"the_600_-"	"600_-_run"	"-_run_in"	"run_in_the"	"DT"	"CD"	"ε"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"swift"	"stride"	"jamaican"	"set"	"a"	"record"	"in"	"the"	"yard"	"run"	"in"	"the"	"group"	"track_meet"	"tonight"	"beat"	"group"	"person"	"in"	"a"	"hot"	"duel"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:23:00::"	"5"	"."	"by"	"∅"	"by_5"	"5_."	"._∅"	"king_by_5"	"by_5_."	"5_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"who"	"set"	"the"	"world_record"	"earlier"	"this"	"month"	"in"	"new_york"	"with"	"a"	"clocking"	"of"	"wiped_out"	"person"	"early"	"pace"	"and"	"beat"	"young"	"big_10"	"quarter_mile"	"king"	"by"	"yard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:02::"	"the"	"bring_up"	"in"	"person"	"in_the"	"the_bring_up"	"bring_up_person"	"horse_in_the"	"in_the_bring_up"	"the_bring_up_person"	"bring_up_person_up"	"NN"	"IN"	"DT"	"NN"	"VB"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"week"	"after"	"location"	"sound"	"of"	"horse"	"in"	"the"	"yard"	"bring_up"	"person"	"up"	"in"	"shock"	"from"	"an"	"afternoon"	"rest"	"when"	"she"	"see"	"the"	"federal"	"soldier"	"from"	"her"	"upstairs"	"window"	"0"	"0"	"0"	"0"	"0"	"0"	
