"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"	"A133"	"A134"	"A135"	"A136"
"1:14:00::"	"international"	","	"of"	"a"	"of_international"	"international_,"	",_a"	"dozens_of_international"	"of_international_,"	"international_,_a"	",_a_news_item"	"NN"	"IN"	"JJ"	"NN"	"ε"	"DT"	"NN"	"policy"	"officer"	"may"	"be"	"move"	"to"	"think"	"hard"	"about"	"a"	"problem"	"by"	"any"	"of"	"an"	"infinite"	"variety"	"of"	"stimulus"	"an"	"idea"	"in"	"his"	"own"	"head"	"the"	"suggestion"	"of"	"a"	"colleague"	"a"	"question"	"from"	"the"	"secretary"	"or"	"the"	"president"	"a"	"proposal"	"by"	"another"	"department"	"a"	"communication"	"from"	"a"	"foreign"	"government"	"or"	"an"	"american"	"ambassador"	"abroad"	"the"	"filing"	"of"	"an"	"item"	"for"	"the"	"agenda"	"of"	"the"	"united_nations"	"or"	"any"	"of"	"dozens"	"of"	"international"	"a"	"news_item"	"read"	"at"	"the"	"breakfast_table"	"a"	"question"	"to"	"the"	"president"	"or"	"the"	"secretary"	"at"	"a"	"news_conference"	"a"	"speech"	"by"	"a"	"senator"	"or"	"congressman"	"an"	"article"	"in"	"a"	"periodical"	"a"	"resolution"	"from"	"a"	"national"	"organization"	"a"	"request"	"for"	"assistance"	"from"	"some"	"private"	"american"	"interest"	"abroad"	"etcetera"	"ad_infinitum"	
"1:08:00::"	"the"	"contain"	"because"	"so"	"because_the"	"the_contain"	"contain_so"	"∅_because_the"	"because_the_contain"	"the_contain_so"	"contain_so_much"	"ε"	"IN"	"DT"	"NN"	"VB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"body"	"contain"	"so"	"much"	"liquid"	"transmission"	"of"	"ultrasonic"	"signal"	"proceed"	"fairly"	"well"	"in"	"muscle"	"and"	"blood_vessel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"prostrate"	"of"	"the"	"france"	"the_prostrate"	"prostrate_of"	"of_france"	"with_the_prostrate"	"the_prostrate_of"	"prostrate_of_france"	"of_france_'s"	"IN"	"DT"	"JJ"	"NN"	"IN"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"location"	"is"	"literally"	"this"	"summer"	"with"	"the"	"prostrate"	"body"	"of"	"france"	"beat-up"	"beatnik"	"jeunes_filles"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"flexible"	"("	","	"we"	",_flexible"	"flexible_("	"(_we"	"strong_,_flexible"	",_flexible_("	"flexible_(_we"	"(_we_are"	"JJ"	"ε"	"JJ"	"NN"	"ε"	"PRP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"be"	"beginning"	"but"	"correctly"	"learn"	"they"	"prepare"	"for"	"satisfying"	"and"	"stunt"	"that"	"can"	"be"	"perform"	"by"	"a"	"strong"	"flexible"	"body"	"we"	"are"	"not"	"talk"	"of"	"eccentric"	"extreme"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"the"	"beautiful"	"of"	"he"	"of_the"	"the_beautiful"	"beautiful_he"	"power_of_the"	"of_the_beautiful"	"the_beautiful_he"	"beautiful_he_see"	"NN"	"IN"	"DT"	"NN"	"JJ"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"possibility"	"the"	"speed"	"power"	"of"	"the"	"body"	"beautiful"	"he"	"see"	"before"	"him"	"person"	"want"	"no."	"to"	"be"	"not_only"	"the"	"best"	"home_run"	"hitter"	"but"	"also"	"the"	"best"	"bunter"	"base_runner"	"and"	"outfielder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"in"	"move"	"any"	"move_his"	"his_in"	"in_any"	"to_move_his"	"move_his_in"	"his_in_any"	"in_any_way"	"VB"	"VB"	"PRP$"	"NN"	"RB"	"RB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"patient"	"was"	"allow"	"to"	"move"	"his"	"body"	"in"	"any"	"way"	"at_all"	"the"	"following"	"striking"	"result"	"occur"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"'s"	"rescind"	"action"	"rescind_the"	"the_'s"	"'s_action"	"to_rescind_the"	"rescind_the_'s"	"the_'s_action"	"'s_action_of"	"TO"	"VB"	"DT"	"NN"	"POS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"will"	"offer"	"a"	"resolution"	"in"	"the"	"group"	"to"	"rescind"	"the"	"body"	"action"	"of"	"friday"	"in"	"voting"	"itself"	"a"	"per"	"day"	"increase"	"in"	"expense"	"allowance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"the"	"had"	"and"	"been"	"and_the"	"the_had"	"had_been"	"examination_and_the"	"and_the_had"	"the_had_been"	"had_been_remove"	"NN"	"CC"	"DT"	"NN"	"VBD"	"VBN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"me"	"boy"	"had"	"finish"	"on-the-spot"	"examination"	"and"	"the"	"body"	"had"	"been"	"remove"	"for"	"autopsy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"the"	","	"∅"	"sense"	"∅_the"	"the_,"	",_sense"	"∅_∅_the"	"∅_the_,"	"the_,_sense"	",_sense_and"	"ε"	"ε"	"DT"	"NN"	"ε"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"body"	"sense"	"and"	"brain"	"in_common_with"	"all"	"matter"	"have"	"their"	"counterpart"	"on"	"each"	"of"	"a"	"countless"	"number"	"of"	"frequency"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	"with"	"of"	"an"	"of_his"	"his_with"	"with_an"	"part_of_his"	"of_his_with"	"his_with_an"	"with_an_x"	"NN"	"IN"	"PRP$"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"ease"	"his"	"rifle"	"safety"	"off"	"and"	"gently"	"slowly"	"sneak"	"another"	"clip"	"of"	"ammunition"	"one"	"of"	"the"	"cloth"	"bandoleer"	"that"	"mark"	"the"	"upper"	"part"	"of"	"his"	"body"	"with"	"an"	"x"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
