"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"5:00:00:individual:00"	"of"	"enterprise"	"need"	"list"	"need_of"	"of_enterprise"	"enterprise_list"	"labor_need_of"	"need_of_enterprise"	"of_enterprise_list"	"enterprise_list_in"	"NN"	"NN"	"IN"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"decide"	"on"	"the"	"enterprise"	"to"	"be"	"manage"	"by"	"family"	"labor"	"compare"	"the"	"amount"	"labor"	"that"	"can"	"be"	"supply"	"by"	"the"	"family"	"with"	"the"	"labor"	"need"	"of"	"various"	"enterprise"	"list"	"in"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"the"	"revetment"	"at"	"spread"	"at_the"	"the_revetment"	"revetment_spread"	"off_at_the"	"at_the_revetment"	"the_revetment_spread"	"revetment_spread_through"	"IN"	"IN"	"DT"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"truck"	"drop"	"off"	"at"	"the"	"various"	"revetment"	"spread"	"through"	"the"	"jungle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"to"	"projection"	"lead"	"for"	"lead_to"	"to_projection"	"projection_for"	"could_lead_to"	"lead_to_projection"	"to_projection_for"	"projection_for_the"	"MD"	"VB"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"interpretation"	"of"	"the"	"role"	"of"	"residence"	"the"	"economy"	"of"	"middle-class"	"culture"	"could"	"lead"	"to"	"various"	"projection"	"for"	"the"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"in"	"part"	"purpose"	"of"	"purpose_in"	"in_part"	"part_of"	"consumptive_purpose_in"	"purpose_in_part"	"in_part_of"	"part_of_the"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"study"	"method"	"for"	"the"	"recovery"	"and"	"marketing"	"of"	"commercially"	"valuable"	"by-product"	"result"	"from"	"the"	"conversion"	"of"	"saline"	"water"	"and"	"undertake"	"economic"	"study"	"and"	"survey"	"to"	"determine"	"present"	"and"	"prospective"	"cost"	"produce"	"water"	"for"	"beneficial"	"consumptive"	"purpose"	"in"	"various"	"part"	"of"	"the"	"united_states"	"by"	"the"	"leading"	"saline"	"water"	"process"	"as"	"compare"	"with"	"standard"	"method"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"of"	"sort"	"work-study_program"	"-"	"work-study_program_of"	"of_sort"	"sort_-"	",_work-study_program_of"	"work-study_program_of_sort"	"of_sort_-"	"sort_-_these"	"ε"	"NN"	"IN"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"adult_education"	"course"	"of"	"various"	"sort"	"these"	"be"	"all"	"evidence"	"of"	"a"	"continuing"	"interest"	"of"	"the"	"school"	"in"	"further"	"educational"	"opportunity"	"for"	"out-of-school"	"youth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"the"	"kind"	"him"	"of"	"him_the"	"the_kind"	"kind_of"	"give_him_the"	"him_the_kind"	"the_kind_of"	"kind_of_board"	"VB"	"PRP"	"DT"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"had"	"do"	"some"	"figure"	"on"	"scrap"	"of"	"paper"	"and"	"give"	"him"	"the"	"various"	"kind"	"of"	"board"	"and"	"two-by-four"	"which"	"properly"	"handle"	"would"	"he"	"had"	"assure"	"him"	"turn_into"	"a"	"workbench"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:individual:00"	"the"	"part"	"with"	"label"	"with_the"	"the_part"	"part_label"	"8_with_the"	"with_the_part"	"the_part_label"	"part_label_."	"JJ"	"IN"	"DT"	"JJ"	"NN"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"cross_section"	"of"	"a"	"normal"	"lower"	"human"	"is"	"show"	"in"	"fig"	"with"	"the"	"various"	"part"	"label"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"in"	"field"	"apply"	"."	"apply_in"	"in_field"	"field_."	"been_apply_in"	"apply_in_field"	"in_field_."	"field_._∅"	"VBN"	"VB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"knowledge"	"gain"	"from"	"study"	"wave"	"has"	"been"	"apply"	"in"	"various"	"field"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"in"	"kind"	"vocalize"	"of"	"vocalize_in"	"in_kind"	"kind_of"	"would_vocalize_in"	"vocalize_in_kind"	"in_kind_of"	"kind_of_voice"	"MD"	"VB"	"IN"	"JJ"	"NN"	"IN"	"NN"	"woman"	"had"	"be"	"so"	"filled"	"with"	"a"	"chaotic"	"variety"	"of"	"introject"	"that"	"at_times"	"when"	"she"	"be"	"in"	"her"	"room"	"alone"	"it"	"would"	"sound"	"to"	"a"	"passerby"	"as"	"though"	"there"	"be"	"several"	"different"	"person"	"in"	"the"	"room"	"as"	"would"	"vocalize"	"in"	"kind"	"of"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:02:different:00"	"of"	"feeling"	"expression"	"and"	"expression_of"	"of_feeling"	"feeling_and"	"condensed_expression_of"	"expression_of_feeling"	"of_feeling_and"	"feeling_and_idea"	"JJ"	"NN"	"IN"	"JJ"	"NN"	"CC"	"NN"	"0"	"0"	"as"	"i"	"have"	"been"	"intimate"	"in"	"the"	"schizophrenic"	"and"	"perhaps"	"also"	"in"	"the"	"dream"	"of"	"the"	"neurotic"	"this"	"be"	"a"	"question"	"which"	"i"	"have"	"no"	"wish"	"to"	"take_up"	"condensation"	"be"	"a"	"phenomenon"	"in"	"one"	"find"	"not"	"a"	"condensed"	"of"	"various"	"feeling"	"and"	"idea"	"which"	"be"	"at"	"an"	"unconscious"	"level"	"well"	"sort_out"	"but"	"rather"	"a"	"condensed"	"expression"	"of"	"feeling"	"and"	"idea"	"which"	"even"	"in"	"the"	"unconscious"	"have"	"yet"	"to"	"become"	"well"	"differentiated"	"from"	"one"	"another"	
