"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"
"2:41:01::"	"is"	"its"	","	"fourth"	",_is"	"is_its"	"its_fourth"	"music_,_is"	",_is_its"	"is_its_fourth"	"its_fourth_anniversary"	"NN"	"ε"	"VBZ"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"weekly"	"showcase"	"for"	"contemporary"	"music"	"from"	"the"	"austere"	"archaism"	"of"	"to"	"the"	"bleeps"	"and"	"bloops"	"of"	"electronic"	"music"	"is"	"celebrate"	"its"	"fourth"	"anniversary"	"this"	"month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"who"	"her"	","	"birthday"	",_who"	"who_her"	"her_birthday"	"mrs._j._clinton_bowman_,_who"	",_who_her"	"who_her_birthday"	"her_birthday_on"	"NNP"	"ε"	"WP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mrs._j._edward_hackstaff"	"and"	"mrs._paul_luette"	"are"	"plan"	"a"	"luncheon"	"week"	"in"	"honor"	"of"	"mrs._j._clinton_bowman"	"who"	"celebrate"	"her"	"birthday"	"on"	"tuesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"who"	"the"	"those"	"first"	"those_who"	"who_the"	"the_first"	"from_those_who"	"those_who_the"	"who_the_first"	"the_first_thanksgiving_day"	"IN"	"DT"	"WP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"who"	"are"	"live"	"today"	"may"	"a"	"valuable"	"lesson"	"from"	"those"	"who"	"celebrate"	"the"	"first"	"thanksgiving_day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"being"	"simultaneously"	"is"	"with"	"is_being"	"being_simultaneously"	"simultaneously_with"	"king_james_bible_is_being"	"is_being_simultaneously"	"being_simultaneously_with"	"simultaneously_with_the"	"NNP"	"VBZ"	"VBG"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"th"	"anniversary"	"of"	"king_james_bible"	"is"	"being"	"celebrate"	"simultaneously"	"with"	"the"	"publishing"	"today"	"of"	"the"	"new_testament"	"the"	"first"	"part"	"of"	"the"	"new_english_bible"	"undertake"	"as"	"a"	"new"	"translation"	"of"	"the"	"scriptures"	"into"	"contemporary"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"matron"	"thirty-five"	"one"	"years"	"one_matron"	"matron_thirty-five"	"thirty-five_years"	"why_one_matron"	"one_matron_thirty-five"	"matron_thirty-five_years"	"thirty-five_years_of"	"WRB"	"CD"	"NN"	"VB"	"CD"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"such"	"understanding"	"help"	"explain"	"why"	"one"	"matron"	"celebrate"	"thirty-five"	"years"	"of"	"married"	"life"	"could"	"declare"	"with"	"some"	"pride"	"that"	"her"	"husband"	"had"	"never"	"see"	"her"	"entirely"	"naked"	"while"	"another"	"woman"	"boast"	"an"	"equal"	"number"	"of"	"years"	"of"	"married"	"life"	"be"	"proud"	"of"	"having"	"share"	"the"	"nudist"	"way_of_life"	"the"	"really"	"free"	"natural"	"nude"	"life"	"for"	"most_of"	"that"	"period"	
"2:41:02::"	"is"	"at"	"mist"	"niagara_falls"	"mist_is"	"is_at"	"at_niagara_falls"	"the_mist_is"	"mist_is_at"	"is_at_niagara_falls"	"at_niagara_falls_through"	"DT"	"NNP"	"VBZ"	"VB"	"IN"	"NN"	"VB"	"is"	"honor"	"at"	"benson"	"n._c."	"sept."	"and"	"at"	"boron"	"calif."	"sept."	"oct."	"while"	"the"	"legend"	"of"	"the"	"maid"	"of"	"the"	"mist"	"is"	"celebrate"	"niagara_falls"	"through"	"the"	"th"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"dr._w._a._swim"	"his"	"when"	"75"	"when_dr._w._a._swim"	"dr._w._a._swim_his"	"his_75"	"∅_when_dr._w._a._swim"	"when_dr._w._a._swim_his"	"dr._w._a._swim_his_75"	"his_75_th"	"ε"	"WRB"	"NNP"	"VB"	"PRP$"	"CD"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dr._w._a._swim"	"celebrate"	"his"	"th"	"birthday"	"at"	"the"	"wilshire"	"country_club"	"guests"	"come"	"by"	"chartered"	"plane"	"from"	"all_over"	"the"	"country"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"is"	"its"	"year"	"golden"	"year_is"	"is_its"	"its_golden"	"this_year_is"	"year_is_its"	"is_its_golden"	"its_golden_anniversary"	"DT"	"NN"	"VBZ"	"VB"	"PRP$"	"JJ"	"NN"	"will"	"be"	"present"	"by"	"a._trichieri"	"italian"	"consul"	"general"	"in"	"boston"	"at"	"a"	"ceremony"	"at"	"p."	"m."	"dec."	"at"	"the"	"plant"	"which"	"this"	"year"	"celebrate"	"its"	"golden"	"anniversary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"of"	"miner"	"trade"	"and"	"trade_of"	"of_miner"	"miner_and"	"the_trade_of"	"trade_of_miner"	"of_miner_and"	"miner_and_teamster"	"DT"	"NN"	"IN"	"VB"	"NN"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"no"	"less"	"than"	"six"	"or"	"seven"	"saloon"	"in"	"location"	"count"	"the"	"lower_class"	"dive"	"all"	"vie"	"for"	"the"	"trade"	"of"	"celebrate"	"miner"	"and"	"teamster"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"to"	"."	"mood"	"∅"	"mood_to"	"to_."	"._∅"	"a_mood_to"	"mood_to_."	"to_._∅"	"._∅_∅"	"DT"	"NN"	"TO"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"the"	"first"	"of"	"two"	"double"	"person"	"who"	"be"	"in"	"a"	"mood"	"to"	"celebrate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
