"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:38:02::"	","	"a"	"muscle"	"home_run"	"muscle_,"	",_a"	"a_home_run"	"of_muscle_,"	"muscle_,_a"	",_a_home_run"	"a_home_run_450"	"IN"	"NN"	"ε"	"VB"	"DT"	"NN"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"mickey_charles_mantle"	"the"	"new_york"	"yankees"	"of"	"muscle"	"drive"	"a"	"home_run"	"feet"	"into"	"the"	"bleachers"	"his"	"feat"	"touch"	"upon"	"the_sublime"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	","	"stocks"	"months"	"of"	"months_,"	",_stocks"	"stocks_of"	"few_months_,"	"months_,_stocks"	",_stocks_of"	"stocks_of_all"	"JJ"	"NNS"	"ε"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"first"	"the"	"general"	"stock_market"	"has"	"been"	"boiling"	"for"	"the"	"last"	"few"	"months"	"drive"	"stocks"	"of"	"all"	"kinds"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	","	"to"	"later"	"the"	"later_,"	",_to"	"to_the"	"hour_later_,"	"later_,_to"	",_to_the"	"to_the_beach"	"NN"	"RB"	"ε"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"man"	"come_out"	"hour"	"later"	"drive"	"to"	"the"	"beach"	"turn"	"right"	"and"	"after"	"half"	"a"	"mile"	"go"	"to"	"the"	"swim"	"and"	"tan_motel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	","	"down"	"car"	"to"	"car_,"	",_down"	"down_to"	"the_car_,"	"car_,_down"	",_down_to"	"down_to_the"	"DT"	"NN"	"ε"	"VB"	"RB"	"TO"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"get_in"	"car"	"drive"	"down"	"to"	"the"	"drive-in"	"and"	"order"	"a_couple_of"	"hamburgers"	"with"	"everything_included"	"a"	"cup"	"of"	"coffee"	"and"	"the"	"fastest"	"service"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"keep_on"	"yours"	"better"	"''"	"better_keep_on"	"keep_on_yours"	"yours_''"	"'d_better_keep_on"	"better_keep_on_yours"	"keep_on_yours_''"	"yours_''_,"	"MD"	"JJR"	"VB"	"VB"	"PRP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"better"	"drive"	"yours"	"shayne"	"decide"	"because"	"i"	"be"	"go_on"	"over"	"to"	"the"	"beach"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"shayne"	"east"	","	"to"	",_shayne"	"shayne_east"	"east_to"	"car_,_shayne"	",_shayne_east"	"shayne_east_to"	"east_to_biscayne_boulevard"	"NN"	"ε"	"NNP"	"VB"	"JJ"	"TO"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"rourke"	"shayne"	"drive"	"east"	"to"	"biscayne_boulevard"	"and"	"north"	"toward"	"felice_perrin"	"address"	"which"	"had"	"been"	"give"	"to"	"him"	"by"	"the"	"peralta"	"governess"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"shayne"	"westward"	"∅"	"from"	"∅_shayne"	"shayne_westward"	"westward_from"	"∅_∅_shayne"	"∅_shayne_westward"	"shayne_westward_from"	"westward_from_the"	"ε"	"ε"	"NNP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"drive"	"westward"	"from"	"the"	"boulevard"	"slowly"	"let"	"rourke"	"crane"	"his"	"head"	"out"	"the"	"window"	"and"	"watch"	"for"	"street"	"numbers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"to"	"car"	"the"	"car_,"	",_to"	"to_the"	"the_car_,"	"car_,_to"	",_to_the"	"to_the_water"	"DT"	"NN"	"ε"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"boatmen"	"lucky"	"enough"	"to"	"have"	"facilities"	"for"	"year"	"round"	"anchorage"	"for"	"their"	"craft"	"will"	"recall"	"the"	"tedious"	"procedure"	"of"	"load"	"gear"	"into"	"the"	"car"	"drive"	"to"	"the"	"water"	"and"	"make"	"trip"	"after"	"trip"	"to"	"transfer"	"the"	"gear"	"to"	"the"	"boat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"never"	"more_than"	"who"	"five"	"who_never"	"never_more_than"	"more_than_five"	"lady_who_never"	"who_never_more_than"	"never_more_than_five"	"more_than_five_miles"	"NN"	"WP"	"RB"	"VB"	"RB"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"designers"	"manufacturers"	"have"	"produce"	"models"	"for"	"purchasers"	"who"	"run"	"the"	"gamut"	"a"	"nautical"	"version"	"of"	"the"	"elderly"	"pasadena"	"lady"	"who"	"never"	"drive"	"more_than"	"five"	"miles"	"an"	"hour"	"on"	"her"	"once-a-month"	"ride"	"around"	"the"	"block"	"to"	"the"	"sportiest"	"boatman"	"who"	"insist"	"on"	"all"	"the"	"dash"	"color"	"flair"	"and"	"speed"	"to"	"encompass"	"in"	"a"	"single"	"boat"	
"2:38:01::"	"die"	"in"	"who"	"the"	"who_die"	"die_in"	"in_the"	"nobleman_who_die"	"who_die_in"	"die_in_the"	"in_the_mille_miglia"	"NN"	"WP"	"VB"	"VB"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"a"	"year"	"ago"	"it"	"was"	"bruit"	"that"	"the"	"primary"	"character"	"in"	"erich_maria_remarque"	"new"	"novel"	"base"	"on"	"the"	"marquis_alfonso"	"de"	"portago"	"spanish"	"nobleman"	"who"	"die"	"drive"	"in"	"the"	"mille_miglia"	"automobile_race"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
