"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"2:30:01::"	"in"	"immobility"	"succeed"	"to"	"succeed_in"	"in_immobility"	"immobility_to"	"ingestion_succeed_in"	"succeed_in_immobility"	"in_immobility_to"	"immobility_to_mobility"	"NN"	"VB"	"VB"	"VB"	"NN"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"alcohol"	"succeed"	"in"	"change"	"immobility"	"to"	"mobility"	"quite"	"strikingly"	"in"	"one"	"pilot"	"subject"	"the"	"only"	"one"	"with"	"whom"	"this"	"technique"	"was"	"try"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"their"	"them"	"opposition"	"them_to"	"to_their"	"their_opposition"	"persuade_them_to"	"them_to_their"	"to_their_opposition"	"their_opposition_to"	"VB"	"PRP"	"TO"	"VB"	"PRP$"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"senate_republican_leader_dirksen"	"ill"	"and"	"house_republican_leader_charles_halleck"	"ind"	"say"	"the"	"message"	"did"	"persuade"	"them"	"to"	"change"	"their"	"opposition"	"to"	"compulsory"	"medical"	"insurance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"was"	"from"	"reproduction"	"varityping"	"reproduction_was"	"was_from"	"from_varityping"	"photo-offset_reproduction_was"	"reproduction_was_from"	"was_from_varityping"	"from_varityping_to"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"begin"	"with"	"the"	"october"	"issue"	"of"	"the"	"journal"	"the"	"of"	"production"	"of"	"copy"	"for"	"photo-offset"	"reproduction"	"was"	"change"	"from"	"varityping"	"to"	"hot"	"typesetting"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"eating"	"by"	","	"nearly"	",_eating"	"eating_by"	"by_nearly"	"centuries_,_eating"	",_eating_by"	"eating_by_nearly"	"by_nearly_imperceptible"	"NNS"	"ε"	"NN"	"VB"	"IN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"previous"	"eating"	"change"	"by"	"nearly"	"imperceptible"	"degrees"	"and"	"mostly"	"toward"	"just"	"get"	"enough"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:04::"	"to"	"his"	"bedroom"	"slippers"	"bedroom_to"	"to_his"	"his_slippers"	"the_bedroom_to"	"bedroom_to_his"	"to_his_slippers"	"his_slippers_for"	"DT"	"NN"	"TO"	"VB"	"PRP$"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"he"	"turn_over"	"the"	"telephone"	"over"	"rourke"	"and"	"go_into"	"the"	"bedroom"	"to"	"change"	"his"	"slippers"	"for"	"dry"	"socks"	"and"	"shoes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"not"	";"	"had"	"he"	"had_not"	"not_;"	";_he"	"themselves_had_not"	"had_not_;"	"not_;_he"	";_he_had"	"PRP"	"VBD"	"RB"	"VB"	"ε"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pains"	"had"	"not"	"change"	"he"	"had"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"victims"	"in"	"and"	"appearance"	"and_victims"	"victims_in"	"in_appearance"	",_and_victims"	"and_victims_in"	"victims_in_appearance"	"in_appearance_,"	"ε"	"CC"	"NNS"	"VB"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thus"	"events"	"and"	"victims"	"change"	"in"	"appearance"	"and"	"new"	"ones"	"arrive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"her"	"ability"	"methods"	"ability_to"	"to_her"	"her_methods"	"'s_ability_to"	"ability_to_her"	"to_her_methods"	"her_methods_is"	"POS"	"NN"	"TO"	"VB"	"PRP$"	"NNS"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"church"	"to"	"change"	"her"	"methods"	"is"	"going_to"	"determine"	"her"	"ability"	"to"	"meet"	"the"	"challenge"	"of_this"	"hour"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"can"	"their"	"that"	"meaning"	"that_can"	"can_their"	"their_meaning"	"junctures_that_can"	"that_can_their"	"can_their_meaning"	"their_meaning_from"	"NNS"	"WDT"	"MD"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_other_words"	"like"	"automation"	"machines"	"design"	"to"	"work"	"in"	"tandem"	"they"	"share"	"the"	"same"	"programming"	"a"	"mutual_understanding"	"not_only"	"of"	"english"	"words"	"of"	"the"	"four"	"stresses"	"pitches"	"and"	"junctures"	"that"	"can"	"change"	"their"	"meaning"	"from"	"black"	"to"	"white"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:02::"	"when"	"from"	"∅"	"one"	"∅_when"	"when_from"	"from_one"	"∅_∅_when"	"∅_when_from"	"when_from_one"	"from_one_color"	"ε"	"ε"	"WRB"	"VB"	"IN"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"change"	"from"	"one"	"color"	"to"	"another"	"whether"	"work_on"	"right"	"or"	"wrong"	"side"	"pick_up"	"the"	"new"	"strand"	"from"	"underneath"	"drop"	"strand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
