"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"
"5:00:00:added:00"	"make"	"payment"	"to"	"of"	"to_make"	"make_payment"	"payment_of"	"∅_to_make"	"to_make_payment"	"make_payment_of"	"payment_of_not"	"ε"	"TO"	"VB"	"JJ"	"NN"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"make"	"additional"	"payment"	"of"	"not"	"to"	"exceed"	"per_centum"	"of"	"the"	"unpaid"	"principal"	"of"	"award"	"in"	"the"	"principal"	"amount"	"of"	"more_than"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"an"	"burden"	"be"	"if"	"be_an"	"an_burden"	"burden_if"	"may_be_an"	"be_an_burden"	"an_burden_if"	"burden_if_the"	"MD"	"VB"	"DT"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"farm"	"be"	"an"	"additional"	"burden"	"if"	"the"	"main"	"job"	"is"	"lose"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"any"	"employee"	"restrict"	"benefit"	"restrict_any"	"any_employee"	"employee_benefit"	"consider_restrict_any"	"restrict_any_employee"	"any_employee_benefit"	"employee_benefit_to"	"VB"	"VB"	"DT"	"JJ"	"NN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"can"	"you"	"restrict"	"any"	"additional"	"employee"	"benefit"	"to"	"those"	"pay"	"for"	"by"	"profit_sharing"	"money"	"such_as"	"was"	"do"	"in"	"the"	"union"	"contract"	"recently"	"sign"	"by"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"limit"	"holiday"	"to"	"to"	"to_limit"	"limit_holiday"	"holiday_to"	"plan_to_limit"	"to_limit_holiday"	"limit_holiday_to"	"holiday_to_area"	"VB"	"TO"	"VB"	"JJ"	"NN"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"to"	"limit"	"additional"	"holiday"	"to"	"area"	"and"	"or"	"industrial"	"pattern"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"operate"	"communication_system"	"of"	"in"	"of_operate"	"operate_communication_system"	"communication_system_in"	"cost_of_operate"	"of_operate_communication_system"	"operate_communication_system_in"	"communication_system_in_the"	"NN"	"IN"	"VB"	"JJ"	"NN"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"substantial"	"increase"	"is"	"in"	"the"	"cost"	"of"	"operate"	"additional"	"communication_system"	"in"	"the"	"air"	"defense_program"	"as_well"	"as"	"in"	"all"	"program"	"where"	"speed"	"and"	"security"	"of"	"communication"	"be"	"essential"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"recommend"	"acquisition"	"am"	"of"	"am_recommend"	"recommend_acquisition"	"acquisition_of"	"i_am_recommend"	"am_recommend_acquisition"	"recommend_acquisition_of"	"acquisition_of_the"	"PRP"	"VBP"	"VB"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"recommend"	"additional"	"acquisition"	"of"	"the"	"improved"	"version"	"of"	"the"	"b-52"	"the"	"b-52_h"	"with"	"the"	"new"	"turbofan_engine"	"and"	"procurement"	"of"	"the"	"b-58"	"supersonic"	"medium"	"bomber"	"together"	"with"	"the"	"support"	"refueling"	"tanker"	"in"	"each"	"case"	
"5:00:00:added:00"	"fiscal_year"	"quantity"	"coming"	"of"	"coming_fiscal_year"	"fiscal_year_quantity"	"quantity_of"	"the_coming_fiscal_year"	"coming_fiscal_year_quantity"	"fiscal_year_quantity_of"	"quantity_of_atlas"	"DT"	"JJ"	"NN"	"JJ"	"NN"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"coming"	"fiscal_year"	"additional"	"quantity"	"of"	"atlas"	"titan"	"and"	"polaris"	"missile"	"also"	"will"	"be"	"procure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"an"	"factor"	"and"	"was"	"and_an"	"an_factor"	"factor_was"	"∅_and_an"	"and_an_factor"	"an_factor_was"	"factor_was_help"	"ε"	"CC"	"DT"	"JJ"	"NN"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"additional"	"factor"	"was"	"help"	"to"	"make"	"woman"	"more"	"sexually"	"self-assertive"	"the"	"comparatively"	"recent"	"discovery"	"of"	"the"	"true"	"depth"	"of"	"female"	"desire"	"and"	"response"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"owe"	"tax"	"you"	","	"you_owe"	"owe_tax"	"tax_,"	"show_you_owe"	"you_owe_tax"	"owe_tax_,"	"tax_,_it"	"VB"	"PRP"	"VB"	"JJ"	"NN"	"ε"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"your"	"computation"	"on"	"or"	"form_1040_a"	"show"	"you"	"owe"	"additional"	"tax"	"it"	"should"	"be"	"remit"	"with"	"your"	"return"	"unless"	"you"	"owe"	"less_than"	"in"	"which"	"case"	"it"	"is"	"forgive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:added:00"	"with"	"mulch"	"ready"	"."	"ready_with"	"with_mulch"	"mulch_."	"be_ready_with"	"ready_with_mulch"	"with_mulch_."	"mulch_._∅"	"VB"	"JJ"	"IN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"winter"	"be"	"ready"	"with"	"additional"	"mulch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
