"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"
"1:07:01::"	"year-end"	"of"	"a"	"2489000"	"a_year-end"	"year-end_of"	"of_2489000"	"-_a_year-end"	"a_year-end_of"	"year-end_of_2489000"	"of_2489000_man"	"ε"	"DT"	"NN"	"NN"	"IN"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"budget"	"will"	"provide_for"	"in"	"the"	"fiscal_year"	"for"	"the"	"continued"	"support"	"our"	"force"	"at"	"approximately"	"the"	"present"	"level"	"a"	"year-end"	"strength"	"of"	"man"	"and"	"woman"	"in"	"the"	"active"	"force"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:05::"	"personnel"	"limitation"	"minimum"	"on"	"minimum_personnel"	"personnel_limitation"	"limitation_on"	"impose_minimum_personnel"	"minimum_personnel_limitation"	"personnel_limitation_on"	"limitation_on_the"	"VB"	"JJ"	"NN"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"last"	"year"	"the"	"congress"	"its"	"previously"	"impose"	"minimum"	"personnel"	"strength"	"limitation"	"on"	"the"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:05::"	"present"	"of"	"their"	"400000"	"their_present"	"present_of"	"of_400000"	"from_their_present"	"their_present_of"	"present_of_400000"	"of_400000_and"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"CD"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"again"	"propose"	"a"	"reduction"	"in"	"the"	"national_guard"	"and"	"group"	"from"	"their"	"present"	"strength"	"of"	"and"	"respectively"	"to"	"and"	"by"	"the"	"end"	"of"	"the"	"fiscal_year"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"military"	","	"of"	"without"	"of_military"	"military_,"	",_without"	"level_of_military"	"of_military_,"	"military_,_without"	",_without_endanger"	"NN"	"IN"	"JJ"	"NN"	"ε"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"task"	"of"	"provide"	"reasonable"	"level"	"of"	"military"	"strength"	"without"	"endanger"	"vital"	"aspect"	"of"	"our"	"security"	"is"	"greatly"	"complicate"	"by"	"the"	"swift"	"pace"	"of"	"scientific"	"progress"	"0"	"0"	
"1:07:00::"	"'s"	"and"	"man"	"ability"	"man_'s"	"'s_and"	"and_ability"	"a_man_'s"	"man_'s_and"	"'s_and_ability"	"and_ability_to"	"DT"	"NN"	"POS"	"NN"	"CC"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"family"	"survival"	"on"	"our"	"own"	"western"	"frontier"	"for_example"	"quite"	"literally"	"depend_on"	"a"	"man"	"strength"	"and"	"ability"	"to"	"bring_home_the_bacon"	"and"	"the"	"dependent"	"wife"	"seldom"	"question"	"his"	"judgment"	"about"	"anything"	"include"	"the"	"marriage"	"bed"	
"1:07:00::"	"her"	"leave"	","	"her"	",_her"	"her_leave"	"leave_her"	"however_,_her"	",_her_leave"	"her_leave_her"	"leave_her_."	"RB"	"ε"	"PRP$"	"NN"	"VB"	"PRP$"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"morning"	"of"	"person"	"however"	"her"	"strength"	"leave"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:05::"	"of"	"-"	"show"	"to"	"show_of"	"of_-"	"-_to"	"a_show_of"	"show_of_-"	"of_-_to"	"-_to_run"	"DT"	"NN"	"IN"	"NN"	"ε"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"were"	"seven"	"of"	"them"	"for"	"a"	"show"	"of"	"strength"	"to"	"run"	"a"	"bluff"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"make_for"	"and"	"that"	"flexibility"	"that_make_for"	"make_for_and"	"and_flexibility"	"work_that_make_for"	"that_make_for_and"	"make_for_and_flexibility"	"and_flexibility_."	"NN"	"IN"	"VB"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dance"	"teacher"	"can"	"respond"	"to"	"person"	"request"	"not_only"	"through"	"their"	"regular"	"dance"	"work"	"also"	"through"	"the"	"kind"	"of"	"basic"	"gymnastic"	"work"	"that"	"make_for"	"strength"	"and"	"flexibility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"the"	"we"	"provide"	"need"	"provide_the"	"the_we"	"we_need"	"living_provide_the"	"provide_the_we"	"the_we_need"	"we_need_,"	"NN"	"VB"	"DT"	"NN"	"PRP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"very"	"little"	"in"	"living"	"provide"	"the"	"strength"	"we"	"need"	"and"	"nothing"	"provide"	"the"	"flexibility"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"shoulder"	"a"	"and"	"chinning_bar"	"and_shoulder"	"shoulder_a"	"a_chinning_bar"	"arm_and_shoulder"	"and_shoulder_a"	"shoulder_a_chinning_bar"	"a_chinning_bar_is"	"NN"	"CC"	"NN"	"NN"	"DT"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"and"	"shoulder"	"strength"	"a"	"chinning_bar"	"is"	"recommend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
