"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:25:00::"	"existing"	"."	"of"	"∅"	"of_existing"	"existing_."	"._∅"	"use_of_existing"	"of_existing_."	"existing_._∅"	"._∅_∅"	"NN"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"problem"	"for"	"the"	"city"	"apartment"	"dweller"	"primarily"	"to"	"plan"	"the"	"use"	"of"	"existing"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:01::"	"than"	"exploration"	"sx-21"	"lately"	"sx-21_than"	"than_exploration"	"exploration_lately"	"about_sx-21_than"	"sx-21_than_exploration"	"than_exploration_lately"	"exploration_lately_."	"IN"	"NNP"	"IN"	"NN"	"NN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yeah"	"i"	"hear"	"more"	"sx-21"	"than"	"space"	"exploration"	"lately"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"a"	"."	"by"	"∅"	"by_a"	"a_."	"._∅"	"follow_by_a"	"by_a_."	"a_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"form"	"any"	"unique"	"sequence"	"of"	"alphabetic_character"	"that"	"can"	"in"	"a"	"language"	"precede"	"and"	"follow"	"by"	"a"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"cafeteria"	"for"	"utilize"	"company"	"utilize_cafeteria"	"cafeteria_for"	"for_company"	"you_utilize_cafeteria"	"utilize_cafeteria_for"	"cafeteria_for_company"	"for_company_meeting"	"PRP"	"VB"	"NN"	"NN"	"IN"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"are"	"utilize"	"cafeteria"	"space"	"for"	"company"	"meeting"	"or"	"discussion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"be"	"throughout"	"vacation"	"the"	"vacation_be"	"be_throughout"	"throughout_the"	"can_vacation_be"	"vacation_be_throughout"	"be_throughout_the"	"throughout_the_12"	"MD"	"NN"	"VBP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"can"	"be"	"space"	"throughout"	"the"	"month"	"to"	"minimize"	"the"	"number"	"of"	"employee"	"fill-in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:15:00::"	"paved"	"before"	"the"	"the"	"the_paved"	"paved_before"	"before_the"	"into_the_paved"	"the_paved_before"	"paved_before_the"	"before_the_garage"	"IN"	"DT"	"JJ"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"drive"	"the"	"paved"	"space"	"before"	"the"	"garage"	"and"	"get_out"	"slam"	"the"	"car_door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"dimensional"	"v"	"finite"	","	"finite_dimensional"	"dimensional_v"	"v_,"	"the_finite_dimensional"	"finite_dimensional_v"	"dimensional_v_,"	"v_,_by"	"DT"	"JJ"	"JJ"	"NN"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"are"	"try"	"to"	"study"	"linear_operator"	"t"	"on"	"the"	"finite"	"dimensional"	"space"	"v"	"by"	"decompose"	"t"	"into"	"a"	"direct_sum"	"of"	"operator"	"which"	"be"	"in"	"some"	"sense"	"elementary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"vector"	"v"	"dimensional"	"over"	"dimensional_vector"	"vector_v"	"v_over"	"finite_dimensional_vector"	"dimensional_vector_v"	"vector_v_over"	"v_over_the"	"JJ"	"JJ"	"NN"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"t"	"be"	"a"	"on"	"the"	"finite"	"dimensional"	"vector"	"space"	"v"	"over"	"the"	"field"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"vector"	"v"	"the"	"."	"the_vector"	"vector_v"	"v_."	"on_the_vector"	"the_vector_v"	"vector_v_."	"v_._∅"	"IN"	"DT"	"NN"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"n"	"be"	"linear_operator"	"on"	"the"	"vector"	"space"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"vector"	"v"	"dimensional"	"over"	"dimensional_vector"	"vector_v"	"v_over"	"finite_dimensional_vector"	"dimensional_vector_v"	"vector_v_over"	"v_over_the"	"JJ"	"JJ"	"NN"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"let"	"t"	"be"	"a"	"on"	"the"	"finite"	"dimensional"	"vector"	"space"	"v"	"over"	"the"	"field"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
