"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"2:41:06::"	"attorneys"	"the"	"six"	"eight"	"six_attorneys"	"attorneys_the"	"the_eight"	"the_six_attorneys"	"six_attorneys_the"	"attorneys_the_eight"	"the_eight_former"	"DT"	"CD"	"NNS"	"VB"	"DT"	"CD"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"disclosure"	"by"	"charles_bellows"	"chief"	"defense"	"counsel"	"startle"	"observers"	"and"	"was"	"view_as"	"the"	"prelude"	"to"	"quarrel"	"between"	"the"	"six"	"attorneys"	"represent"	"the"	"eight"	"former"	"policemen"	"now"	"on"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"''"	"by"	"level"	"around"	"level_''"	"''_by"	"by_around"	"support_level_''"	"level_''_by"	"''_by_around"	"by_around_675"	"NN"	"NN"	"ε"	"VB"	"IN"	"IN"	"CD"	"the"	"move"	"as"	"a"	"continuation"	"of"	"the"	"recovery"	"drive"	"that"	"get"	"under"	"way"	"late"	"monday"	"afternoon"	"when"	"the"	"list"	"sink"	"to"	"a"	"hoped-for"	"support"	"level"	"by"	"around"	"in"	"the"	"dow_jones"	"industrial"	"average"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:02::"	"bodies_of_water"	"a"	"man-made"	"kind_of"	"man-made_bodies_of_water"	"bodies_of_water_a"	"a_kind_of"	",_man-made_bodies_of_water"	"man-made_bodies_of_water_a"	"bodies_of_water_a_kind_of"	"a_kind_of_glorious"	"ε"	"JJ"	"NN"	"VB"	"DT"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"develop"	"as"	"a"	"result"	"of"	"the"	"multi-purpose"	"resources"	"program"	"of"	"the"	"government"	"vast"	"man-made"	"bodies_of_water"	"represent"	"a"	"kind_of"	"glorious"	"fringe_benefit"	"provide"	"boating"	"and"	"fishing"	"havens"	"all_over"	"the"	"country"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"for"	"the"	"devise"	"public"	"devise_for"	"for_the"	"the_public"	"be_devise_for"	"devise_for_the"	"for_the_public"	"the_public_interest"	"VB"	"VB"	"IN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"a"	"substitute"	"mechanism"	"is"	"need"	"for"	"the"	"control"	"of"	"a"	"fictitious"	"impersonal"	"market"	"quite"	"obviously"	"some"	"must"	"be"	"devise"	"for"	"represent"	"the"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"are"	"-"	"14"	"be"	"14_are"	"are_-"	"-_be"	"and_14_are"	"14_are_-"	"are_-_be"	"-_be_really"	"CC"	"CD"	"VBP"	"VB"	"ε"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"concerts"	"nos."	"and"	"are"	"represent"	"really"	"closer"	"to"	"chamber"	"suites"	"than"	"to"	"concertos"	"in"	"the"	"italian"	"sense"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"was"	"her"	"he"	"."	"he_was"	"was_her"	"her_."	"say_he_was"	"he_was_her"	"was_her_."	"her_._∅"	"VB"	"PRP"	"VBD"	"VB"	"PRP$"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"is"	"vacation"	"at"	"the"	"kennedy"	"summer"	"home"	"in"	"hyannis_port"	"mass."	"and"	"in"	"his"	"welcoming"	"remarks"	"the"	"say"	"he"	"was"	"represent"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"as"	"me"	"i"	"me_,"	",_as"	"as_i"	"to_me_,"	"me_,_as"	",_as_i"	"as_i_do"	"TO"	"PRP"	"ε"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"a"	"great"	"national"	"cultural"	"asset"	"and"	"therefore"	"it"	"be"	"a"	"source"	"of"	"satisfaction"	"to"	"me"	"represent"	"as"	"i"	"do"	"today"	"my"	"wife"	"to"	"welcome"	"all_of"	"you"	"here"	"today"	"at"	"the"	"white_house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"is"	"by"	"but"	"a"	"but_is"	"is_by"	"by_a"	"medium_but_is"	"but_is_by"	"is_by_a"	"by_a_substitute"	"NN"	"CC"	"VBZ"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"separate"	"way"	"to"	"do"	"this"	"be"	"by"	"proxy"	"sittings"	"wherein"	"the"	"person"	"seek"	"a"	"message"	"does"	"not"	"meet"	"with"	"the"	"medium"	"is"	"represent"	"by"	"a"	"substitute"	"the"	"proxy"	"sitter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"the"	"samuel_d._goodis"	"philadelphia_hotel_association"	"samuel_d._goodis_,"	",_the"	"the_philadelphia_hotel_association"	"∅_samuel_d._goodis_,"	"samuel_d._goodis_,_the"	",_the_philadelphia_hotel_association"	"the_philadelphia_hotel_association_,"	"ε"	"NNP"	"ε"	"VB"	"DT"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"represent"	"the"	"philadelphia_hotel_association"	"object"	"on"	"tuesday"	"to"	"a"	"proposed"	"boost"	"by"	"the"	"city"	"in"	"licensing_fees"	"say"	"that"	"occupancy_rates"	"in"	"major"	"hotels"	"here"	"range"	"from"	"to"	"percent"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	","	"the"	"area"	"little"	"area_,"	",_the"	"the_little"	"our_area_,"	"area_,_the"	",_the_little"	"the_little_corner"	"PRP$"	"NN"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"meat"	"cutters"	"union"	"which"	"have"	"a"	"history"	"of"	"be"	"one"	"of"	"the"	"fairest"	"and"	"corrupt"	"in"	"our"	"area"	"represent"	"the"	"little"	"corner"	"markets"	"as_well"	"as"	"the"	"large"	"supermarkets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
