"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:04:02::"	")"	"and"	"2"	"improvement"	"2_)"	")_and"	"and_improvement"	"(_2_)"	"2_)_and"	")_and_improvement"	"and_improvement_;"	"ε"	"JJ"	"ε"	"NN"	"CC"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"amendment"	"completely"	"change"	"the"	"financing"	"of"	"the"	"vocational_rehabilitation_program"	"provide_for"	"a"	"three"	"part"	"structure"	"for"	"basic"	"support"	"extension"	"and"	"improvement"	"and"	"research"	"demonstration"	"training"	"and"	"traineeship"	"for"	"vocational_rehabilitation"	"and"	"in_addition"	"for"	"short-term"	"training"	"and"	"instruction"	"0"	"0"	
"1:10:01::"	"the"	"of"	"which"	"such"	"which_the"	"the_of"	"of_such"	"evil_which_the"	"which_the_of"	"the_of_such"	"of_such_use"	"NN"	"WDT"	"DT"	"NN"	"IN"	"JJ"	"NN"	"lambeth_conference"	"repeat"	"its"	"condemnation"	"of"	"contraception"	"and"	"issue"	"an"	"emphatic"	"warning"	"against"	"the"	"use"	"of"	"unnatural"	"means"	"for"	"the"	"avoidance"	"of"	"conception"	"together_with"	"the"	"grave"	"danger"	"physical"	"moral"	"and"	"religious"	"thereby"	"incur"	"and"	"against"	"the"	"evil"	"which"	"the"	"extension"	"such"	"use"	"threaten"	"the"	"human_race"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"an"	"of"	"grant"	"time"	"grant_an"	"an_of"	"of_time"	"be_grant_an"	"grant_an_of"	"an_of_time"	"of_time_to"	"VB"	"VB"	"DT"	"NN"	"IN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"under"	"unusual"	"circumstance"	"a"	"individual"	"may"	"be"	"grant"	"an"	"extension"	"of"	"time"	"to"	"file"	"a"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"an"	"of"	"allow"	"time"	"allow_an"	"an_of"	"of_time"	"are_allow_an"	"allow_an_of"	"an_of_time"	"of_time_until"	"VB"	"VB"	"DT"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"citizen"	"of"	"the"	"united_states"	"who"	"on"	"april"	"be"	"not"	"in"	"united_states"	"or"	"puerto_rico"	"are"	"allow"	"an"	"extension"	"of"	"time"	"until"	"june"	"for"	"file"	"the"	"return"	"for"	"the"	"preceding"	"calendar_year"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"this"	"of"	"allow"	"time"	"allow_this"	"this_of"	"of_time"	"also_allow_this"	"allow_this_of"	"this_of_time"	"of_time_for"	"RB"	"VB"	"DT"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"taxpayer"	"reside"	"or"	"travel"	"alaska"	"are"	"also"	"allow"	"this"	"extension"	"of"	"time"	"for"	"file"	"but"	"those"	"reside"	"or"	"travel"	"in"	"hawaii"	"are"	"not"	"allow"	"this"	"automatic"	"extension"	"0"	
"1:28:00::"	"automatic"	"."	"this"	"∅"	"this_automatic"	"automatic_."	"._∅"	"allow_this_automatic"	"this_automatic_."	"automatic_._∅"	"._∅_∅"	"VB"	"DT"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"taxpayer"	"reside"	"or"	"travel"	"in"	"alaska"	"are"	"also"	"allow"	"this"	"extension"	"of"	"time"	"file"	"but"	"those"	"reside"	"or"	"travel"	"in"	"hawaii"	"are"	"not"	"allow"	"this"	"automatic"	"extension"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"automatic"	"of"	"this"	"time"	"this_automatic"	"automatic_of"	"of_time"	"allow_this_automatic"	"this_automatic_of"	"automatic_of_time"	"of_time_for"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"military"	"or"	"naval"	"personnel"	"on_duty"	"in"	"alaska"	"or"	"the"	"united_states"	"and"	"puerto_rico"	"are"	"also"	"allow"	"this"	"automatic"	"extension"	"of"	"time"	"for"	"file"	"their"	"return"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"automatic"	","	"this"	"show"	"this_automatic"	"automatic_,"	",_show"	"of_this_automatic"	"this_automatic_,"	"automatic_,_show"	",_show_that"	"VB"	"DT"	"JJ"	"NN"	"ε"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"must"	"attach"	"a"	"statement"	"to"	"your"	"if"	"you"	"take_advantage"	"of"	"this"	"automatic"	"extension"	"show"	"that"	"you"	"be"	"in"	"alaska"	"or"	"be"	"outside"	"the"	"united_states"	"or"	"puerto_rico"	"on"	"april"	"or"	"due_date"	
"1:10:01::"	"an"	"of"	"in_a_sense"	"the"	"in_a_sense_an"	"an_of"	"of_the"	"be_in_a_sense_an"	"in_a_sense_an_of"	"an_of_the"	"of_the_cotton_club"	"VB"	"RB"	"DT"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"americanegro_suite"	"in_a_sense"	"an"	"extension"	"of"	"the"	"cotton_club"	"song"	"in_that"	"it"	"be"	"a"	"collection"	"of"	"negro"	"song"	"not"	"for"	"a"	"nightclub"	"but"	"for"	"the"	"concert"	"stage"	
"1:04:02::"	"∅"	"of"	"∅"	"the"	"∅_∅"	"∅_of"	"of_the"	"∅_∅_∅"	"∅_∅_of"	"∅_of_the"	"of_the_group"	"ε"	"ε"	"ε"	"NN"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"group"	"program"	"to"	"all"	"child"	"in"	"need"	"live"	"with"	"any"	"relative"	"include"	"both"	"parent"	"as"	"a"	"means"	"of"	"preserve"	"family"	"unity"	"0"	
