"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"2:32:00::"	"after"	"all"	"catatonia"	"the"	"catatonia_after"	"after_all"	"all_the"	"in_catatonia_after"	"catatonia_after_all"	"after_all_the"	"all_the_regions"	"IN"	"NNP"	"IN"	"VB"	"PDT"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"had"	"buy"	"house"	"in"	"catatonia"	"after"	"investigate"	"all"	"the"	"regions"	"of"	"suburbia"	"surrounding"	"new_york"	"they"	"had"	"choose"	"catatonia"	"because"	"of"	"its"	"reputation"	"for"	"excellent"	"schools"	"beaches"	"and"	"abundance"	"of"	"names"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"we"	"a"	"1"	"new"	"1_we"	"we_a"	"a_new"	"in_1_we"	"1_we_a"	"we_a_new"	"a_new_series"	"IN"	"CD"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"investigate"	"a"	"new"	"series"	"of"	"line"	"involutions"	"in"	"a"	"projective"	"space"	"of"	"three"	"dimensions"	"over"	"the"	"field"	"of"	"complex_numbers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"sufficiently"	"for"	"been"	"this"	"been_sufficiently"	"sufficiently_for"	"for_this"	"not_been_sufficiently"	"been_sufficiently_for"	"sufficiently_for_this"	"for_this_population"	"RB"	"VBN"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"element"	"of"	"status-roles"	"and"	"processes"	"have"	"not"	"been"	"sufficiently"	"investigate"	"for"	"this"	"population"	"to"	"permit"	"any"	"type"	"of"	"conjectures"	"about"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"by"	"the"	"problem"	"methods"	"problem_by"	"by_the"	"the_methods"	"the_problem_by"	"problem_by_the"	"by_the_methods"	"the_methods_of"	"DT"	"NN"	"IN"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"approach"	"problem"	"by"	"investigate"	"the"	"methods"	"of"	"sound_reproduction"	"through"	"the"	"centuries"	"human"	"and"	"instrumental"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"is"	"the"	"philadelphia_transportation_co."	"part"	"philadelphia_transportation_co._is"	"is_the"	"the_part"	"the_philadelphia_transportation_co._is"	"philadelphia_transportation_co._is_the"	"is_the_part"	"the_part_its"	"DT"	"NNP"	"VBZ"	"VB"	"DT"	"NN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"is"	"investigate"	"the"	"part"	"its"	"organization"	"play"	"in"	"review"	"the"	"project"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"is"	"the"	"ptc"	"whole"	"ptc_is"	"is_the"	"the_whole"	"the_ptc_is"	"ptc_is_the"	"is_the_whole"	"the_whole_matter"	"DT"	"NNP"	"VBZ"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"is"	"investigate"	"the"	"whole"	"matter"	"pratt"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"dog_bites"	"15000"	"."	"15000_to"	"to_dog_bites"	"dog_bites_."	"$_15000_to"	"15000_to_dog_bites"	"to_dog_bites_."	"dog_bites_._∅"	"ε"	"CD"	"TO"	"VB"	"NN"	"ε"	"ε"	"report"	"that"	"the"	"city"	"contributions"	"for"	"animal"	"care"	"include"	"to"	"the"	"women"	"s._p._c._a."	"to"	"pay"	"six"	"policemen"	"assign"	"as"	"dog_catchers"	"and"	"to"	"investigate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"while"	"go_down"	"person"	"go_down_to"	"to_while"	"while_person"	"and_go_down_to"	"go_down_to_while"	"to_while_person"	"while_person_cover"	"CC"	"VB"	"TO"	"VB"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"person"	"think"	"he"	"had"	"a"	"tank"	"and"	"go_down"	"to"	"investigate"	"while"	"person"	"cover"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"you"	"the"	"have"	"possibility"	"have_you"	"you_the"	"the_possibility"	"∅_have_you"	"have_you_the"	"you_the_possibility"	"the_possibility_move"	"ε"	"VBP"	"PRP"	"VB"	"DT"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"investigate"	"the"	"possibility"	"move"	"midweek"	"holiday"	"forward"	"to"	"monday"	"or"	"back"	"to"	"friday"	"in_order"	"to"	"have"	"an"	"uninterrupted"	"work"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"also"	"insurance_claim"	"will"	"or"	"will_also"	"also_insurance_claim"	"insurance_claim_or"	"private_detective_will_also"	"will_also_insurance_claim"	"also_insurance_claim_or"	"insurance_claim_or_handle"	"NN"	"MD"	"RB"	"VB"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"today"	"the"	"will"	"also"	"investigate"	"insurance_claim"	"or"	"handle"	"divorce"	"case"	"but"	"his"	"primary"	"function"	"remain"	"what"	"it"	"has"	"always"	"be"	"to"	"assist"	"those"	"who"	"have"	"money"	"in"	"their"	"unending"	"struggle"	"with"	"those"	"who"	"have"	"not"	"0"	"0"	"0"	"0"	"0"	"0"	
