"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"1:28:00::"	"five"	"to"	"less_than"	"get"	"less_than_five"	"five_to"	"to_get"	"me_less_than_five"	"less_than_five_to"	"five_to_get"	"to_get_there"	"PRP"	"RB"	"JJ"	"NN"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"be"	"only"	"two"	"or"	"three"	"mile"	"from"	"group"	"and"	"it"	"take"	"me"	"less_than"	"five"	"minute"	"to"	"get"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"couple"	"before"	"a"	"nine"	"a_couple"	"couple_before"	"before_nine"	"here_a_couple"	"a_couple_before"	"couple_before_nine"	"before_nine_and"	"RB"	"DT"	"NN"	"NN"	"IN"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"according"	"to"	"person"	"he"	"here"	"a"	"couple"	"minute"	"before"	"nine"	"and"	"spot"	"person"	"in"	"the"	"water"	"get"	"a"	"hooked"	"pole"	"from"	"the"	"pool"	"equipment"	"locker"	"and"	"start"	"haul"	"him"	"out"	
"1:28:01::"	"a_few"	"later"	"and"	"he"	"and_a_few"	"a_few_later"	"later_he"	",_and_a_few"	"and_a_few_later"	"a_few_later_he"	"later_he_find"	"ε"	"CC"	"JJ"	"NN"	"RB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"taxi"	"take"	"him"	"back"	"to"	"the"	"bar"	"and"	"where"	"he"	"had"	"leave"	"his"	"car"	"and"	"a_few"	"minute"	"later"	"he"	"find"	"a"	"parking_space"	"across"	"the"	"street"	"from"	"his"	"apartment"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"two"	","	"less_than"	"and"	"less_than_two"	"two_,"	",_and"	"in_less_than_two"	"less_than_two_,"	"two_,_and"	",_and_it"	"IN"	"RB"	"JJ"	"NN"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"be"	"in"	"his"	"car"	"with"	"camera"	"and"	"equipment"	"bag"	"in"	"less_than"	"two"	"minute"	"and"	"it"	"take"	"him"	"only"	"three"	"more"	"to"	"reach"	"the"	"corner"	"a"	"block"	"from"	"location"	"0"	"0"	"0"	
"1:28:00::"	"twelve"	"after"	"at"	"five"	"at_twelve"	"twelve_after"	"after_five"	"∅_at_twelve"	"at_twelve_after"	"twelve_after_five"	"after_five_on"	"ε"	"IN"	"JJ"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"twelve"	"minute"	"after"	"five"	"on"	"the"	"morning"	"of"	"wednesday"	"april"	"san_francisco"	"was"	"shake"	"by"	"a"	"severe"	"earthquake"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"thirty"	","	"for"	"person"	"for_thirty"	"thirty_,"	",_person"	"∅_for_thirty"	"for_thirty_,"	"thirty_,_person"	",_person_stand"	"ε"	"IN"	"JJ"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"thirty"	"minute"	"person"	"stand"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"several"	"had"	"when"	"pass"	"when_several"	"several_had"	"had_pass"	"∅_when_several"	"when_several_had"	"several_had_pass"	"had_pass_and"	"ε"	"WRB"	"JJ"	"NN"	"VBD"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"several"	"minute"	"had"	"pass"	"and"	"person"	"had"	"n't"	"emerge"	"from"	"the"	"livery_stable"	"person"	"re-enter"	"the"	"hotel"	"and"	"face"	"person"	"across"	"the"	"counter"	"0"	"0"	"0"	"0"	
"1:28:00::"	"twenty"	"ago"	"office"	","	"office_twenty"	"twenty_ago"	"ago_,"	"my_office_twenty"	"office_twenty_ago"	"twenty_ago_,"	"ago_,_person"	"PRP$"	"NN"	"JJ"	"NN"	"RB"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"say"	"you"	"were"	"expect"	"to"	"to"	"my"	"office"	"twenty"	"minute"	"ago"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"ten"	"color"	"nice"	"film"	"nice_ten"	"ten_color"	"color_film"	"a_nice_ten"	"nice_ten_color"	"ten_color_film"	"color_film_called"	"DT"	"JJ"	"JJ"	"NN"	"NN"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"on"	"the"	"bill"	"at"	"location"	"be"	"a"	"nice"	"ten"	"minute"	"color"	"film"	"called"	"sunday_in_greenwich_village"	"a"	"tour"	"of"	"the"	"haunt"	"and"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"25"	","	"about"	"and"	"about_25"	"25_,"	",_and"	"practice_about_25"	"about_25_,"	"25_,_and"	",_and_he"	"NN"	"IN"	"JJ"	"NN"	"ε"	"CC"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"throw"	"bat"	"about"	"minute"	"and"	"he"	"look"	"good"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
