"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"
"1:04:00::"	"a"	"for"	"be"	"everyone"	"be_a"	"a_for"	"for_everyone"	"should_be_a"	"be_a_for"	"a_for_everyone"	"for_everyone_and"	"MD"	"VB"	"DT"	"NN"	"IN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"task"	"for"	"everyone"	"and"	"these"	"task"	"should"	"be"	"rotate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"these"	"should"	"and"	"be"	"and_these"	"these_should"	"should_be"	"everyone_and_these"	"and_these_should"	"these_should_be"	"should_be_rotate"	"NN"	"CC"	"DT"	"NN"	"MD"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"should"	"be"	"a"	"for"	"everyone"	"and"	"these"	"task"	"should"	"be"	"rotate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"invent"	"that"	"to"	"will"	"to_invent"	"invent_that"	"that_will"	"necessary_to_invent"	"to_invent_that"	"invent_that_will"	"that_will_keep"	"JJ"	"TO"	"VB"	"NN"	"WDT"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"break"	"the"	"monotony"	"may"	"be"	"necessary"	"to"	"invent"	"task"	"that"	"will"	"keep"	"the"	"family"	"busy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"of"	"∅"	"provide"	"∅_the"	"the_of"	"of_provide"	"∅_∅_the"	"∅_the_of"	"the_of_provide"	"of_provide_a"	"ε"	"ε"	"DT"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"task"	"of"	"provide"	"a"	"reasonable"	"level"	"of"	"military"	"strength"	"without"	"endanger"	"vital"	"aspect"	"of"	"our"	"security"	"is"	"greatly"	"complicate"	"by"	"the"	"swift"	"pace"	"of"	"scientific"	"progress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"learning"	"with"	"the"	"the"	"the_learning"	"learning_with"	"with_the"	"approach_the_learning"	"the_learning_with"	"learning_with_the"	"with_the_same"	"VB"	"DT"	"NN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"individual"	"with"	"high"	"anxiety"	"in"	"structured"	"classroom"	"may"	"approach"	"the"	"learning"	"task"	"with"	"the"	"same"	"increased"	"energy"	"and"	"lowered"	"power"	"of"	"discrimination"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"theological"	"-"	"perennial"	"there"	"perennial_theological"	"theological_-"	"-_there"	"the_perennial_theological"	"perennial_theological_-"	"theological_-_there"	"-_there_be"	"DT"	"JJ"	"JJ"	"NN"	"ε"	"EX"	"VB"	"content"	"of"	"faith"	"is"	"to"	"be"	"present"	"today"	"in"	"a"	"form"	"that"	"can"	"be"	"understand"	"of"	"the"	"people"	"and"	"this"	"it"	"must_not"	"be"	"forget"	"be"	"one"	"of"	"the"	"goal"	"of"	"the"	"perennial"	"theological"	"there"	"be"	"no"	"choice"	"but"	"to"	"abandon"	"completely"	"a"	"mythological"	"manner"	"of"	"representation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"extensive"	"of"	"the"	"analyze"	"the_extensive"	"extensive_of"	"of_analyze"	"simplify_the_extensive"	"the_extensive_of"	"extensive_of_analyze"	"of_analyze_onset"	"VB"	"DT"	"JJ"	"NN"	"IN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"attempt"	"simplify"	"the"	"extensive"	"task"	"of"	"analyze"	"onset"	"age"	"and"	"completion"	"age"	"of"	"each"	"child"	"more_than"	"value"	"for"	"the"	"entire"	"group"	"by"	"construct"	"figure"	"for"	"each"	"of"	"the"	"center"	"so"	"that"	"the"	"data"	"for"	"all"	"boy"	"and"	"of"	"the"	"girl"	"will"	"appear"	"together"	"for"	"each"	"growth"	"center"	
"1:04:01::"	"the"	"be"	"because"	"a"	"because_the"	"the_be"	"be_a"	"partly_because_the"	"because_the_be"	"the_be_a"	"be_a_mammoth"	"RB"	"IN"	"DT"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"geometric"	"pottery"	"has"	"not_yet"	"receive"	"the"	"thorough"	"detailed"	"which"	"it"	"deserve"	"partly"	"because"	"the"	"task"	"be"	"a"	"mammoth"	"one"	"and"	"partly"	"because"	"some"	"of"	"its"	"local"	"manifestation"	"as"	"at"	"location"	"are"	"only"	"now"	"come_to_light"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"of"	","	"keep"	",_the"	"the_of"	"of_keep"	"deny_,_the"	",_the_of"	"the_of_keep"	"of_keep_the"	"VB"	"ε"	"DT"	"NN"	"IN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"and"	"as"	"the"	"cubist"	"facet_plane"	"tendency"	"to"	"adhere"	"to"	"the"	"literal"	"become"	"hard"	"and"	"hard"	"to"	"deny"	"the"	"task"	"of"	"keep"	"the"	"surface"	"at"	"arm's_length"	"fall"	"all"	"the"	"more"	"to"	"eye-undeceiving"	"contrivance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"the"	"which"	"boldly"	"they"	"boldly_the"	"the_which"	"which_they"	"tackle_boldly_the"	"boldly_the_which"	"the_which_they"	"which_they_face"	"VB"	"RB"	"DT"	"NN"	"WDT"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"central"	"goal"	"should"	"be"	"to"	"provide"	"the"	"incentive"	"for"	"these"	"society"	"to"	"tackle"	"boldly"	"the"	"task"	"which"	"they"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
