"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"
"4:02:00::"	"that"	"be"	"signal"	"the"	"signal_that"	"that_be"	"be_the"	"the_signal_that"	"signal_that_be"	"that_be_the"	"be_the_night"	"DT"	"NN"	"WDT"	"RB"	"VB"	"DT"	"NN"	"pattern"	"say"	"person"	"psychologist"	"at"	"new_york"	"group"	"be"	"for"	"the"	"husband"	"to"	"hover"	"about"	"anxiously"	"and"	"eagerly"	"virtually"	"tremble"	"in"	"hope"	"that"	"she"	"will"	"flash"	"him"	"the"	"signal"	"tonight"	"be"	"the"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"at"	"∅"	"8"	"∅_∅"	"∅_at"	"at_8"	"∅_∅_∅"	"∅_∅_at"	"∅_at_8"	"at_8_o'clock"	"ε"	"ε"	"ε"	"RB"	"IN"	"CD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"o'clock"	"the"	"group"	"who"	"give"	"the"	"group"	"as"	"much"	"trouble"	"as"	"anyone"	"did"	"in"	"break_even"	"with"	"them"	"will"	"get"	"their"	"first"	"shot"	"at"	"baseball"	"world"	"champion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"in"	"'s"	"person"	"game"	"person_in"	"in_'s"	"'s_game"	"captain_person_in"	"person_in_'s"	"in_'s_game"	"'s_game_at"	"NN"	"NNP"	"IN"	"RB"	"POS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"set_back"	"by"	"the"	"flu"	"this"	"season"	"will"	"start"	"against"	"his"	"former"	"mate"	"who"	"might"	"be"	"play"	"without"	"captain"	"person"	"in"	"tonight"	"game"	"at"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"group"	"."	"the"	"∅"	"the_group"	"group_."	"._∅"	"of_the_group"	"the_group_."	"group_._∅"	"._∅_∅"	"IN"	"DT"	"NNP"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"and"	"person"	"will"	"be"	"among"	"those"	"at"	"the"	"national"	"award"	"dinner"	"of"	"the"	"group"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"group"	"retain"	"the"	"the"	"the_group"	"group_retain"	"retain_the"	"∅_the_group"	"the_group_retain"	"group_retain_the"	"retain_the_distinction"	"ε"	"DT"	"NNP"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"group"	"tonight"	"retain"	"the"	"distinction"	"of"	"be"	"the"	"only"	"winless"	"team"	"among"	"the"	"eighteen"	"major-league_club"	"as"	"they"	"drop"	"their"	"sixth"	"straight"	"spring"	"exhibition"	"decision"	"this"	"one"	"to"	"the"	"kansas_city"	"group"	"by"	"a"	"score"	"of"	"to"	
"4:02:00::"	"at"	"'s"	"spectator"	"5"	"spectator_at"	"at_'s"	"'s_5"	"a_spectator_at"	"spectator_at_'s"	"at_'s_5"	"'s_5_-"	"DT"	"NN"	"IN"	"RB"	"POS"	"CD"	"ε"	"year"	"old"	"shortstop"	"the"	"group"	"rookie"	"of"	"the"	"year"	"fly"	"here"	"late"	"this"	"afternoon"	"from"	"baltimore"	"sign"	"his"	"contract"	"for"	"estimated"	"and"	"be"	"a"	"spectator"	"at"	"tonight"	"to"	"to"	"kansas_city"	"the"	"winless"	"group"	"sixth"	"setback"	"in_a_row"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"wall"	"."	"centerfield"	"∅"	"centerfield_wall"	"wall_."	"._∅"	"left_centerfield_wall"	"centerfield_wall_."	"wall_._∅"	"._∅_∅"	"JJ"	"NN"	"NN"	"RB"	"ε"	"ε"	"ε"	"ride"	"on"	"this"	"one"	"person"	"greet"	"person"	"as"	"the"	"group"	"third_sacker"	"grab"	"a"	"bat"	"head"	"for"	"the"	"plate"	"and"	"bounce"	"a"	"third"	"inning"	"two"	"run"	"double"	"off"	"the"	"centerfield"	"wall"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"track_meet"	","	"group"	"beat"	"group_track_meet"	"track_meet_,"	",_beat"	"the_group_track_meet"	"group_track_meet_,"	"track_meet_,_beat"	",_beat_group"	"DT"	"NNP"	"NN"	"RB"	"ε"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"the"	"swift"	"stride"	"jamaican"	"set"	"a"	"meet"	"record"	"in"	"yard"	"run"	"in"	"the"	"group"	"track_meet"	"tonight"	"beat"	"group"	"person"	"in"	"a"	"hot"	"duel"	"in"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"meditate"	"."	"and"	"∅"	"and_meditate"	"meditate_."	"._∅"	"pray_and_meditate"	"and_meditate_."	"meditate_._∅"	"._∅_∅"	"VB"	"CC"	"VB"	"RB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"tears"	"burn"	"behind"	"his"	"as"	"he"	"pray"	"and"	"meditate"	"tonight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"30"	","	":"	"for"	":_30"	"30_,"	",_for"	"7_:_30"	":_30_,"	"30_,_for"	",_for_haul"	"CD"	"ε"	"CD"	"RB"	"ε"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"not"	"unlike"	"the"	"order"	"receive"	"by"	"the"	"sergeant"	"of"	"an"	"motor_pool"	"four"	"truck"	"to"	"location"	"gym"	"tonight"	"for"	"haul"	"girl"	"to"	"dance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
