"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"4:02:00::"	"∅"	"all"	"∅"	"the"	"∅_∅"	"∅_all"	"all_the"	"∅_∅_∅"	"∅_∅_all"	"∅_all_the"	"all_the_people"	"ε"	"ε"	"ε"	"RB"	"PDT"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"people"	"of"	"laos"	"he"	"explain"	"about"	"two"	"million"	"of"	"them"	"be"	"rice"	"farmer"	"and"	"the"	"means"	"and"	"motive"	"of"	"modern"	"war"	"be"	"as"	"strange"	"to"	"them"	"as"	"clock"	"and"	"steel"	"plow"	"0"	
"4:02:00::"	"be"	"unknown"	"half"	"to"	"half_be"	"be_unknown"	"unknown_to"	"more_than_half_be"	"half_be_unknown"	"be_unknown_to"	"unknown_to_reader"	"RB"	"NN"	"VB"	"RB"	"JJ"	"TO"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"recipient"	"of"	"the"	"for"	"literature"	"more_than"	"half"	"be"	"practically"	"unknown"	"to"	"reader"	"of"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"head"	"blow_off"	"his"	"by"	"his_head"	"head_blow_off"	"blow_off_by"	"had_his_head"	"his_head_blow_off"	"head_blow_off_by"	"blow_off_by_the"	"VBN"	"PRP$"	"NN"	"RB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"though"	"person"	"seem"	"have"	"had"	"his"	"head"	"practically"	"blow_off"	"by"	"the"	"explode"	"grenade"	"he"	"live"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"the"	"it"	"last"	"it_be"	"be_the"	"the_last"	"∅_it_be"	"it_be_the"	"be_the_last"	"the_last_move"	"ε"	"PRP"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"be"	"practically"	"the"	"last"	"move"	"that"	"person"	"make"	"of"	"his"	"own"	"volition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"-"	"every"	"attention"	"link"	"attention_-"	"-_every"	"every_link"	"executive_attention_-"	"attention_-_every"	"-_every_link"	"every_link_in"	"JJ"	"NN"	"ε"	"RB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"change"	"may"	"require"	"different"	"product"	"pricing"	"packaging"	"warehousing"	"advertising"	"and"	"executive"	"attention"	"practically"	"every"	"link"	"in"	"the"	"marketing"	"network"	"may"	"have"	"to"	"be"	"adjust"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"all"	"∅"	"forecast"	"∅_∅"	"∅_all"	"all_forecast"	"∅_∅_∅"	"∅_∅_all"	"∅_all_forecast"	"all_forecast_mention"	"ε"	"ε"	"ε"	"RB"	"JJ"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"forecast"	"mention"	"new"	"and"	"exciting"	"product"	"on"	"the"	"horizon"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"with"	"a"	"get_in_touch"	"whole"	"get_in_touch_with"	"with_a"	"a_whole"	"of_get_in_touch_with"	"get_in_touch_with_a"	"with_a_whole"	"a_whole_new"	"IN"	"VB"	"IN"	"RB"	"DT"	"RB"	"JJ"	"did"	"n't"	"like"	"person"	"but"	"what"	"with"	"person"	"and"	"three"	"of"	"his"	"boy"	"inside"	"and"	"not"	"likely"	"to"	"come_out"	"and"	"person"	"such"	"a"	"valuable"	"salesman"	"person"	"say"	"all"	"the"	"nuisance"	"danger"	"of"	"get_in_touch"	"with"	"a"	"whole"	"new"	"bunch"	"of"	"boy"	"why"	"did"	"everything"	"have"	"to"	"happen"	"at_once"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"in"	"every"	"find"	"hospital"	"find_in"	"in_every"	"every_hospital"	"are_find_in"	"find_in_every"	"in_every_hospital"	"every_hospital_be"	"VBP"	"VB"	"IN"	"RB"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"commonly"	"use"	"electronic_device"	"are"	"find"	"in"	"practically"	"every"	"hospital"	"be"	"closed_circuit"	"tv"	"and"	"audio_system"	"for"	"internal"	"paging"	"and"	"instruction"	"along"	"with"	"radiation"	"counter"	"timer"	"and"	"similar"	"device"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"person"	"grow_up"	"∅"	"with"	"∅_person"	"person_grow_up"	"grow_up_with"	"∅_∅_person"	"∅_person_grow_up"	"person_grow_up_with"	"grow_up_with_the"	"ε"	"ε"	"NNP"	"RB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"practically"	"grow_up"	"with"	"the"	"sound"	"of"	"jazz"	"and"	"the"	"blues"	"in"	"his"	"ear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"build"	"on"	","	"stilt"	",_build"	"build_on"	"on_stilt"	"establishment_,_build"	",_build_on"	"build_on_stilt"	"on_stilt_in_front"	"NN"	"ε"	"VB"	"RB"	"IN"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"location"	"be"	"elaborate"	"establishment"	"build"	"practically"	"on"	"stilt"	"in_front"	"with"	"long"	"flight"	"of"	"wooden"	"steps"	"run"	"up"	"to"	"the"	"porch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
