"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"
"3:00:00::"	"``"	"tone_language"	"the"	"''"	"the_``"	"``_tone_language"	"tone_language_''"	"in_the_``"	"the_``_tone_language"	"``_tone_language_''"	"tone_language_''_,"	"IN"	"DT"	"ε"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"typical"	"tone_language"	"tonal"	"morphophonemics"	"be"	"of"	"the"	"same"	"order"	"of"	"complexity"	"as"	"consonantal"	"morphophonemics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"more"	"be"	"∅"	"the"	"∅_more"	"more_be"	"be_the"	"∅_∅_more"	"∅_more_be"	"more_be_the"	"be_the_case"	"ε"	"ε"	"RB"	"JJ"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"typical"	"be"	"the"	"case"	"of"	"a"	"suburban"	"long_island"	"housewife"	"describe"	"by"	"a"	"marriage"	"counselor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	","	"of"	"incident"	"many"	"incident_,"	",_of"	"of_many"	"these_incident_,"	"incident_,_of"	",_of_many"	"of_many_,"	"DT"	"NN"	"ε"	"JJ"	"IN"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"typical"	"of"	"many"	"dramatize"	"the"	"distressing"	"fact"	"that"	"no"	"controversy"	"during"	"the"	"last"	"several"	"decade"	"has"	"cause"	"more"	"tension"	"rancor"	"and"	"strife"	"among"	"religious"	"group"	"in"	"this"	"country"	"than"	"the"	"birth_control"	"issue"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"``"	"∅"	"sonogram"	"∅_a"	"a_``"	"``_sonogram"	"∅_∅_a"	"∅_a_``"	"a_``_sonogram"	"``_sonogram_''"	"ε"	"ε"	"DT"	"JJ"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"typical"	"sonogram"	"of"	"a"	"human"	"eye"	"together"	"with"	"a"	"description"	"of"	"the"	"anatomical"	"part"	"is"	"show"	"in"	"fig"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"but"	"restaurant"	","	"owner"	",_but"	"but_restaurant"	"restaurant_owner"	"different_,_but"	",_but_restaurant"	"but_restaurant_owner"	"restaurant_owner_and"	"JJ"	"ε"	"CC"	"JJ"	"NN"	"NN"	"CC"	"for"	"the"	"value"	"of"	"this"	"procedure"	"be"	"simply"	"that"	"the"	"applicant"	"were"	"test"	"at"	"work"	"in"	"different"	"situation"	"by"	"the"	"judgment"	"of"	"a"	"number"	"of"	"expert"	"who"	"could"	"see"	"how"	"the"	"salesman"	"conduct"	"themselves"	"with"	"different"	"but"	"restaurant"	"owner"	"and"	"manager"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"of"	"situation"	"number"	"before"	"number_of"	"of_situation"	"situation_before"	"a_number_of"	"number_of_situation"	"of_situation_before"	"situation_before_observer"	"JJ"	"NN"	"JJ"	"JJ"	"NN"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"play"	"number"	"of"	"typical"	"situation"	"before"	"observer"	"supervisor"	"who"	"keep"	"note"	"and"	"then"	"explain"	"to"	"him"	"in_detail"	"what"	"he"	"do"	"they"	"think"	"be"	"wrong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"a"	"reaction"	"in"	"cell"	"in_a"	"a_reaction"	"reaction_cell"	"time_in_a"	"in_a_reaction"	"a_reaction_cell"	"reaction_cell_and"	"NN"	"IN"	"DT"	"JJ"	"NN"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"possible"	"make"	"estimate"	"of"	"the"	"quantum"	"yield"	"by"	"observe"	"the"	"extent"	"reduction"	"of"	"a"	"uranyl_oxalate"	"actinometer"	"solution"	"illuminate"	"for"	"a"	"known"	"time"	"in"	"a"	"typical"	"reaction"	"cell"	"and"	"make"	"appropriate"	"conversion"	"base"	"on"	"the"	"difference"	"in"	"the"	"absorption_spectrum"	"of"	"uranyl_oxalate"	"and"	"of"	"chlorine"	"and"	"consider"	"the"	"spectral"	"distribution"	"of"	"the"	"light"	"source"	
"3:00:00::"	"when"	"reaction"	"∅"	"cell"	"∅_when"	"when_reaction"	"reaction_cell"	"∅_∅_when"	"∅_when_reaction"	"when_reaction_cell"	"reaction_cell_to"	"ε"	"ε"	"WRB"	"JJ"	"NN"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"typical"	"reaction"	"cell"	"to"	"which"	"of"	"an"	"atmosphere"	"of"	"oxygen"	"had"	"been"	"add"	"were"	"illuminate"	"chlorine"	"and"	"phosgene"	"were"	"produce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"-"	"``"	"candid"	"do"	"candid_-"	"-_``"	"``_do"	"and_candid_-"	"candid_-_``"	"-_``_do"	"``_do_n't"	"CC"	"JJ"	"ε"	"JJ"	"ε"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"dialogue"	"be"	"sharp"	"and"	"candid"	"typical"	"do"	"n't"	"eat"	"the"	"daisy"	"material"	"which"	"has"	"stamp"	"the"	"author"	"throughout"	"her"	"book"	"and"	"play"	"and"	"it"	"be"	"obvious"	"that"	"the"	"theatre-by-the-sea"	"audience"	"like"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:00::"	"be"	"for"	"would"	"southerner"	"would_be"	"be_for"	"for_southerner"	"experience_would_be"	"would_be_for"	"be_for_southerner"	"for_southerner_live"	"NN"	"VB"	"VB"	"JJ"	"IN"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"do"	"not"	"think"	"my"	"experience"	"would"	"be"	"typical"	"for"	"southerner"	"live"	"in"	"the"	"north"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
