"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"1:06:00::"	"a"	"of"	"lose"	"opium"	"lose_a"	"a_of"	"of_opium"	"had_lose_a"	"lose_a_of"	"a_of_opium"	"of_opium_-"	"VBD"	"VB"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"lose"	"a"	"bottle"	"of"	"opium"	"but"	"that"	"be"	"on"	"the"	"trip"	"from"	"new_orleans"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"of"	"take"	"opium"	"take_the"	"the_of"	"of_opium"	"to_take_the"	"take_the_of"	"the_of_opium"	"of_opium_from"	"TO"	"VB"	"DT"	"NN"	"IN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"the"	"to"	"take"	"the"	"bottle"	"of"	"opium"	"from"	"person"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"gesticulating"	"-"	"his"	"it"	"his_gesticulating"	"gesticulating_-"	"-_it"	"beyond_his_gesticulating"	"his_gesticulating_-"	"gesticulating_-_it"	"-_it_could"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at_once"	"my"	"ear"	"were"	"drown"	"a"	"flow"	"of"	"what"	"i"	"take_to_be"	"spanish"	"but"	"the"	"driver"	"white"	"tooth"	"flash"	"at"	"me"	"road"	"wildly"	"veer"	"beyond"	"his"	"glistening"	"hair"	"beyond"	"his"	"gesticulating"	"bottle"	"it"	"could"	"have"	"be"	"the"	"pure"	"oxford_english"	"i"	"was"	"half"	"hear"	"i"	"would"	"n't"	"have"	"know"	"the"	"difference"	
"1:06:00::"	"the"	"be"	","	"still"	",_the"	"the_be"	"be_still"	"miraculously_,_the"	",_the_be"	"the_be_still"	"be_still_in"	"RB"	"ε"	"DT"	"NN"	"VB"	"RB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"miraculously"	"bottle"	"be"	"still"	"in"	"my"	"hand"	"foam"	"still"	"geyser"	"over"	"my"	"luckily"	"waterproof"	"watch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"."	"toss"	"∅"	"toss_the"	"the_."	"._∅"	"i_toss_the"	"toss_the_."	"the_._∅"	"._∅_∅"	"PRP"	"VB"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"the"	"bottle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"his"	","	"raise"	"but"	"raise_his"	"his_,"	",_but"	"again_raise_his"	"raise_his_,"	"his_,_but"	",_but_to"	"RB"	"VB"	"PRP$"	"NN"	"ε"	"CC"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"indian"	"again"	"raise"	"his"	"bottle"	"but"	"to"	"my"	"astonished"	"relief"	"probably"	"only"	"a"	"fraction"	"of"	"person"	"the"	"bottle"	"this"	"time"	"go"	"to"	"the"	"indian"	"lip"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"this"	"-"	"time"	"-_the"	"the_this"	"this_time"	"'s_-_the"	"-_the_this"	"the_this_time"	"this_time_go"	"POS"	"ε"	"DT"	"NN"	"DT"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"indian"	"was"	"again"	"raise"	"his"	"bottle"	"but"	"to"	"my"	"astonished"	"probably"	"only"	"a"	"fraction"	"of"	"person"	"the"	"bottle"	"this"	"time"	"go"	"to"	"the"	"indian"	"lip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"the"	"like"	"hold"	"a"	"hold_the"	"the_like"	"like_a"	"and_hold_the"	"hold_the_like"	"the_like_a"	"like_a_snake"	"CC"	"VB"	"DT"	"NN"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oh"	"he"	"was"	"be"	"queer"	"and"	"careful"	"paw"	"in"	"the"	"drawer"	"and"	"hold"	"the"	"bottle"	"like"	"a"	"snake"	"at"	"the"	"length"	"of"	"his"	"arm"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"commercial"	"was"	"from"	"regulate"	"from_commercial"	"commercial_was"	"was_regulate"	"flow_from_commercial"	"from_commercial_was"	"commercial_was_regulate"	"was_regulate_by"	"NN"	"NN"	"JJ"	"NN"	"VBD"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"argon"	"from"	"commercial"	"bottle"	"was"	"regulate"	"by"	"a"	"pressure"	"regulator"	"and"	"measure"	"with"	"a"	"gas"	"flow"	"rator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:06:00::"	"a"	"of"	","	"aspirin"	",_a"	"a_of"	"of_aspirin"	"comb_,_a"	",_a_of"	"a_of_aspirin"	"of_aspirin_-"	"NN"	"ε"	"DT"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"sit"	"for_a_while"	"with"	"his"	"hand"	"on"	"his"	"knee"	"watch"	"the"	"bend"	"her"	"back"	"as"	"she"	"gather_up"	"her"	"thing"	"a"	"comb"	"a"	"bottle"	"of"	"aspirin"	"to"	"take"	"upstairs"	"and"	"pack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
