"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"
"5:00:00:titled:00"	"volume"	"mimesis"	"impressive"	"be"	"impressive_volume"	"volume_mimesis"	"mimesis_be"	"'s_impressive_volume"	"impressive_volume_mimesis"	"volume_mimesis_be"	"mimesis_be_to"	"POS"	"JJ"	"NN"	"JJ"	"NN"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"central"	"concern"	"person"	"impressive"	"volume"	"called"	"mimesis"	"be"	"to"	"describe"	"the"	"shift"	"from"	"a"	"classic"	"theory"	"of"	"imitation"	"based"	"upon"	"a"	"recognition"	"of"	"level"	"of"	"truth"	"to"	"a"	"christian"	"theory"	"of"	"imitation"	"in"	"which"	"the"	"level"	"are"	"dissolve"	
"5:00:00:titled:00"	"be"	"positivism"	"what"	"fundamentally"	"what_be"	"be_positivism"	"positivism_fundamentally"	"view_what_be"	"what_be_positivism"	"be_positivism_fundamentally"	"positivism_fundamentally_a"	"VB"	"WP"	"VB"	"JJ"	"IN"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"municipal"	"system"	"we"	"to"	"view"	"what"	"be"	"called"	"positivism"	"fundamentally"	"a"	"movement"	"to"	"democratize"	"policy"	"by"	"increase"	"the"	"power"	"of"	"parliament"	"the"	"elected"	"representative"	"at"	"the"	"expense"	"of"	"the"	"more"	"conservative"	"judiciary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"ship"	"the"	"a"	"half_moon"	"a_ship"	"ship_the"	"the_half_moon"	"with_a_ship"	"a_ship_the"	"ship_the_half_moon"	"the_half_moon_,"	"IN"	"DT"	"NN"	"JJ"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"group"	"hire"	"person"	"give"	"him"	"two"	"learned"	"fit_out"	"him"	"out"	"with"	"a"	"ship"	"called"	"the"	"half_moon"	"and"	"supply"	"him"	"with"	"dutch"	"sailor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"now"	"hudson_bay"	"("	")"	"(_now"	"now_hudson_bay"	"hudson_bay_)"	"sea_(_now"	"(_now_hudson_bay"	"now_hudson_bay_)"	"hudson_bay_)_,"	"NN"	"ε"	"RB"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"point"	"the"	"discovery"	"down"	"the"	"east"	"of"	"the"	"newly"	"discovered"	"sea"	"now"	"called"	"hudson_bay"	"confident"	"he"	"be"	"on_the_way"	"to"	"the"	"warm"	"water"	"of"	"the"	"pacific"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"scenario"	"the_lascivious_interlude"	"ballet"	","	"ballet_scenario"	"scenario_the_lascivious_interlude"	"the_lascivious_interlude_,"	"sexy_ballet_scenario"	"ballet_scenario_the_lascivious_interlude"	"scenario_the_lascivious_interlude_,"	"the_lascivious_interlude_,_the"	"JJ"	"NN"	"NN"	"JJ"	"NN"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"age"	"still"	"precocious"	"french"	"feline"	"enfant_terrible"	"person"	"has"	"succeed"	"in"	"shock"	"jaded"	"paris"	"again"	"this"	"time"	"with"	"a"	"sexy"	"ballet"	"scenario"	"called"	"the_lascivious_interlude"	"the"	"story"	"of"	"a"	"nymphomaniac"	"triphammer"	"operator"	"who"	"fall_in_love"	"hopelessly"	"in_love"	"with"	"a"	"middle-aged"	"steam_shovel"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:01:titled:00"	"commonly"	"ripe_geometric"	"is"	"."	"is_commonly"	"commonly_ripe_geometric"	"ripe_geometric_."	"century_is_commonly"	"is_commonly_ripe_geometric"	"commonly_ripe_geometric_."	"ripe_geometric_._∅"	"NN"	"VBZ"	"RB"	"JJ"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pottery"	"of"	"the"	"first_half"	"the"	"eighth"	"century"	"is"	"commonly"	"called"	"ripe_geometric"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"sport"	"gymnastics"	"the"	"."	"the_sport"	"sport_gymnastics"	"gymnastics_."	"understand_the_sport"	"the_sport_gymnastics"	"sport_gymnastics_."	"gymnastics_._∅"	"VB"	"DT"	"NN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"take"	"first"	"thing"	"first"	"understand"	"the"	"sport"	"called"	"gymnastics"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"farce"	"``"	"a"	"hark_,_hark_,_the_lark"	"a_farce"	"farce_``"	"``_hark_,_hark_,_the_lark"	"scribble_a_farce"	"a_farce_``"	"farce_``_hark_,_hark_,_the_lark"	"``_hark_,_hark_,_the_lark_''"	"VB"	"DT"	"NN"	"JJ"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"has"	"a"	"farce"	"called"	"hark_,_hark_,_the_lark"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"film"	"``"	"color"	"sunday_in_greenwich_village"	"color_film"	"film_``"	"``_sunday_in_greenwich_village"	"minute_color_film"	"color_film_``"	"film_``_sunday_in_greenwich_village"	"``_sunday_in_greenwich_village_''"	"NN"	"NN"	"NN"	"JJ"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"on"	"the"	"bill"	"at"	"the"	"be"	"a"	"nice"	"ten"	"minute"	"color"	"film"	"called"	"sunday_in_greenwich_village"	"a"	"tour"	"of"	"the"	"haunt"	"and"	"joint"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:titled:00"	"drama"	"rhinoceros"	"the"	"''"	"the_drama"	"drama_rhinoceros"	"rhinoceros_''"	"see_the_drama"	"the_drama_rhinoceros"	"drama_rhinoceros_''"	"rhinoceros_''_,"	"VB"	"DT"	"NN"	"JJ"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"the"	"drama"	"called"	"rhinoceros"	"i"	"say"	"think_of"	"the"	"effect"	"it"	"would"	"have"	"on"	"an"	"audience"	"of"	"rhino"	"when"	"the"	"actor"	"on"	"stage"	"suddenly"	"begin"	"turn_into"	"a"	"rhinoceros"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
