"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"
"1:08:01::"	"human"	"is"	"lower"	"show"	"lower_human"	"human_is"	"is_show"	"normal_lower_human"	"lower_human_is"	"human_is_show"	"is_show_in"	"JJ"	"JJ"	"JJ"	"NN"	"VBZ"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"cross_section"	"of"	"normal"	"lower"	"human"	"leg"	"is"	"show"	"in"	"fig"	"with"	"the"	"various"	"part"	"label"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"right"	"."	"his"	"∅"	"his_right"	"right_."	"._∅"	"massage_his_right"	"his_right_."	"right_._∅"	"._∅_∅"	"VB"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"hang_up"	"and"	"sit"	"on"	"the"	"telephone_booth"	"bench"	"massage"	"his"	"right"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"their"	"."	"stretch"	"∅"	"stretch_their"	"their_."	"._∅"	"they_stretch_their"	"stretch_their_."	"their_._∅"	"._∅_∅"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"holdin_'_forth"	"in"	"bar"	"if"	"he"	"here"	"at_all"	"person"	"declare"	"glance"	"along"	"the"	"as"	"they"	"stretch"	"their"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"my"	"."	"pull"	"∅"	"pull_my"	"my_."	"._∅"	"something_pull_my"	"pull_my_."	"my_._∅"	"._∅_∅"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"something"	"my"	"leg"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"thin"	"up"	"one"	","	"one_thin"	"thin_up"	"up_,"	"pull_one_thin"	"one_thin_up"	"thin_up_,"	"up_,_clamp"	"VB"	"JJ"	"JJ"	"NN"	"RB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"one"	"thin"	"leg"	"up"	"clamp"	"his"	"arm"	"around"	"the"	"shinbone"	"to"	"press"	"his"	"knee"	"into"	"an"	"incredibly"	"scrawny"	"gut"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"her"	"away"	"twitch"	"."	"twitch_her"	"her_away"	"away_."	"she_twitch_her"	"twitch_her_away"	"her_away_."	"away_._∅"	"PRP"	"VB"	"PRP$"	"NN"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"her"	"leg"	"away"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"his"	"and"	"spread"	","	"spread_his"	"his_and"	"and_,"	"man_spread_his"	"spread_his_and"	"his_and_,"	"and_,_a"	"NN"	"VB"	"PRP$"	"NN"	"CC"	"ε"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"a"	"sneer"	"man"	"spread"	"his"	"leg"	"and"	"a"	"third"	"time"	"confront"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"the"	"-"	"of"	"and"	"of_the"	"the_-"	"-_and"	"tibialis_anticus_of_the"	"of_the_-"	"the_-_and"	"-_and_better"	"NN"	"IN"	"DT"	"NN"	"ε"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"they"	"could"	"n't"	"have"	"entrust"	"person"	"to"	"better"	"hands"	"because"	"le_professeur"	"know"	"his"	"muscle"	"from"	"sternocleido_mastoideus"	"of"	"the"	"neck"	"right"	"down"	"the"	"tibialis_anticus"	"of"	"the"	"leg"	"and"	"better"	"still"	"he"	"know"	"just"	"what"	"exercise"	"work"	"best"	"for"	"them"	"and"	"what"	"person"	"principle"	"to"	"combine"	"them"	"with"	"for"	"fast"	"fast"	"muscle"	"growth"	"0"	"0"	"0"	"0"	
"1:08:01::"	"shapely"	"from"	"have"	"swim"	"have_shapely"	"shapely_from"	"from_swim"	"always_have_shapely"	"have_shapely_from"	"shapely_from_swim"	"from_swim_and"	"RB"	"VB"	"JJ"	"NN"	"IN"	"VB"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"has"	"have"	"shapely"	"leg"	"from"	"swim"	"and"	"water_ski"	"and"	"really"	"does"	"n't"	"have"	"to"	"work"	"them"	"very_much"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:01::"	"your"	"program"	"into"	"at"	"into_your"	"your_program"	"program_at"	"find_its_way_into_your"	"into_your_program"	"your_program_at"	"program_at_all"	"NN"	"IN"	"PRP$"	"NN"	"NN"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"really"	"there"	"be"	"no"	"reason"	"why"	"fine"	"exercise"	"should"	"not"	"find_its_way"	"into"	"your"	"leg"	"program"	"at"	"all"	"time"	"for"	"the"	"following"	"suggestion"	"show"	"why"	"it"	"be"	"so"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
