"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"	"A128"	"A129"	"A130"	"A131"	"A132"
"2:35:00::"	"girl"	"near"	"many-bodied"	"him"	"many-bodied_girl"	"girl_near"	"near_him"	"the_many-bodied_girl"	"many-bodied_girl_near"	"girl_near_him"	"near_him_."	"DT"	"JJ"	"NN"	"VB"	"IN"	"PRP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"girl"	"lie"	"near"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::;2:42:00::"	"half-man"	"on"	"the"	"the"	"the_half-man"	"half-man_on"	"on_the"	"∅_the_half-man"	"the_half-man_on"	"half-man_on_the"	"on_the_ground"	"ε"	"DT"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"half-man"	"lie"	"on"	"the"	"ground"	"arteries"	"pulsate"	"prettily"	"behind"	"the"	"half-transparent"	"film"	"which"	"protect"	"his"	"abdominal_cavity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"again"	"more"	"evening"	"in"	"evening_again"	"again_more"	"more_in"	"the_evening_again"	"evening_again_more"	"again_more_in"	"more_in_pay"	"DT"	"NN"	"RB"	"VB"	"JJR"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"miss_pons"	"be"	"certainly"	"not"	"no"	"singer"	"ever"	"be"	"and"	"the"	"rewards"	"of"	"the"	"evening"	"again"	"lie"	"more"	"in"	"pay"	"tribute"	"to"	"a"	"great"	"figure"	"of"	"times"	"go_by"	"than"	"in"	"present"	"accomplishments"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"land"	"ready"	"the"	"for"	"the_land"	"land_ready"	"ready_for"	"∅_the_land"	"the_land_ready"	"land_ready_for"	"ready_for_the"	"ε"	"DT"	"NN"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"land"	"lie"	"ready"	"for"	"the"	"coming"	"onslaught"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"about"	"massachusetts"	"thirty-one"	"massachusetts_,"	",_about"	"about_thirty-one"	"of_massachusetts_,"	"massachusetts_,_about"	",_about_thirty-one"	"about_thirty-one_miles"	"IN"	"NNP"	"ε"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"island"	"of"	"nantucket"	"part"	"the"	"state"	"of"	"massachusetts"	"lie"	"about"	"thirty-one"	"miles"	"southeast"	"of"	"its"	"mother"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"bureau"	"a"	"her"	"small"	"her_bureau"	"bureau_a"	"a_small"	"on_her_bureau"	"her_bureau_a"	"bureau_a_small"	"a_small_,"	"IN"	"PRP$"	"NN"	"VB"	"DT"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"bureau"	"lie"	"a"	"small"	"brass"	"ornament"	"of"	"simple"	"design"	"and"	"faded"	"engraving"	"an"	"object"	"which"	"pamela"	"believe"	"now"	"had"	"be"	"the"	"property"	"of"	"her"	"great-grandfather"	"major_hiram_munroe_culver"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"smoke"	"warm"	"the"	"and"	"the_smoke"	"smoke_warm"	"warm_and"	"let_the_smoke"	"the_smoke_warm"	"smoke_warm_and"	"warm_and_soothing"	"VB"	"DT"	"NN"	"VB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mitchell_barton"	"draw_in"	"the"	"fragrance"	"let"	"the"	"smoke"	"lie"	"warm"	"and"	"soothing"	"in"	"his"	"throat"	"for"	"a"	"moment"	"before"	"he"	"exhale"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"which"	"always"	"question"	"uppermost"	"question_which"	"which_always"	"always_uppermost"	"the_question_which"	"question_which_always"	"which_always_uppermost"	"always_uppermost_in"	"DT"	"NN"	"WDT"	"VB"	"RB"	"JJS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barton"	"wait"	"for"	"a"	"long"	"then"	"ask"	"the"	"question"	"which"	"lie"	"always"	"uppermost"	"in"	"his"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"that"	"in"	"bride"	"each"	"bride_that"	"that_in"	"in_each"	"his_bride_that"	"bride_that_in"	"that_in_each"	"in_each_'s"	"PRP$"	"NN"	"IN"	"VB"	"VB"	"DT"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"wedding_party"	"last"	"late"	"and"	"the"	"travel"	"schedule"	"mean"	"there"	"be"	"only"	"a_few"	"hours"	"before"	"resume"	"the"	"trip"	"or"	"an"	"early"	"start"	"the"	"husband"	"may"	"forestall"	"tensions"	"and"	"uncertainties"	"by"	"confide"	"to"	"his"	"bride"	"that"	"lie"	"in"	"each"	"arms"	"will"	"be"	"bliss"	"enough"	"for"	"these"	"few"	"hours"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"woman"	"on"	"the"	"her"	"the_woman"	"woman_on"	"on_her"	"as_the_woman"	"the_woman_on"	"woman_on_her"	"on_her_back"	"IN"	"DT"	"NN"	"VB"	"VB"	"PRP$"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"extensive"	"observations"	"by"	"physicians"	"during"	"vaginal"	"examinations"	"have"	"establish"	"the"	"fact"	"that"	"a"	"single"	"insert"	"along"	"the"	"anterior"	"wall"	"the"	"top"	"line"	"of"	"the"	"vagina"	"as"	"the"	"woman"	"lie"	"on"	"her"	"back"	"may"	"cause"	"a"	"great_deal"	"of"	"distress"	"in"	"a"	"virgin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
