"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"2:38:00::"	"to"	"the"	"momentum"	"economy"	"momentum_to"	"to_the"	"the_economy"	"steady_momentum_to"	"momentum_to_the"	"to_the_economy"	"the_economy_to"	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"present"	"recovery"	"movement"	"gather"	"steady"	"momentum"	"to"	"lift"	"the"	"economy"	"to"	"a"	"new"	"historic"	"peak"	"by"	"this"	"autumn"	"beryl_w._sprinkel"	"economist"	"of"	"harris_trust"	"savings_bank"	"chicago"	"predict"	"at"	"the"	"closing"	"session"	"here"	"tuesday"	"of"	"investment_bankers"	"assn."	"california"	"group"	"conference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"vince"	"his"	"∅"	"hand"	"∅_vince"	"vince_his"	"his_hand"	"∅_∅_vince"	"∅_vince_his"	"vince_his_hand"	"his_hand_as"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lift"	"his"	"hand"	"as"	"if"	"to"	"strike"	"but"	"his"	"thin"	"lips"	"spread"	"in"	"a"	"smile"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"mike"	"him"	"but"	"almost"	"but_mike"	"mike_him"	"him_almost"	",_but_mike"	"but_mike_him"	"mike_him_almost"	"him_almost_bodily"	"ε"	"CC"	"NNP"	"VB"	"PRP"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"dean"	"still"	"but"	"mike"	"lift"	"him"	"almost"	"bodily"	"into"	"the"	"saddle"	"and"	"thrust"	"the"	"reins"	"in"	"his"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"gently"	"the"	";"	"edge"	";_gently"	"gently_the"	"the_edge"	"project_;_gently"	";_gently_the"	"gently_the_edge"	"the_edge_on"	"NN"	"ε"	"RB"	"VB"	"DT"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"release"	"clay"	"from"	"mold"	"place"	"hands"	"a"	"cupped"	"around"	"project"	"gently"	"lift"	"the"	"edge"	"on"	"far"	"side"	"then"	"continue"	"to"	"release"	"edge"	"completely"	"around"	"mold"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"murderer"	"his"	"the"	"head"	"the_murderer"	"murderer_his"	"his_head"	"∅_the_murderer"	"the_murderer_his"	"murderer_his_head"	"his_head_."	"ε"	"DT"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"murderer"	"lift"	"his"	"head"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"the"	"front_room"	"girl"	"front_room_,"	",_the"	"the_girl"	"the_front_room_,"	"front_room_,_the"	",_the_girl"	"the_girl_'s"	"DT"	"NN"	"ε"	"VB"	"DT"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"morgan"	"fill"	"the"	"dipper"	"from"	"the"	"water"	"bucket"	"the"	"shelf"	"go_back"	"into"	"the"	"front_room"	"lift"	"the"	"girl"	"head"	"and"	"hold"	"the"	"edge"	"of"	"the"	"dipper"	"to"	"her"	"mouth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"from"	"her"	"shake"	"and"	"shake_from"	"from_her"	"her_and"	"arms_shake_from"	"shake_from_her"	"from_her_and"	"her_and_take"	"NNS"	"VB"	"IN"	"VB"	"PRP$"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"be"	"so"	"heavy"	"maggie"	"arms"	"shake"	"from"	"lift"	"her"	"and"	"take"	"care"	"of"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:03::"	"cloud"	"enough"	"the"	"to"	"the_cloud"	"cloud_enough"	"enough_to"	"november_the_cloud"	"the_cloud_enough"	"cloud_enough_to"	"enough_to_carry_out"	"NN"	"DT"	"NN"	"VB"	"RB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"early"	"in"	"the"	"cloud"	"lift"	"enough"	"to"	"carry_out"	"the"	"assigned"	"mission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"a"	"porch"	"hand"	"porch_,"	",_a"	"a_hand"	"hotel_porch_,"	"porch_,_a"	",_a_hand"	"a_hand_in"	"NN"	"NN"	"ε"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"reappear"	"stop"	"on"	"hotel"	"porch"	"lift"	"a"	"hand"	"in"	"signal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"to"	"it"	"as"	"practically"	"as_to"	"to_it"	"it_practically"	"effect_as_to"	"as_to_it"	"to_it_practically"	"it_practically_off"	"NN"	"RB"	"TO"	"VB"	"PRP"	"RB"	"IN"	"upper"	"center"	"of"	"person"	"first"	"collage"	"fruit_dish"	"in"	"person"	"collection"	"a"	"bunch"	"of"	"grape"	"is"	"render"	"with"	"such"	"conventionally"	"vivid"	"sculptural"	"effect"	"as"	"to"	"it"	"practically"	"off"	"the"	"picture_plane"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"``"	","	"∅"	"do"	"∅_``"	"``_,"	",_do"	"∅_∅_``"	"∅_``_,"	"``_,_do"	",_do_n't"	"ε"	"ε"	"ε"	"VB"	"ε"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"n't"	"shove"	"h"	"lift"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"h"	"''"	"*"	"."	"*_h"	"h_''"	"''_."	"*_*_h"	"*_h_''"	"h_''_."	"''_._∅"	"ε"	"ε"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lift"	"do"	"n't"	"shove"	"lift"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"i'm"	"''"	","	"."	",_i'm"	"i'm_''"	"''_."	"ok_,_i'm"	",_i'm_''"	"i'm_''_."	"''_._∅"	"RB"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ok"	"lift"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"you"	"really"	"carving"	"possess"	"carving_you"	"you_really"	"really_possess"	"ivory_carving_you"	"carving_you_really"	"you_really_possess"	"really_possess_juju"	"NN"	"NN"	"PRP"	"VB"	"RB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"whether"	"the"	"pair"	"sudanese"	"ivory"	"carving"	"you"	"lift"	"really"	"possess"	"juju"	"to"	"turn"	"your"	"liver"	"to"	"lead"	"as"	"a"	"dealer"	"in"	"khartoum"	"assure"	"me"	"i"	"be"	"not"	"competent"	"to"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"his"	"∅"	"hand"	"∅_person"	"person_his"	"his_hand"	"∅_∅_person"	"∅_person_his"	"person_his_hand"	"his_hand_for"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"lift"	"his"	"hand"	"for"	"silence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	"``"	"all"	"to"	"those"	"to_``"	"``_all"	"all_those"	"sonny_boy_to_``"	"to_``_all"	"``_all_those"	"all_those_old"	"NN"	"TO"	"ε"	"VB"	"JJ"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"too"	"often"	"a"	"beginning"	"bodybuilder"	"has"	"to"	"do"	"his"	"training"	"either"	"because"	"his"	"parent"	"do"	"n't"	"want"	"sonny_boy"	"to"	"lift"	"all"	"those"	"old"	"barbell"	"thing"	"because"	"you"	"stunt"	"your"	"growth"	"or"	"because"	"childish"	"taunt"	"from"	"his"	"schoolmate"	"like"	"hey"	"lookit"	"person"	"whaddya"	"gonna"	"do"	"with"	"all"	"those"	"muscle"	"of"	"which"	"he"	"have"	"none"	"at"	"the"	"time"	
