"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"4:02:00::"	","	"located"	"high_school"	"in"	"high_school_,"	",_located"	"located_in"	"the_high_school_,"	"high_school_,_located"	",_located_in"	"located_in_the"	"DT"	"NN"	"ε"	"RB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"most"	"state"	"trade"	"and"	"industrial"	"training"	"is"	"in"	"a"	"minority"	"of"	"the"	"high_school"	"usually"	"located"	"in"	"the"	"larger"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"you"	"farming"	"would"	"farming_,"	",_you"	"you_would"	"of_farming_,"	"farming_,_you"	",_you_would"	"you_would_do"	"IN"	"NN"	"ε"	"RB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"be"	"not"	"well"	"acquainted_with"	"area"	"in"	"which"	"you"	"wish_to"	"locate"	"or"	"if"	"you"	"be"	"not"	"sure"	"that"	"and"	"your"	"family"	"will"	"like"	"and"	"make"	"a"	"success"	"of"	"farming"	"usually"	"you"	"would"	"do"	"better"	"to"	"rent"	"a"	"place"	"for"	"a"	"year"	"or"	"two"	"before"	"you"	"buy"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"is"	"associate"	")"	"with"	")_is"	"is_associate"	"associate_with"	"''_)_is"	")_is_associate"	"is_associate_with"	"associate_with_plato"	"ε"	"ε"	"VBZ"	"RB"	"VB"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"word"	"mimesis"	"imitation"	"is"	"associate"	"with"	"plato"	"and"	"aristotle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"a"	"husband"	"well-educated"	"husband_be"	"be_a"	"a_well-educated"	"the_husband_be"	"husband_be_a"	"be_a_well-educated"	"a_well-educated_professional"	"DT"	"NN"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"be"	"usually"	"a"	"well-educated"	"professional"	"preoccupy"	"with"	"his"	"job"	"often"	"an"	"organization"	"man"	"whose"	"motto"	"for"	"get_ahead"	"be"	"do"	"n't"	"rock_the_boat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"invent"	"did"	"the"	"did_not"	"not_invent"	"invent_the"	"shakespeare_did_not"	"did_not_invent"	"not_invent_the"	"invent_the_incident"	"NN"	"VBD"	"RB"	"RB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shakespeare"	"not"	"usually"	"invent"	"the"	"incident"	"in"	"his"	"play"	"but"	"borrow"	"them"	"from"	"old"	"story"	"ballad"	"and"	"play"	"weave"	"them"	"together"	"and"	"then"	"breathe"	"into"	"them"	"his"	"spark"	"of"	"life"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"the"	"15"	"final"	"15_be"	"be_the"	"the_final"	"april_15_be"	"15_be_the"	"be_the_final"	"the_final_date"	"NN"	"JJ"	"VB"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"april"	"usually"	"the"	"final"	"date"	"for"	"file"	"income_tax_return"	"for"	"most"	"people"	"because"	"they"	"use"	"the"	"calendar_year"	"end"	"on"	"december"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"were"	"write"	"camp"	"under"	"camp_were"	"were_write"	"write_under"	"from_camp_were"	"camp_were_write"	"were_write_under"	"write_under_adverse"	"IN"	"NN"	"VBD"	"RB"	"VB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"letter"	"which"	"forth"	"from"	"camp"	"were"	"usually"	"write"	"under"	"adverse"	"circumstance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"a"	"background"	"silhouette"	"background_,"	",_a"	"a_silhouette"	"a_background_,"	"background_,_a"	",_a_silhouette"	"a_silhouette_form"	"DT"	"NN"	"ε"	"RB"	"DT"	"VB"	"NN"	"has"	"teach"	"person"	"that"	"most"	"landscape"	"can"	"be"	"reduce"	"to"	"three"	"essential"	"plane"	"a"	"foreground"	"in"	"sharp"	"focus"	"either"	"a"	"light"	"area"	"with"	"dark"	"accent"	"or"	"a"	"dark"	"one"	"with"	"light"	"a"	"middle_distance"	"often"	"contain"	"the"	"major"	"motif"	"a"	"background"	"usually"	"silhouette"	"form"	"foil"	"against"	"the"	"sky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"be"	"vocalic"	"which"	"but"	"which_be"	"be_vocalic"	"vocalic_but"	"peak_which_be"	"which_be_vocalic"	"be_vocalic_but"	"vocalic_but_,"	"NN"	"WDT"	"VB"	"RB"	"JJ"	"CC"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"syllable"	"be"	"linguistic_unit"	"center"	"peak"	"which"	"be"	"usually"	"vocalic"	"but"	"as"	"has"	"been"	"note"	"be"	"consonantal"	"under"	"certain"	"circumstance"	"and"	"which"	"may"	"or"	"may"	"not"	"be"	"combine"	"with"	"preceding"	"and"	"or"	"following"	"consonant"	"or"	"combination"	"of"	"consonant"	
"4:02:00::"	"is"	"put"	"than"	"into"	"than_is"	"is_put"	"put_into"	"imply_than_is"	"than_is_put"	"is_put_into"	"put_into_practice"	"VB"	"IN"	"VBZ"	"RB"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"will"	"readily"	"be"	"see"	"that"	"in"	"this"	"suggested"	"network"	"not"	"materially"	"different"	"from"	"of"	"the"	"network"	"in_vogue"	"today"	"greater"	"emphasis"	"on"	"monitor"	"is"	"imply"	"than"	"is"	"usually"	"put"	"into"	"practice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
