"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"
"2:39:00::"	"that"	"their"	"showpiece"	"technical"	"showpiece_that"	"that_their"	"their_technical"	"brilliant_showpiece_that"	"showpiece_that_their"	"that_their_technical"	"their_technical_prowess"	"JJ"	"NN"	"WDT"	"VB"	"PRP$"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maria_tallchief"	"and"	"erik_bruhn"	"who"	"dance"	"the"	"nutcracker"	"pas_de_deux"	"were"	"also"	"in"	"the"	"petipa-minkus"	"pas_de_deux"	"from"	"don_quixote"	"another"	"brilliant"	"that"	"display"	"their"	"technical"	"prowess"	"handsomely"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"to"	"continue"	"the"	"continue_to"	"to_to"	"to_the"	"and_continue_to"	"continue_to_to"	"to_to_the"	"to_the_public"	"CC"	"VB"	"TO"	"VB"	"TO"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"fiscal_year"	"medical_museum"	"was"	"move"	"to"	"chase_hall"	"a"	"temporary"	"building"	"on"	"independence_avenue"	"ninth_street"	"southwest"	"and"	"continue"	"to"	"display"	"to"	"the"	"public"	"the"	"achievements"	"of"	"the"	"armed_forces"	"medical"	"services"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"three"	"their"	"jazz"	"sound"	"jazz_three"	"three_their"	"their_sound"	"the_jazz_three"	"jazz_three_their"	"three_their_sound"	"their_sound_musicianship"	"DT"	"NNP"	"CD"	"VB"	"PRP$"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"three"	"display"	"their"	"sound"	"musicianship"	"not_only"	"in"	"their"	"own"	"chosen"	"set"	"but"	"as"	"the"	"emergency"	"accompanists"	"for"	"al_minns"	"leon_james"	"the"	"superb"	"jazz"	"dancers"	"who"	"have"	"now"	"be"	"newport"	"performers"	"for"	"three"	"successive"	"years"	"gradually"	"move_up"	"from"	"a"	"morning"	"seminar"	"on"	"the"	"evolution"	"of"	"the_blues"	"to"	"a"	"spot"	"on"	"the"	"evening"	"program"	
"2:39:00::"	"energy"	"after"	"more"	"it"	"more_energy"	"energy_after"	"after_it"	"not_any_more_energy"	"more_energy_after"	"energy_after_it"	"after_it_was"	"JJ"	"JJR"	"NN"	"VB"	"IN"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"certainly"	"not_any"	"more"	"energy"	"display"	"after"	"it"	"was"	"clear"	"the"	"united_states"	"would"	"not"	"back"	"the"	"pro-western"	"government"	"to_the_hilt"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"today"	"pieces"	"homes"	"pattern"	"homes_today"	"today_pieces"	"pieces_pattern"	"american_homes_today"	"homes_today_pieces"	"today_pieces_pattern"	"pieces_pattern_after"	"NNP"	"NNS"	"NN"	"VB"	"NNS"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"authenticated"	"pieces"	"of"	"duncan_phyfe"	"furniture"	"be"	"although"	"millions"	"of"	"american"	"homes"	"today"	"display"	"pieces"	"pattern"	"after"	"the"	"style"	"trends"	"he"	"set"	"years"	"ago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"∅"	"his"	"∅"	"knowledge"	"∅_∅"	"∅_his"	"his_knowledge"	"∅_∅_∅"	"∅_∅_his"	"∅_his_knowledge"	"his_knowledge_of"	"ε"	"ε"	"ε"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"knowledge"	"of"	"music"	"the"	"new"	"england-born"	"president"	"remark"	"that"	"probably"	"the"	"best"	"chamber_music"	"in"	"the"	"world"	"is"	"play"	"in"	"vermont"	"by"	"young"	"americans"	"and"	"here"	"in_this"	"school"	"where"	"they"	"have"	"produce"	"extraordinary"	"musicians"	"and"	"teachers"	"and"	"their"	"work"	"is"	"being"	"duplicate"	"all"	"across"	"the"	"united_states"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"was"	"by"	"conventions"	"castro"	"conventions_was"	"was_by"	"by_castro"	"legal_conventions_was"	"conventions_was_by"	"was_by_castro"	"by_castro_'s"	"JJ"	"NNS"	"VBD"	"VB"	"IN"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"less"	"respect"	"for"	"legal"	"conventions"	"was"	"display"	"by"	"castro"	"right_hand"	"man"	"che_guevara"	"who"	"edify"	"the"	"inter-american"	"economic_and_social_council"	"meeting"	"in"	"montevideo"	"by"	"read"	"two"	"secret"	"american"	"documents"	"purloin"	"from"	"the"	"united_states"	"embassy"	"at"	"caracas"	"venezuela"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"properly"	"the"	"to"	"american"	"to_properly"	"properly_the"	"the_american"	"judges_to_properly"	"to_properly_the"	"properly_the_american"	"the_american_flag"	"NNS"	"TO"	"RB"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"resolution"	"under"	"discussion"	"at"	"the"	"convention"	"be"	"to"	"the"	"boards"	"of"	"election"	"to"	"instruct"	"judges"	"to"	"properly"	"display"	"the"	"american"	"flag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"admirably"	"the"	"which"	"variety"	"which_admirably"	"admirably_the"	"the_variety"	"selection_which_admirably"	"which_admirably_the"	"admirably_the_variety"	"the_variety_of"	"NN"	"WDT"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"this"	"latest"	"addition"	"to"	"the"	"great"	"letters"	"series"	"under"	"the"	"general"	"editorship"	"of"	"louis_kronenberger"	"has"	"make"	"a"	"selection"	"which"	"admirably"	"display"	"the"	"variety"	"of"	"james"	"genius"	"not_to_mention"	"the"	"felicities"	"of"	"his"	"style"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"distinctly"	"the"	"it"	"pro"	"it_distinctly"	"distinctly_the"	"the_pro"	"all_of_it_distinctly"	"it_distinctly_the"	"distinctly_the_pro"	"the_pro_touch"	"JJ"	"PRP"	"RB"	"VB"	"DT"	"FW"	"NN"	"the"	"strongest"	"act"	"to"	"hit"	"the"	"area"	"in"	"a"	"long"	"while"	"a"	"well"	"integrated"	"fast"	"moving"	"outfit"	"specialize"	"in"	"skits"	"vocals"	"comedy"	"and"	"instrumentals"	"all_of"	"it"	"distinctly"	"the"	"pro"	"touch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
