"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:42:00::"	"groups"	"by"	"special-interest"	"these"	"special-interest_groups"	"groups_by"	"by_these"	"and_special-interest_groups"	"special-interest_groups_by"	"groups_by_these"	"by_these_laws"	"CC"	"JJ"	"NNS"	"VB"	"IN"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"would"	"expect"	"the"	"proposed"	"committee"	"to"	"hold"	"public"	"hearings"	"mr._notte"	"say"	"to"	"obtain"	"the"	"of"	"the"	"general"	"public"	"and"	"religious"	"labor"	"and"	"special-interest"	"groups"	"affect"	"by"	"these"	"laws"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"do"	"tooth"	"characteristics"	"formation"	"characteristics_do"	"do_tooth"	"tooth_formation"	"family_characteristics_do"	"characteristics_do_tooth"	"do_tooth_formation"	"tooth_formation_to"	"NN"	"NNS"	"VBP"	"VB"	"NN"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_the_past"	"anyone"	"who"	"say"	"that"	"of"	"all"	"malocclusion"	"be"	"hereditary"	"was"	"at"	"now"	"we"	"know"	"that"	"family"	"characteristics"	"do"	"affect"	"tooth"	"formation"	"to"	"a"	"large"	"extent"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"christianity"	"the"	"did"	"united_states_of_america"	"did_christianity"	"christianity_the"	"the_united_states_of_america"	"ways_did_christianity"	"did_christianity_the"	"christianity_the_united_states_of_america"	"the_united_states_of_america_in"	"NNS"	"VBD"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to_what_extent"	"and"	"ways"	"did"	"christianity"	"affect"	"the"	"united_states_of_america"	"in"	"the"	"nineteenth"	"century"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"have"	"the"	"that"	"negro"	"that_have"	"have_the"	"the_negro"	"changes_that_have"	"that_have_the"	"have_the_negro"	"the_negro_have"	"NNS"	"WDT"	"VBP"	"VB"	"DT"	"NNP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"other"	"examples"	"of"	"changes"	"that"	"have"	"affect"	"the"	"negro"	"have"	"be"	"his"	"move"	"up"	"row"	"by"	"row"	"in"	"the"	"busses"	"his"	"request"	"and"	"often"	"get"	"higher"	"wages"	"better"	"working"	"conditions"	"better"	"schools"	"changes"	"that"	"were"	"slowly"	"emerge"	"even"	"before"	"the"	"supreme_court"	"decision"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"abrupt_changes"	"southern"	"and"	"life"	"and_abrupt_changes"	"abrupt_changes_southern"	"southern_life"	"gradual_and_abrupt_changes"	"and_abrupt_changes_southern"	"abrupt_changes_southern_life"	"southern_life_,"	"JJ"	"CC"	"NN"	"VB"	"NNP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just_as"	"the"	"negro"	"situation"	"the"	"gradual"	"and"	"abrupt_changes"	"affect"	"southern"	"life"	"it"	"also"	"point_up"	"the"	"non-representation"	"of"	"urbanism"	"in"	"southern"	"literature"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"facts"	"such"	"pertinent"	"communication"	"pertinent_facts"	"facts_such"	"such_communication"	"the_pertinent_facts"	"pertinent_facts_such"	"facts_such_communication"	"such_communication_at"	"DT"	"JJ"	"NNS"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"are"	"pertinent"	"facts"	"affect"	"such"	"communication"	"at"	"the"	"present"	"juncture"	"of"	"history"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"sam_rayburn"	"a"	"although"	"gruff"	"although_sam_rayburn"	"sam_rayburn_a"	"a_gruff"	"∅_although_sam_rayburn"	"although_sam_rayburn_a"	"sam_rayburn_a_gruff"	"a_gruff_exterior"	"ε"	"IN"	"NNP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sam_rayburn"	"affect"	"a"	"gruff"	"exterior"	"in"	"many"	"instances"	"nevertheless"	"he"	"be"	"fundamentally"	"a"	"man"	"of"	"warm"	"heart"	"and"	"gentle"	"disposition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"will"	"employees"	"expenses"	"in"	"expenses_will"	"will_employees"	"employees_in"	"in_expenses_will"	"expenses_will_employees"	"will_employees_in"	"employees_in_the"	"IN"	"NNS"	"MD"	"VB"	"NNS"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"reduction"	"expenses"	"will"	"affect"	"employees"	"in"	"the"	"thirteen"	"states"	"in_which"	"the"	"b."	"o."	"operate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"genes"	"heredity"	"how"	"by"	"how_genes"	"genes_heredity"	"heredity_by"	"discover_how_genes"	"how_genes_heredity"	"genes_heredity_by"	"heredity_by_control"	"VB"	"WRB"	"NNS"	"VB"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"last"	"week"	"chicago"	"happily"	"find"	"its"	"top"	"scholar"	"in"	"caltech"	"acting"	"dean"	"of"	"the"	"faculty"	"dynamic"	"geneticist_george_wells_beadle"	"share"	"the"	"nobel_prize"	"in"	"medicine"	"and"	"physiology"	"for"	"discover"	"how"	"genes"	"affect"	"heredity"	"by"	"control"	"cell"	"chemistry"	"time"	"cover"	"july_14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:29:00::"	"be"	"''"	"will"	"."	"will_be"	"be_''"	"''_."	"people_will_be"	"will_be_''"	"be_''_."	"''_._∅"	"NNS"	"MD"	"VB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"having"	"hedge"	"its"	"bets"	"in_this_way"	"phs"	"apparently"	"decide"	"it"	"would"	"be"	"to"	"make"	"some"	"sort_of"	"determination"	"after_all"	"at_present"	"radiation"	"levels"	"and"	"even"	"at"	"somewhat"	"higher"	"levels"	"the"	"additional"	"be"	"slight"	"and"	"very_few"	"people"	"will"	"be"	"affect"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
