"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"
"3:01:00::"	"expensive"	"shoe"	"an"	"for"	"an_expensive"	"expensive_shoe"	"shoe_for"	"'re_an_expensive"	"an_expensive_shoe"	"expensive_shoe_for"	"shoe_for_walk_around"	"VBP"	"DT"	"JJ"	"JJ"	"NN"	"IN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"they"	"an"	"english"	"shoe"	"for"	"walk_around"	"a_lot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:09:00::;1:10:00::"	"of"	"."	"reader"	"∅"	"reader_of"	"of_."	"._∅"	"to_reader_of"	"reader_of_."	"of_._∅"	"._∅_∅"	"TO"	"NN"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"among"	"the"	"recipient"	"of"	"the"	"nobel_prize"	"for"	"more_than"	"half"	"be"	"practically"	"unknown"	"to"	"reader"	"of"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"coast"	"as"	"."	"as_the"	"the_coast"	"coast_."	"faraway_as_the"	"as_the_coast"	"the_coast_."	"coast_._∅"	"JJ"	"IN"	"NN"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"of"	"the"	"most"	"damaging"	"tsunami"	"on"	"record"	"follow"	"the"	"famous"	"lisbon"	"earthquake"	"of"	"november"	"wave"	"persist"	"for"	"a"	"week"	"and"	"were"	"feel"	"as"	"faraway"	"as"	"the"	"english"	"coast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"and"	"interest"	","	"in"	",_and"	"and_interest"	"interest_in"	"leak_out_,_and"	",_and_interest"	"and_interest_in"	"interest_in_him"	"VB"	"ε"	"CC"	"JJ"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"the"	"half_moon"	"put"	"in"	"at"	"location"	"england"	"in"	"the"	"fall"	"word"	"of"	"person"	"finding"	"leak_out"	"and"	"english"	"interest"	"in"	"him"	"revive"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"modern"	"``"	"the"	"whodunit"	"the_modern"	"modern_``"	"``_whodunit"	"in_the_modern"	"the_modern_``"	"modern_``_whodunit"	"``_whodunit_''"	"IN"	"DT"	"JJ"	"JJ"	"ε"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"modern"	"english"	"whodunit"	"this"	"insinuation"	"of"	"latent"	"criminality"	"in"	"the"	"detective"	"himself"	"has"	"almost"	"entirely"	"disappear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"the"	"watercolorist"	"with"	"of"	"with_the"	"the_watercolorist"	"watercolorist_of"	"kinship_with_the"	"with_the_watercolorist"	"the_watercolorist_of"	"watercolorist_of_the"	"NN"	"IN"	"NN"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"essentially"	"a"	"landscape"	"painter"	"whose"	"and"	"direction"	"have"	"a"	"kinship"	"with"	"the"	"english"	"watercolorist"	"of"	"the"	"early"	"nineteenth"	"century"	"especially"	"the"	"beautifully"	"pattern"	"art"	"of"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:10:00::"	"an"	"in"	"become"	"which"	"become_an"	"an_in"	"in_which"	"spanish_become_an"	"become_an_in"	"an_in_which"	"in_which_only"	"NN"	"VB"	"DT"	"NN"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suddenly"	"the"	"become"	"an"	"english"	"in"	"which"	"only"	"one"	"word"	"emerge"	"with"	"clarity"	"and"	"precision"	"son_of_a_bitch"	"sometimes"	"hyphenated"	"by"	"vicious"	"jab"	"of"	"a"	"beer_bottle"	"into"	"person"	"quivering"	"rib"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"and"	"theology"	"american"	"."	"american_and"	"and_theology"	"theology_."	"in_american_and"	"american_and_theology"	"and_theology_."	"theology_._∅"	"IN"	"JJ"	"CC"	"JJ"	"NN"	"ε"	"ε"	"then"	"provided"	"the"	"possibility"	"been"	"exhaust"	"that"	"the"	"only"	"real"	"alternative"	"be"	"the"	"general"	"viewpoint"	"of"	"the"	"left"	"which"	"has"	"been"	"represent"	"on"	"the"	"continent"	"by"	"person"	"and"	"to"	"some"	"extent"	"at_least"	"is"	"find"	"much"	"that"	"be"	"significant"	"in"	"american"	"and"	"theology"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	"many"	"catholic"	"∅"	"be"	"∅_many"	"many_catholic"	"catholic_be"	"∅_∅_many"	"∅_many_catholic"	"many_catholic_be"	"catholic_be_proud"	"ε"	"ε"	"JJ"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"english"	"catholic"	"be"	"proud"	"of"	"their"	"catholicism"	"and"	"know"	"that"	"they"	"be"	"in"	"a"	"new"	"ascendancy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:01:00::"	","	"catholic"	"father"	"have"	"father_,"	",_catholic"	"catholic_have"	"medieval_father_,"	"father_,_catholic"	",_catholic_have"	"catholic_have_always"	"JJ"	"NN"	"ε"	"JJ"	"NN"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"they"	"have"	"keep"	"the"	"of"	"their"	"medieval"	"father"	"english"	"catholic"	"have"	"always"	"strongly"	"resent"	"the"	"charge"	"of"	"be"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
