"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:38:00::"	"while"	"from"	"ago"	"jerusalem"	"ago_while"	"while_from"	"from_jerusalem"	"years_ago_while"	"ago_while_from"	"while_from_jerusalem"	"from_jerusalem_to"	"NNS"	"RB"	"IN"	"VB"	"IN"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"progressive"	"closing"	"of"	"afro-asian"	"ears"	"to"	"the"	"christian"	"message"	"epitomize"	"in"	"a"	"conversation"	"i"	"had"	"three"	"years"	"ago"	"while"	"fly"	"from"	"jerusalem"	"to"	"cairo"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"who"	"to"	","	"washington"	",_who"	"who_to"	"to_washington"	"defense_minister_bahi_ladgham_,_who"	",_who_to"	"who_to_washington"	"to_washington_last"	"NNP"	"ε"	"WP"	"VB"	"TO"	"NNP"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"also"	"discuss"	"the"	"bizerte"	"deadlock"	"with"	"the"	"man"	"in"	"the"	"tunisian_government"	"defense_minister_bahi_ladgham"	"who"	"fly"	"to"	"washington"	"last"	"week"	"to"	"seek"	"u._s."	"support"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"707"	","	"boeing"	"be"	"boeing_707"	"707_,"	",_be"	"four-jet_boeing_707"	"boeing_707_,"	"707_,_be"	",_be_a"	"JJ"	"NNP"	"CD"	"VB"	"ε"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"international_airport"	"in"	"los_angeles"	"to"	"international_airport"	"in"	"as"	"the"	"great"	"four-jet"	"boeing"	"fly"	"be"	"a"	"routine"	"five"	"hours"	"and"	"minutes"	"include"	"stopovers"	"at"	"phoenix"	"el_paso"	"and"	"san_antonio"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"fogg"	"his"	","	"ship"	",_fogg"	"fogg_his"	"his_ship"	"in_the_air_,_fogg"	",_fogg_his"	"fogg_his_ship"	"his_ship_by"	"RB"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"plane"	"radios"	"be"	"not_yet"	"available"	"once"	"in_the_air"	"fogg"	"fly"	"his"	"ship"	"by"	"compass"	"a"	"good"	"memory"	"for"	"landmarks"	"as"	"see"	"from"	"above"	"and"	"a"	"capacity"	"for"	"dead_reckoning"	"and"	"quick"	"computation"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"car"	"over"	"the"	"the"	"the_car"	"car_over"	"over_the"	"of_the_car"	"the_car_over"	"car_over_the"	"over_the_roof"	"IN"	"DT"	"NN"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"explosion"	"send"	"hood"	"of"	"the"	"car"	"fly"	"over"	"the"	"roof"	"of"	"the"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"having"	"for"	"for"	"the"	"for_having"	"having_for"	"for_the"	"jakarta_for_having"	"for_having_for"	"having_for_the"	"for_the_indonesian"	"NNP"	"IN"	"VBG"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"trial"	"in"	"for"	"having"	"fly"	"for"	"the"	"indonesian"	"anti-communist"	"insurgents"	"u._s."	"pilot"	"alan_lawrence_pope"	"boldly"	"tell"	"the"	"court"	"that"	"in"	"support"	"the"	"freedom"	"fighters"	"he"	"was"	"actually"	"defend"	"the"	"sovereignty"	"and"	"independence"	"of"	"indonesia"	
"2:38:00::"	"to"	"without"	"forbid"	"specific"	"forbid_to"	"to_without"	"without_specific"	"are_forbid_to"	"forbid_to_without"	"to_without_specific"	"without_specific_orders"	"VBP"	"VB"	"TO"	"VB"	"IN"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"let"	"us"	"imagine"	"a"	"wing"	"of"	"b-52"	"on"	"alert"	"near"	"their"	"control"	"or"	"fail-safe"	"points"	"the"	"spots"	"on"	"the"	"map"	"many"	"miles"	"from"	"soviet"	"territory"	"which"	"they"	"are"	"forbid"	"to"	"fly"	"without"	"specific"	"orders"	"to"	"proceed"	"to"	"their"	"targets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:02::"	"patricia_murphy"	"up_to"	"that"	"st._john"	"that_patricia_murphy"	"patricia_murphy_up_to"	"up_to_st._john"	"hear_that_patricia_murphy"	"that_patricia_murphy_up_to"	"patricia_murphy_up_to_st._john"	"up_to_st._john_'s"	"VB"	"IN"	"NNP"	"VB"	"JJ"	"NNP"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"hear"	"patricia_murphy"	"fly"	"up_to"	"st._john"	"newfoundland"	"next"	"sunday"	"to"	"attend"	"the"	"government"	"special"	"ceremonies"	"at"	"memorial_university"	"honor"	"distinguished"	"sons"	"and"	"daughters"	"of"	"the"	"island"	"province"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"the"	"be"	"pulse"	"be_to"	"to_the"	"the_pulse"	"alive_be_to"	"be_to_the"	"to_the_pulse"	"the_pulse_jet"	"JJ"	"VB"	"TO"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"way"	"fiedler"	"could"	"to"	"earth"	"alive"	"be"	"to"	"fly"	"the"	"pulse"	"jet"	"missile"	"and"	"land"	"it"	"on"	"the"	"airstrip"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"in"	"fish_hawk"	"the"	"fish_hawk_,"	",_in"	"in_the"	"morning_fish_hawk_,"	"fish_hawk_,_in"	",_in_the"	"in_the_heated"	"JJ"	"NN"	"ε"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"new_york"	"lie"	"bleach"	"in"	"the"	"summer"	"and"	"the"	"morning"	"fish_hawk"	"fly"	"in"	"the"	"heated"	"air"	"see"	"below"	"him"	"the"	"long"	"triangular"	"wedge"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
