"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"2:38:00::"	"and"	"the"	","	"bedroom"	",_and"	"and_the"	"the_bedroom"	"rourke_,_and"	",_and_the"	"and_the_bedroom"	"the_bedroom_to"	"NNP"	"ε"	"CC"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"he"	"turn_over"	"the"	"over"	"to"	"rourke"	"and"	"go_into"	"the"	"bedroom"	"to"	"change"	"his"	"slippers"	"for"	"dry"	"socks"	"and"	"shoes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"correspondents"	"pathet_lao"	"several"	"territory"	"several_correspondents"	"correspondents_pathet_lao"	"pathet_lao_territory"	"after_several_correspondents"	"several_correspondents_pathet_lao"	"correspondents_pathet_lao_territory"	"pathet_lao_territory_and"	"IN"	"JJ"	"NNS"	"VB"	"NNP"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"several"	"correspondents"	"go_into"	"pathet_lao"	"territory"	"and"	"expose"	"the"	"huge"	"build-up"	"administration"	"spokesmen"	"acclaim"	"them"	"for"	"perform"	"a"	"great"	"service"	"and"	"lay"	"the_matter"	"before"	"the"	"southeast_asia_treaty_organization"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"cargo"	"the"	"vile"	"hole"	"vile_cargo"	"cargo_the"	"the_hole"	"the_vile_cargo"	"vile_cargo_the"	"cargo_the_hole"	"the_hole_of"	"DT"	"JJ"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so"	"vile"	"cargo"	"go_into"	"the"	"hole"	"of"	"the"	"john_harvey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"the"	","	"kitchen"	",_and"	"and_the"	"the_kitchen"	"couch_,_and"	",_and_the"	"and_the_kitchen"	"the_kitchen_,"	"NN"	"ε"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"put_down"	"her"	"down"	"the"	"couch"	"and"	"go_into"	"the"	"kitchen"	"see"	"that"	"the"	"boy"	"had"	"drop"	"into"	"a"	"chair"	"beside"	"the"	"table"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"the"	"and"	"bedroom"	"and_,"	",_the"	"the_bedroom"	"nod_and_,"	"and_,_the"	",_the_bedroom"	"the_bedroom_,"	"VB"	"CC"	"ε"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"and"	"go_into"	"the"	"bedroom"	"bring"	"a"	"needle"	"thread"	"and"	"scissors"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"capable_of"	"china"	"aircraft"	"or"	"aircraft_capable_of"	"capable_of_china"	"china_or"	"long-endurance_aircraft_capable_of"	"aircraft_capable_of_china"	"capable_of_china_or"	"china_or_russia"	"JJ"	"NN"	"JJ"	"VB"	"NNP"	"CC"	"NNP"	"reasonable"	"that"	"if"	"general"	"nuclear"	"war"	"is"	"not"	"to"	"be"	"one"	"cataclysmic"	"act"	"of"	"burn"	"each"	"citizens"	"to"	"cinders"	"we"	"must"	"have"	"a"	"manned"	"strategic"	"force"	"of"	"long-endurance"	"aircraft"	"capable_of"	"china"	"or"	"russia"	"to"	"find"	"and"	"destroy"	"their"	"strategic"	"forces"	"which"	"continue"	"to"	"threaten"	"us"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"roberts"	"stairs"	"'"	"stairs_,"	",_roberts"	"roberts_'"	"the_stairs_,"	"stairs_,_roberts"	",_roberts_'"	"roberts_'_room"	"DT"	"NNS"	"ε"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"climb"	"stairs"	"go_into"	"roberts"	"room"	"find"	"a"	"suitcase"	"and"	"pack"	"as"	"much"	"into"	"it"	"as"	"he"	"could"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"had"	"battle"	"which"	"for"	"which_had"	"had_battle"	"battle_for"	"regiment_which_had"	"which_had_battle"	"had_battle_for"	"battle_for_over"	"NN"	"WDT"	"VBD"	"VB"	"NN"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"happen"	"at"	"the"	"st._patrick"	"party"	"a"	"affair"	"for"	"a"	"regiment"	"which"	"had"	"go_into"	"battle"	"for"	"over"	"three"	"quarter"	"of"	"a"	"century"	"to"	"the"	"strain"	"of"	"an"	"irish"	"march"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"and"	"the"	"her"	"kitchen"	"her_and"	"and_the"	"the_kitchen"	"frighten_her_and"	"her_and_the"	"and_the_kitchen"	"the_kitchen_,"	"VB"	"PRP$"	"CC"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"pause"	"at"	"the"	"kitchen"	"door"	"catch_one's_breath"	"her"	"breath"	"tell"	"herself"	"firmly"	"that"	"the"	"opium"	"only"	"an"	"attempt"	"to"	"frighten"	"her"	"and"	"go_into"	"the"	"kitchen"	"where"	"person"	"was"	"eye"	"the"	"chicken"	"dismally"	"and"	"person"	"was"	"clean"	"lamp_chimney"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"had"	"the"	"person"	"station"	"person_had"	"had_the"	"the_station"	"but_person_had"	"person_had_the"	"had_the_station"	"the_station_."	"CC"	"NNP"	"VBD"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"had"	"go_into"	"the"	"station"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
