"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"
"2:41:02::"	","	"rhode_island"	"trade"	"firms"	"trade_,"	",_rhode_island"	"rhode_island_firms"	"international_trade_,"	"trade_,_rhode_island"	",_rhode_island_firms"	"rhode_island_firms_in"	"JJ"	"NN"	"ε"	"VB"	"NN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"office"	"of"	"foreign"	"and"	"domestic"	"commerce"	"be"	"active"	"in"	"the"	"field"	"of"	"international"	"trade"	"assist"	"rhode_island"	"firms"	"in"	"develop"	"and"	"enlarge"	"markets"	"abroad"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"the"	"reluctant"	"distressed"	"reluctant_to"	"to_the"	"the_distressed"	"be_reluctant_to"	"reluctant_to_the"	"to_the_distressed"	"the_distressed_and"	"VB"	"JJ"	"TO"	"VB"	"DT"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the_most"	"articulate"	"republicans"	"be"	"those"	"who"	"in"	"their"	"desire"	"to"	"get_back"	"at"	"mr._kennedy"	"already"	"create"	"the"	"image"	"of"	"a"	"republican"	"leadership"	"which"	"be"	"reluctant"	"to"	"assist"	"the"	"distressed"	"and"	"the"	"unemployed"	"and"	"which"	"be"	"even"	"more"	"unwilling"	"to"	"help"	"old"	"people"	"who"	"need"	"medical_care"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"and"	"by"	"support"	"a"	"support_and"	"and_by"	"by_a"	"be_support_and"	"support_and_by"	"and_by_a"	"by_a_citizens"	"VB"	"VB"	"CC"	"VB"	"IN"	"DT"	"NNPS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"an"	"important"	"assertion"	"of"	"national"	"leadership"	"in_this"	"field"	"he"	"has"	"issue"	"an"	"executive"	"order"	"establish"	"the"	"president"	"on"	"juvenile_delinquency"	"and"	"crime"	"to"	"be"	"support"	"and"	"assist"	"by"	"a"	"citizens"	"advisory_council"	"of"	"recognized"	"authorities"	"on"	"juvenile"	"problems"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"states"	"leadership"	"and"	"leadership_to"	"to_states"	"states_and"	"federal_leadership_to"	"leadership_to_states"	"to_states_and"	"states_and_local"	"JJ"	"NN"	"TO"	"VB"	"NNS"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"has"	"also"	"call_upon"	"the"	"attorney_general"	"the"	"secretary"	"of"	"health"	"education"	"and"	"welfare"	"and"	"the"	"secretary"	"of"	"labor"	"to"	"coordinate"	"efforts"	"in"	"the"	"development"	"of"	"a"	"program"	"federal"	"leadership"	"to"	"assist"	"states"	"and"	"local"	"communities"	"in"	"their"	"efforts"	"to"	"cope_with"	"the"	"problem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"greatly"	"by"	","	"van_cliburn"	",_greatly"	"greatly_by"	"by_van_cliburn"	"air_,_greatly"	",_greatly_by"	"greatly_by_van_cliburn"	"by_van_cliburn_,"	"NNP"	"ε"	"RB"	"VB"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"symphony"	"of"	"air"	"greatly"	"assist"	"by"	"van_cliburn"	"last"	"night"	"get"	"its"	"seven-concert"	"beethoven"	"cycle"	"at"	"carnegie_hall"	"off"	"to"	"a"	"good"	"start"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"in"	"money"	"alterations"	"money_to"	"to_in"	"in_alterations"	"the_money_to"	"money_to_in"	"to_in_alterations"	"in_alterations_on"	"DT"	"NN"	"TO"	"VB"	"IN"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"hospital"	"has"	"the"	"money"	"to"	"assist"	"in"	"alterations"	"on"	"the"	"fifth"	"floor"	"of"	"the"	"jane_brown_hospital"	"part"	"of"	"rhode_island"	"hospital"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"in"	"united_states"	"the"	"united_states_to"	"to_in"	"in_the"	"the_united_states_to"	"united_states_to_in"	"to_in_the"	"in_the_creation"	"DT"	"NN"	"TO"	"VB"	"IN"	"DT"	"NN"	"beside"	"the"	"protestant"	"philosophy"	"of"	"progress"	"as"	"express"	"in"	"radical"	"or"	"conservative"	"millenarianism"	"should"	"be"	"place"	"the"	"doctrine"	"of"	"the"	"democratic"	"faith"	"which"	"affirm"	"it"	"to"	"be"	"the"	"duty"	"of"	"the"	"destiny"	"the"	"united_states"	"to"	"in"	"the"	"creation"	"of"	"a"	"better"	"world"	"by"	"keep"	"lighted"	"the"	"beacon"	"of"	"democracy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:01::"	"include"	"in"	","	"the"	",_include"	"include_in"	"in_the"	"many_,_include"	",_include_in"	"include_in_the"	"in_the_development"	"JJ"	"ε"	"VB"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"the"	"effort"	"of"	"group"	"shooting"	"development"	"program"	"shooting"	"activity"	"and"	"many"	"include"	"assist"	"in"	"the"	"development"	"of"	"public"	"and"	"privately"	"financed"	"shoot"	"park"	"trap"	"and"	"skeet"	"league"	"rifle"	"and"	"pistol"	"marksmanship"	"program"	"have"	"been"	"promote"	"to"	"mention"	"only"	"a_few"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"the"	"been"	"state"	"been_to"	"to_the"	"the_state"	"has_been_to"	"been_to_the"	"to_the_state"	"the_state_,"	"VBZ"	"VB"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"its"	"inception"	"in"	"with"	"the"	"passage"	"of"	"public_law"	"group"	"the"	"of"	"the"	"vocational"	"rehabilitation_program"	"has"	"been"	"to"	"assist"	"the"	"state"	"by"	"means"	"of"	"grant-in-aid"	"to"	"return"	"disabled"	"man"	"and"	"woman"	"to"	"productive"	"gainful"	"employment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"the"	"in_order"	"state"	"in_order_to"	"to_the"	"the_state"	"∅_in_order_to"	"in_order_to_the"	"to_the_state"	"the_state_in"	"ε"	"RB"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"assist"	"the"	"state"	"in"	"maintain"	"basic"	"vocational_rehabilitation"	"services"	"section"	"of"	"the"	"amended"	"act"	"provide"	"that"	"allotment"	"to"	"state"	"for"	"support"	"of"	"such"	"services"	"be"	"base"	"on"	"need"	"as"	"measure"	"by"	"a"	"state"	"population"	"and"	"fiscal"	"capacity"	"as"	"measure"	"by"	"its"	"per_capita"	"income"	
"2:41:02::"	"to"	"those"	","	"who"	",_to"	"to_those"	"those_who"	"be_,_to"	",_to_those"	"to_those_who"	"those_who_have"	"VB"	"ε"	"TO"	"VB"	"DT"	"WP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"today"	"the"	"private_detective"	"will"	"also"	"investigate"	"insurance_claim"	"or"	"handle"	"divorce"	"case"	"his"	"primary"	"function"	"remain"	"what"	"it"	"has"	"always"	"be"	"to"	"assist"	"those"	"who"	"have"	"money"	"in"	"their"	"unending"	"struggle"	"with"	"those"	"who"	"have"	"not"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:02::"	"to"	"small"	"design"	"business_concern"	"design_to"	"to_small"	"small_business_concern"	"is_design_to"	"design_to_small"	"to_small_business_concern"	"small_business_concern_that"	"VBZ"	"VB"	"TO"	"VB"	"JJ"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"property"	"sale"	"program"	"is"	"design"	"to"	"assist"	"small"	"business_concern"	"that"	"may"	"wish"	"to"	"buy"	"property"	"offer"	"for"	"sale"	"by"	"the"	"federal_government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
